county,precinct,office,district,party,candidate,votes,vtd
Ford,Bloom Township,U.S. Senate,,Democratic,"Wiesner, Patrick",2,10
Ford,Bloom Township,U.S. Senate,,Libertarian,"Garrard, Robert D.",1,10
Ford,Bloom Township,U.S. Senate,,Republican,"Moran, Jerry",33,10
Ford,Bucklin City,U.S. Senate,,Write-ins,"Smith, DJ",0,20
Ford,Bucklin City,U.S. Senate,,Democratic,"Wiesner, Patrick",24,20
Ford,Bucklin City,U.S. Senate,,Libertarian,"Garrard, Robert D.",16,20
Ford,Bucklin City,U.S. Senate,,Republican,"Moran, Jerry",275,20
Ford,Bucklin Township,U.S. Senate,,Write-ins,"Smith, DJ",0,30
Ford,Bucklin Township,U.S. Senate,,Democratic,"Wiesner, Patrick",2,30
Ford,Bucklin Township,U.S. Senate,,Libertarian,"Garrard, Robert D.",3,30
Ford,Bucklin Township,U.S. Senate,,Republican,"Moran, Jerry",58,30
Ford,Concord Township,U.S. Senate,,Write-ins,"Smith, DJ",0,40
Ford,Concord Township,U.S. Senate,,Democratic,"Wiesner, Patrick",7,40
Ford,Concord Township,U.S. Senate,,Libertarian,"Garrard, Robert D.",1,40
Ford,Concord Township,U.S. Senate,,Republican,"Moran, Jerry",42,40
Ford,Dodge City Precinct 01,U.S. Senate,,Write-ins,"Smith, DJ",0,00005A
Ford,Dodge City Precinct 01,U.S. Senate,,Democratic,"Wiesner, Patrick",201,00005A
Ford,Dodge City Precinct 01,U.S. Senate,,Libertarian,"Garrard, Robert D.",47,00005A
Ford,Dodge City Precinct 01,U.S. Senate,,Republican,"Moran, Jerry",278,00005A
Ford,Dodge City Airport,U.S. Senate,,Write-ins,"Smith, DJ",0,00005B
Ford,Dodge City Airport,U.S. Senate,,Democratic,"Wiesner, Patrick",0,00005B
Ford,Dodge City Airport,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,00005B
Ford,Dodge City Airport,U.S. Senate,,Republican,"Moran, Jerry",0,00005B
Ford,Dodge City Industrial Park,U.S. Senate,,Write-ins,"Smith, DJ",0,00005C
Ford,Dodge City Industrial Park,U.S. Senate,,Democratic,"Wiesner, Patrick",0,00005C
Ford,Dodge City Industrial Park,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,00005C
Ford,Dodge City Industrial Park,U.S. Senate,,Republican,"Moran, Jerry",0,00005C
Ford,Dodge City Precinct 03,U.S. Senate,,Write-ins,"Smith, DJ",0,70
Ford,Dodge City Precinct 03,U.S. Senate,,Democratic,"Wiesner, Patrick",180,70
Ford,Dodge City Precinct 03,U.S. Senate,,Libertarian,"Garrard, Robert D.",36,70
Ford,Dodge City Precinct 03,U.S. Senate,,Republican,"Moran, Jerry",196,70
Ford,Dodge City Precinct 04,U.S. Senate,,Write-ins,"Smith, DJ",0,00008A
Ford,Dodge City Precinct 04,U.S. Senate,,Democratic,"Wiesner, Patrick",283,00008A
Ford,Dodge City Precinct 04,U.S. Senate,,Libertarian,"Garrard, Robert D.",56,00008A
Ford,Dodge City Precinct 04,U.S. Senate,,Republican,"Moran, Jerry",481,00008A
Ford,Dodge City Excel #1,U.S. Senate,,Write-ins,"Smith, DJ",0,00008B
Ford,Dodge City Excel #1,U.S. Senate,,Democratic,"Wiesner, Patrick",0,00008B
Ford,Dodge City Excel #1,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,00008B
Ford,Dodge City Excel #1,U.S. Senate,,Republican,"Moran, Jerry",0,00008B
Ford,Dodge City Excel #2,U.S. Senate,,Write-ins,"Smith, DJ",0,00008C
Ford,Dodge City Excel #2,U.S. Senate,,Democratic,"Wiesner, Patrick",0,00008C
Ford,Dodge City Excel #2,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,00008C
Ford,Dodge City Excel #2,U.S. Senate,,Republican,"Moran, Jerry",0,00008C
Ford,Dodge City Millard,U.S. Senate,,Write-ins,"Smith, DJ",0,00008D
Ford,Dodge City Millard,U.S. Senate,,Democratic,"Wiesner, Patrick",0,00008D
Ford,Dodge City Millard,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,00008D
Ford,Dodge City Millard,U.S. Senate,,Republican,"Moran, Jerry",0,00008D
Ford,Dodge City Precinct 06,U.S. Senate,,Write-ins,"Smith, DJ",0,100
Ford,Dodge City Precinct 06,U.S. Senate,,Democratic,"Wiesner, Patrick",296,100
Ford,Dodge City Precinct 06,U.S. Senate,,Libertarian,"Garrard, Robert D.",59,100
Ford,Dodge City Precinct 06,U.S. Senate,,Republican,"Moran, Jerry",1303,100
Ford,Dodge Township Ward 3,U.S. Senate,,Write-ins,"Smith, DJ",0,200
Ford,Dodge Township Ward 3,U.S. Senate,,Democratic,"Wiesner, Patrick",4,200
Ford,Dodge Township Ward 3,U.S. Senate,,Libertarian,"Garrard, Robert D.",2,200
Ford,Dodge Township Ward 3,U.S. Senate,,Republican,"Moran, Jerry",22,200
Ford,Fairview Township,U.S. Senate,,Write-ins,"Smith, DJ",0,220
Ford,Fairview Township,U.S. Senate,,Democratic,"Wiesner, Patrick",12,220
Ford,Fairview Township,U.S. Senate,,Libertarian,"Garrard, Robert D.",6,220
Ford,Fairview Township,U.S. Senate,,Republican,"Moran, Jerry",92,220
Ford,Ford City,U.S. Senate,,Write-ins,"Smith, DJ",0,230
Ford,Ford City,U.S. Senate,,Democratic,"Wiesner, Patrick",3,230
Ford,Ford City,U.S. Senate,,Libertarian,"Garrard, Robert D.",2,230
Ford,Ford City,U.S. Senate,,Republican,"Moran, Jerry",76,230
Ford,Ford Township,U.S. Senate,,Write-ins,"Smith, DJ",0,240
Ford,Ford Township,U.S. Senate,,Democratic,"Wiesner, Patrick",4,240
Ford,Ford Township,U.S. Senate,,Libertarian,"Garrard, Robert D.",4,240
Ford,Ford Township,U.S. Senate,,Republican,"Moran, Jerry",62,240
Ford,Richland Township,U.S. Senate,,Write-ins,"Smith, DJ",0,260
Ford,Richland Township,U.S. Senate,,Democratic,"Wiesner, Patrick",32,260
Ford,Richland Township,U.S. Senate,,Libertarian,"Garrard, Robert D.",8,260
Ford,Richland Township,U.S. Senate,,Republican,"Moran, Jerry",170,260
Ford,Royal Township,U.S. Senate,,Write-ins,"Smith, DJ",0,270
Ford,Royal Township,U.S. Senate,,Democratic,"Wiesner, Patrick",18,270
Ford,Royal Township,U.S. Senate,,Libertarian,"Garrard, Robert D.",3,270
Ford,Royal Township,U.S. Senate,,Republican,"Moran, Jerry",97,270
Ford,Sodville Township,U.S. Senate,,Write-ins,"Smith, DJ",0,280
Ford,Sodville Township,U.S. Senate,,Democratic,"Wiesner, Patrick",1,280
Ford,Sodville Township,U.S. Senate,,Libertarian,"Garrard, Robert D.",2,280
Ford,Sodville Township,U.S. Senate,,Republican,"Moran, Jerry",43,280
Ford,Spearville City,U.S. Senate,,Write-ins,"Smith, DJ",0,300
Ford,Spearville City,U.S. Senate,,Democratic,"Wiesner, Patrick",35,300
Ford,Spearville City,U.S. Senate,,Libertarian,"Garrard, Robert D.",26,300
Ford,Spearville City,U.S. Senate,,Republican,"Moran, Jerry",318,300
Ford,Spearville Township,U.S. Senate,,Write-ins,"Smith, DJ",0,310
Ford,Spearville Township,U.S. Senate,,Democratic,"Wiesner, Patrick",15,310
Ford,Spearville Township,U.S. Senate,,Libertarian,"Garrard, Robert D.",7,310
Ford,Spearville Township,U.S. Senate,,Republican,"Moran, Jerry",167,310
Ford,Wheatland Township,U.S. Senate,,Write-ins,"Smith, DJ",0,320
Ford,Wheatland Township,U.S. Senate,,Democratic,"Wiesner, Patrick",6,320
Ford,Wheatland Township,U.S. Senate,,Libertarian,"Garrard, Robert D.",3,320
Ford,Wheatland Township,U.S. Senate,,Republican,"Moran, Jerry",62,320
Ford,Wilburn Township,U.S. Senate,,Write-ins,"Smith, DJ",0,330
Ford,Wilburn Township,U.S. Senate,,Democratic,"Wiesner, Patrick",1,330
Ford,Wilburn Township,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,330
Ford,Wilburn Township,U.S. Senate,,Republican,"Moran, Jerry",38,330
Ford,Dodge Township H115,U.S. Senate,,Write-ins,"Smith, DJ",0,120020
Ford,Dodge Township H115,U.S. Senate,,Democratic,"Wiesner, Patrick",34,120020
Ford,Dodge Township H115,U.S. Senate,,Libertarian,"Garrard, Robert D.",7,120020
Ford,Dodge Township H115,U.S. Senate,,Republican,"Moran, Jerry",166,120020
Ford,Dodge Township H119 A,U.S. Senate,,Write-ins,"Smith, DJ",0,12003A
Ford,Dodge Township H119 A,U.S. Senate,,Democratic,"Wiesner, Patrick",0,12003A
Ford,Dodge Township H119 A,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,12003A
Ford,Dodge Township H119 A,U.S. Senate,,Republican,"Moran, Jerry",0,12003A
Ford,Dodge Township H119,U.S. Senate,,Write-ins,"Smith, DJ",0,120030
Ford,Dodge Township H119,U.S. Senate,,Democratic,"Wiesner, Patrick",2,120030
Ford,Dodge Township H119,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,120030
Ford,Dodge Township H119,U.S. Senate,,Republican,"Moran, Jerry",24,120030
Ford,Enterprise Township H115,U.S. Senate,,Write-ins,"Smith, DJ",0,120040
Ford,Enterprise Township H115,U.S. Senate,,Democratic,"Wiesner, Patrick",45,120040
Ford,Enterprise Township H115,U.S. Senate,,Libertarian,"Garrard, Robert D.",11,120040
Ford,Enterprise Township H115,U.S. Senate,,Republican,"Moran, Jerry",134,120040
Ford,Enterprise Township H119,U.S. Senate,,Write-ins,"Smith, DJ",0,120050
Ford,Enterprise Township H119,U.S. Senate,,Democratic,"Wiesner, Patrick",2,120050
Ford,Enterprise Township H119,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,120050
Ford,Enterprise Township H119,U.S. Senate,,Republican,"Moran, Jerry",5,120050
Ford,Grandview Township H115,U.S. Senate,,Write-ins,"Smith, DJ",0,120060
Ford,Grandview Township H115,U.S. Senate,,Democratic,"Wiesner, Patrick",18,120060
Ford,Grandview Township H115,U.S. Senate,,Libertarian,"Garrard, Robert D.",10,120060
Ford,Grandview Township H115,U.S. Senate,,Republican,"Moran, Jerry",154,120060
Ford,Grandview Township East H119,U.S. Senate,,Write-ins,"Smith, DJ",0,12007A
Ford,Grandview Township East H119,U.S. Senate,,Democratic,"Wiesner, Patrick",0,12007A
Ford,Grandview Township East H119,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,12007A
Ford,Grandview Township East H119,U.S. Senate,,Republican,"Moran, Jerry",3,12007A
Ford,Grandview Township H119,U.S. Senate,,Write-ins,"Smith, DJ",0,120070
Ford,Grandview Township H119,U.S. Senate,,Democratic,"Wiesner, Patrick",0,120070
Ford,Grandview Township H119,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,120070
Ford,Grandview Township H119,U.S. Senate,,Republican,"Moran, Jerry",0,120070
Ford,Grandview Township Ward 2 H115,U.S. Senate,,Write-ins,"Smith, DJ",0,120080
Ford,Grandview Township Ward 2 H115,U.S. Senate,,Democratic,"Wiesner, Patrick",10,120080
Ford,Grandview Township Ward 2 H115,U.S. Senate,,Libertarian,"Garrard, Robert D.",2,120080
Ford,Grandview Township Ward 2 H115,U.S. Senate,,Republican,"Moran, Jerry",26,120080
Ford,Grandview Township Ward 2 H119,U.S. Senate,,Write-ins,"Smith, DJ",0,120090
Ford,Grandview Township Ward 2 H119,U.S. Senate,,Democratic,"Wiesner, Patrick",0,120090
Ford,Grandview Township Ward 2 H119,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,120090
Ford,Grandview Township Ward 2 H119,U.S. Senate,,Republican,"Moran, Jerry",3,120090
Ford,Dodge City Precinct 03 H115,U.S. Senate,,Write-ins,"Smith, DJ",0,120100
Ford,Dodge City Precinct 03 H115,U.S. Senate,,Democratic,"Wiesner, Patrick",0,120100
Ford,Dodge City Precinct 03 H115,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,120100
Ford,Dodge City Precinct 03 H115,U.S. Senate,,Republican,"Moran, Jerry",0,120100
Ford,Dodge City Township C H115,U.S. Senate,,Write-ins,"Smith, DJ",0,120110
Ford,Dodge City Township C H115,U.S. Senate,,Democratic,"Wiesner, Patrick",0,120110
Ford,Dodge City Township C H115,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,120110
Ford,Dodge City Township C H115,U.S. Senate,,Republican,"Moran, Jerry",0,120110
Ford,Dodge City Township W H119,U.S. Senate,,Write-ins,"Smith, DJ",0,120120
Ford,Dodge City Township W H119,U.S. Senate,,Democratic,"Wiesner, Patrick",0,120120
Ford,Dodge City Township W H119,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,120120
Ford,Dodge City Township W H119,U.S. Senate,,Republican,"Moran, Jerry",1,120120
Ford,Dodge City Precinct 09,U.S. Senate,,Write-ins,"Smith, DJ",0,120130
Ford,Dodge City Precinct 09,U.S. Senate,,Democratic,"Wiesner, Patrick",7,120130
Ford,Dodge City Precinct 09,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,120130
Ford,Dodge City Precinct 09,U.S. Senate,,Republican,"Moran, Jerry",12,120130
Ford,Dodge City Precinct 10,U.S. Senate,,Write-ins,"Smith, DJ",0,120140
Ford,Dodge City Precinct 10,U.S. Senate,,Democratic,"Wiesner, Patrick",0,120140
Ford,Dodge City Precinct 10,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,120140
Ford,Dodge City Precinct 10,U.S. Senate,,Republican,"Moran, Jerry",0,120140
Ford,Dodge City Precinct 02,U.S. Senate,,Write-ins,"Smith, DJ",0,130010
Ford,Dodge City Precinct 02,U.S. Senate,,Democratic,"Wiesner, Patrick",135,130010
Ford,Dodge City Precinct 02,U.S. Senate,,Libertarian,"Garrard, Robert D.",32,130010
Ford,Dodge City Precinct 02,U.S. Senate,,Republican,"Moran, Jerry",172,130010
Ford,Dodge City Precinct 05,U.S. Senate,,Write-ins,"Smith, DJ",0,130020
Ford,Dodge City Precinct 05,U.S. Senate,,Democratic,"Wiesner, Patrick",259,130020
Ford,Dodge City Precinct 05,U.S. Senate,,Libertarian,"Garrard, Robert D.",58,130020
Ford,Dodge City Precinct 05,U.S. Senate,,Republican,"Moran, Jerry",953,130020
Ford,Dodge City Precinct 07,U.S. Senate,,Write-ins,"Smith, DJ",0,600010
Ford,Dodge City Precinct 07,U.S. Senate,,Democratic,"Wiesner, Patrick",17,600010
Ford,Dodge City Precinct 07,U.S. Senate,,Libertarian,"Garrard, Robert D.",3,600010
Ford,Dodge City Precinct 07,U.S. Senate,,Republican,"Moran, Jerry",64,600010
Ford,Dodge City Precinct 08,U.S. Senate,,Write-ins,"Smith, DJ",0,800010
Ford,Dodge City Precinct 08,U.S. Senate,,Democratic,"Wiesner, Patrick",0,800010
Ford,Dodge City Precinct 08,U.S. Senate,,Libertarian,"Garrard, Robert D.",0,800010
Ford,Dodge City Precinct 08,U.S. Senate,,Republican,"Moran, Jerry",0,800010
