census_block_group,visitor_home_cbgs,income,rent,unemploy_ratio
550791704001.0,"{""550791704002"":112,""550791603001"":108,""550791603004"":93,""550791602022"":77,""550791601002"":72,""550791707002"":70,""550791702002"":55,""550791601001"":50}",436,70,0.03050847457627118
550019502022.0,{},383,41,0.04733009708737864
550250122024.0,"{""550250125022"":132,""550250122021"":127,""550250123001"":112,""550250124002"":99,""550250125011"":96,""550250120025"":90,""550250125023"":77,""550250122012"":76,""550250122022"":72,""550250123004"":60,""550250124001"":58,""550250123003"":58,""551050029001"":57,""550250123002"":52}",1271,659,0.020797227036395145
550630108003.0,{},358,54,0.011029411764705881
550790175004.0,"{""550790174002"":53}",356,203,0.07215007215007213
550539603001.0,{},474,50,0.031746031746031744
550590003003.0,"{""550590003001"":116,""550590006021"":76,""550590003002"":62,""550590026021"":52}",247,170,0.10368663594470047
550590003001.0,"{""550590001001"":62,""550590006021"":60,""550590003002"":57,""550590006014"":51}",661,363,0.06895319757056091
550790157001.0,"{""550791868001"":59}",344,324,0.017045454545454544
550870114001.0,"{""550150207001"":182,""550870133002"":154,""550870125051"":152,""550099400013"":149,""550870133001"":145,""550870125031"":129,""550870125042"":119,""550150203062"":109,""550870126014"":108,""550870129012"":107,""550870126012"":100,""550870115023"":99,""550150203081"":98,""550870125032"":96,""550870120002"":89,""550090207021"":82,""550090205041"":76,""550870129021"":75,""550090214003"":72,""550870119002"":71,""550870121004"":71,""550870111014"":70,""550870111022"":70,""551390024005"":69,""551390023002"":68,""551390024001"":65,""550090102012"":63,""550150208002"":62,""550870114002"":62,""550870126011"":62,""550870129022"":59,""550870129011"":57,""550870128005"":57,""550870125061"":57,""550870125041"":57,""551390037023"":56,""550870120004"":56,""551390024003"":55,""550090207032"":54,""550090018022"":51,""550870119001"":50,""550870111023"":50}",351,57,0.013221153846153846
550870115014.0,"{""550870125031"":77,""550870115023"":64,""550870133002"":57,""550870125032"":51}",366,21,0.008413461538461538
551010009041.0,"{""551010009043"":68}",339,121,0.04198473282442748
551299503002.0,{},426,77,0.057356608478803
551332016001.0,"{""551332016003"":89,""551332017013"":67,""551332015042"":62,""551332017042"":58,""551332015052"":56}",264,0,0.02607361963190184
550090005004.0,{},318,120,0.0685185185185185
550090207041.0,"{""550090207021"":235,""550099400013"":221,""550090207032"":181,""550090018022"":180,""550090020021"":156,""550090020031"":150,""550090018021"":127,""550090201002"":127,""550090207033"":122,""550619604003"":117,""550831013002"":101,""550090207043"":92,""550090101001"":86,""550090201001"":86,""550090206001"":85,""550090207031"":83,""550090020022"":80,""550090103005"":79,""550090207044"":76,""550090205041"":75,""550619604002"":73,""550090214001"":73,""550090202042"":66,""550090018011"":66,""550090202033"":63,""550099400012"":60,""550090102012"":59,""550090205034"":59,""550090206002"":58,""550291010002"":57,""550090202043"":56,""550090207042"":56,""550090202031"":56,""550090212003"":55,""550090020015"":55,""550090016004"":54,""550619605002"":53,""550619604001"":52,""550619604006"":50,""550710102002"":50,""550619605005"":50,""550619605004"":50,""550090017012"":50}",828,208,0.039239730226854695
550250111011.0,"{""550250109011"":131,""550250109042"":130,""550250112002"":127,""550250111013"":91,""550250111012"":80,""550250111021"":77,""550250109044"":66,""550250130001"":64,""550250110001"":64,""550250113011"":64,""550250111026"":61,""550250111022"":52,""550250110002"":50}",686,362,0.15246957766642807
550390403001.0,"{""550390411004"":155,""550390411003"":140,""550390420004"":123,""550390413001"":107,""550390403004"":102,""550390411001"":97,""550390420005"":86,""550390420003"":77,""550390407004"":75,""550390411002"":70,""550390413002"":70,""550390414002"":67,""550390413003"":67,""550279601002"":63,""550390413005"":62,""550390417002"":60,""550390404001"":59,""550279601001"":56,""550390420001"":54,""550390421001"":53,""550390414005"":52,""551390018011"":51,""550390405001"":51}",1059,887,0.03643966547192353
550499502001.0,"{""550499502003"":60}",273,32,0.025590551181102362
551199601002.0,{},709,259,0.04104183109707972
551239602004.0,{},356,89,0.013657056145675264
550050002001.0,{},386,62,0.03688524590163935
550090205033.0,"{""550090205041"":238,""550099400012"":164,""550090205034"":153,""550831013002"":151,""550090205031"":143,""550090202042"":133,""550090202033"":126,""550090205042"":126,""550099400013"":108,""550090202043"":97,""550090202031"":95,""550090216002"":74,""550090205022"":70,""550090205023"":63,""550099400021"":61,""550090205032"":55,""550099400031"":53}",556,137,0.026241799437675732
550279616003.0,"{""550279615003"":60}",645,122,0.020684736091298145
550439610002.0,"{""550439610001"":212,""550439609003"":120,""550439610003"":62,""550439610004"":61,""550439609001"":53}",449,156,0.03162393162393162
550619605005.0,"{""550619605002"":81}",668,168,0.004792332268370607
550790194002.0,"{""550790195002"":75,""550790194001"":67,""551332015042"":52,""550790195001"":51}",737,383,0.04008438818565401
550791860001.0,"{""550790141001"":112,""550896602022"":101,""550790074001"":100,""550896603041"":87,""550896502001"":78,""550896603013"":69,""550896503004"":64,""550790003021"":63,""550896402002"":58,""550896501013"":54,""550790401001"":53,""550896603011"":52,""550896603033"":51,""550790003042"":51,""550790301003"":50,""550896402001"":50}",815,718,0.1188976377952756
550979611001.0,"{""550979607012"":146,""550979612002"":128,""550979607021"":105,""551410115003"":93,""550979607013"":90,""550979605004"":84,""550979607011"":76,""551410115004"":68,""550979608001"":67,""550979612004"":67,""550979612003"":66,""550979611003"":60,""550979606001"":55,""550979608002"":51}",1035,326,0.04895782840523509
550999701001.0,{},525,75,0.014767932489451475
550999704002.0,{},378,106,0.00771604938271605
551010021003.0,"{""551010018012"":72,""551010027022"":58,""551010018011"":56,""551010021002"":52,""551010018014"":51}",451,44,0.06385281385281386
551332015032.0,"{""551332015042"":68,""551332015031"":62,""551332015061"":61,""551332015034"":61}",447,109,0.0
550250003002.0,"{""550250109011"":126,""550250109031"":68,""550250137001"":65,""550250128004"":62,""550250004061"":51,""550250109041"":50}",404,0,0.03329065300896287
550250026021.0,"{""550250114023"":260,""550250115031"":197,""550250115032"":144,""550250113011"":136,""550250112002"":132,""550250120013"":123,""550250133012"":101,""550250132004"":88,""550250133022"":87,""550250116002"":82,""550250115061"":77,""550250115042"":73,""550250117001"":72,""550250132005"":71,""550250115062"":68,""550250115041"":67,""550250109011"":66,""550250112003"":65,""550250133023"":63,""550250125022"":62,""550250120011"":61,""550250132002"":61,""550250132003"":60,""550250114021"":58,""550250026031"":58,""550250117002"":57,""550250119001"":56,""550250026032"":55,""550250105024"":55,""550250116003"":55,""550250125011"":53,""550219712004"":52,""550250118001"":51,""550250115052"":51}",986,929,0.04493801652892562
550390410003.0,"{""550390411003"":139,""550390411004"":95,""550390420004"":73,""550390411002"":62,""550390411001"":59,""550390420003"":58}",357,104,0.053941908713692956
550791010002.0,"{""551332015042"":89,""551332015061"":81,""551332015034"":76,""551332014041"":70,""551332015031"":69,""550791201022"":58,""551332015041"":56,""550791010001"":56,""550791010003"":56,""551332015052"":54,""551332016003"":54,""551332015032"":52}",624,65,0.0
551039705002.0,{},379,115,0.041604754829123326
550779603001.0,"{""550779603003"":54,""550779603002"":53}",440,94,0.022549019607843137
550199501003.0,"{""550730022003"":62,""551199604002"":54}",446,120,0.03370786516853932
550250014013.0,"{""550250125022"":105,""550250014023"":95,""550250109011"":89,""550250014033"":86,""550250014011"":80,""550250015023"":80,""550250125011"":79,""550250014032"":76,""550250014012"":70,""550250107023"":68,""550250124002"":61,""550250137001"":60,""550250125023"":59,""550250014031"":57,""550250006002"":55,""550250015021"":53,""550250012004"":51,""550250016031"":51,""550250128004"":51,""550250108001"":50}",840,642,0.08718487394957981
550790110001.0,"{""550790074001"":83,""550790144001"":69,""550790110002"":69,""550791869001"":63,""550790113001"":60,""550791874001"":55,""550791870002"":52}",982,863,0.011210762331838564
550896401002.0,"{""550896501013"":154,""550896502001"":146,""550896503004"":143,""550896503001"":115,""550896402004"":109,""550896402002"":108,""550896402001"":105,""550896602022"":91,""551314501032"":85,""550896401005"":83,""550896501022"":77,""551314501042"":72,""550896501011"":70,""550896302021"":67,""550896302022"":67,""550896201003"":67,""550896401003"":65,""550896503003"":63,""550896201001"":59,""550896501014"":53,""551314001043"":51,""550896502002"":51}",837,534,0.031994554118447927
551010010012.0,"{""551010017051"":103,""551010017032"":64,""551010010013"":50}",367,201,0.0
551010012025.0,"{""551010010031"":135,""551010017051"":115,""551010017052"":86,""551010017032"":81,""551010012011"":77,""551010016013"":71,""551010012022"":66,""551010012024"":58,""550791603001"":56,""551010018021"":53,""551010015053"":51,""551010012023"":51}",755,300,0.049170251997541485
551410101002.0,{},429,76,0.015625
550019504003.0,"{""550019504004"":77,""550019502011"":60,""550019504002"":52}",409,147,0.060283687943262415
550250127001.0,"{""550250128004"":143,""550250128003"":115,""550439610001"":76,""550499505001"":76,""550439609003"":69,""550499504002"":57,""550459601002"":55,""550499502003"":53,""550250131004"":52,""550250137001"":52,""550459602003"":50}",891,129,0.026734926052332197
550439603002.0,"{""550439603004"":66,""550439603003"":60,""550439607004"":52,""550439603001"":50}",276,85,0.013651877133105802
550790032003.0,{},310,104,0.0949105914718019
550790211001.0,"{""550791603001"":129,""550791603004"":101,""551332015042"":83,""550791873003"":71,""550791872002"":70,""550791501004"":68,""550790216001"":66,""550896603041"":64,""550790074001"":64,""550790216002"":64,""550896602022"":64,""550896502001"":64,""550791205013"":60,""550791603003"":59,""550790210002"":57,""550791602021"":55,""550791602033"":53,""550790180001"":53,""551010017051"":53,""550791501003"":52,""550790212001"":52,""550791503041"":52,""551332019002"":51,""550791874001"":50,""550791851001"":50}",599,196,0.036626916524701875
550791401001.0,"{""550791501003"":111,""551332015042"":96,""550791501004"":87,""550791503041"":83,""550791873003"":83,""550791503012"":82,""550791503031"":81,""550791872002"":80,""550791503032"":76,""550791402011"":76,""551332019002"":74,""550791402013"":73,""550791873002"":69,""550791402012"":69,""550791301003"":68,""550791603001"":66,""551332017034"":66,""550791501001"":65,""550791603004"":63,""550791402024"":62,""550791201011"":61,""550791402023"":60,""550791205013"":57,""550791401002"":51,""551332017042"":50}",568,196,0.0
550870102004.0,"{""550870125051"":102,""550870111022"":83,""550870126014"":66,""550150207001"":66,""550870133002"":61,""550870111021"":57,""550150203081"":57,""550870125031"":56,""550150203062"":53,""550870102003"":53,""550870126012"":51,""550870125042"":50}",299,104,0.0237741456166419
551270003026.0,{},384,46,0.03924221921515562
550170103006.0,"{""550170104001"":115,""550170107003"":56}",516,202,0.0753880266075388
550250112002.0,"{""550250113011"":205,""550250109011"":128,""550250112003"":108,""550250114023"":92,""550250113012"":91,""550250109042"":90,""550250115031"":88,""550250113021"":78,""550250132002"":70,""550250132004"":64,""550250115032"":64,""550250109044"":60,""550250111021"":59,""550250132001"":56,""550250112001"":54,""550250133022"":54,""550250111027"":52,""550250133012"":52,""550250023011"":52}",1575,245,0.028100183262064753
550279611003.0,"{""550279611002"":64}",478,147,0.041733547351524874
550790174002.0,"{""550790173003"":178,""550790174001"":69}",458,363,0.09232096635030199
550790185001.0,"{""550791603001"":133,""550791603004"":106,""550790180001"":89,""550790074001"":87,""551332015042"":86,""550791873003"":80,""550790203002"":76,""550896602022"":75,""550791874001"":74,""550896502001"":74,""550791501004"":73,""550790216002"":73,""550790206001"":72,""550896603041"":72,""550790206002"":72,""551010017051"":72,""550790147002"":72,""550791872002"":71,""550790203001"":70,""550791603003"":66,""550790216001"":66,""550791205013"":65,""550790205001"":61,""550791503041"":58,""550790205002"":57,""550791501003"":57,""550791602021"":57,""550790214001"":56,""550791602033"":54,""551332017034"":53,""551332019002"":52,""550790146002"":52,""550896603013"":52,""550791866001"":52,""550791501001"":51}",364,146,0.041608876560332866
550790501014.0,"{""550790007003"":75,""550790501011"":74,""550790501013"":68,""550790008002"":52,""550790002012"":52,""550790008001"":52}",794,111,0.010964912280701754
551010009032.0,"{""551010009044"":57,""551010009043"":54,""551010009034"":50}",484,352,0.07747318235995232
551211004001.0,"{""551211004002"":62}",572,121,0.014667817083692837
551332002012.0,"{""551332004001"":139,""551314702041"":126,""551332005003"":87,""551332004003"":86,""551332005002"":82,""551332005001"":81,""551314702021"":78,""551332002023"":65,""551314501042"":59,""551314701002"":58,""551332001023"":57,""551332001033"":56,""551332001012"":55,""551332001024"":55,""551332004004"":55,""551332002021"":54,""551332001031"":53,""551332034064"":51}",893,202,0.010135135135135136
550090013003.0,"{""550090207021"":83,""550090018022"":73,""550090207032"":70,""550090020021"":68,""550099400013"":61,""550090020031"":61,""550090207041"":50}",255,93,0.043875685557586835
550710102002.0,{},563,45,0.0142602495543672
550790106002.0,{},236,134,0.07045009784735812
550791861002.0,{},416,333,0.24575163398692804
551332031024.0,"{""551332021012"":119,""551332031026"":82,""551332033052"":53,""551332022012"":52,""551332023013"":51,""551332022013"":51}",368,0,0.026086956521739132
550170109004.0,{},829,361,0.03322259136212624
550390419001.0,"{""550390418004"":62,""550390417002"":57,""550390419002"":57,""550390418003"":52,""550390411004"":51}",523,119,0.03098591549295775
550551011002.0,"{""550551011003"":108,""550551010001"":100,""550551013003"":82,""550551012021"":66,""550551011001"":65,""551050013041"":64,""550551005003"":64,""550551013001"":63,""550551014002"":63,""550551009003"":61,""550551007001"":60,""550551006022"":54,""550551015002"":51}",372,170,0.02850356294536817
550630102032.0,"{""550630102031"":83,""550630102021"":57,""550630102022"":53,""550630102011"":50}",299,38,0.029556650246305414
550790401001.0,"{""550896602022"":147,""550896603041"":132,""550896502001"":127,""550896503004"":107,""550896603013"":100,""551314702041"":99,""550896501013"":96,""550896402002"":90,""550790601022"":89,""550896402001"":87,""550896603011"":83,""550896503001"":81,""550790301003"":80,""550790352004"":78,""550790007003"":74,""550896602012"":74,""551170107002"":74,""550896302021"":72,""550896602021"":72,""550896402004"":71,""550896603033"":71,""550896602023"":70,""550790501011"":65,""550790003042"":65,""550790009001"":64,""550790601013"":63,""550790601012"":63,""550896603031"":62,""550790008001"":60,""550896603034"":59,""550090207021"":59,""550896501011"":58,""551314501032"":58,""550896501022"":56,""550790501014"":55,""550790501022"":54,""551170107003"":54,""550790002023"":54,""550896302022"":53,""550790002012"":52,""550099400013"":52,""550790301001"":51,""550790352001"":51,""550896201001"":51,""550896401005"":51,""550790352003"":51,""550896603032"":50}",574,18,0.0184
551010005003.0,{},292,184,0.10828025477707007
551050011001.0,"{""551050014004"":95,""551050012013"":66,""551050011004"":55,""551050013041"":54,""551050012012"":52,""551050012023"":52}",578,220,0.036144578313253004
551332020022.0,"{""551332021012"":99,""551010028004"":87,""551332039011"":85,""551010028002"":79,""551332020011"":77,""551010028003"":75,""551332038024"":71,""551332017042"":66,""551332038023"":65,""551332020013"":64,""551332038031"":61,""551332020021"":55,""551010027011"":54,""551332023013"":53,""551332017013"":52,""551332021023"":51}",410,0,0.01140684410646388
551390020004.0,"{""550390416003"":59,""551390018041"":57,""551390020002"":52,""551390021002"":52,""550390417002"":50,""550390416005"":50}",505,59,0.03613369467028004
550250109031.0,"{""550250109011"":188,""550250137001"":125,""550250108001"":113,""550250108005"":93,""550250004061"":89,""550250108002"":86,""550250128004"":80,""550250109041"":76,""550250108003"":72,""550250112002"":67,""550250108004"":65,""550250109044"":64,""550459601002"":63,""550250109042"":59,""550250127002"":53,""550250107021"":50,""550250005043"":50}",1297,296,0.009430094300943008
550279613004.0,"{""550279613001"":73,""550279601003"":61,""550279612001"":61}",831,495,0.013850415512465375
550790217001.0,"{""550791603001"":149,""550791603004"":123,""550791501004"":73,""550791873003"":72,""550790216001"":70,""550791603003"":70,""551010017051"":66,""550791601002"":60,""551332034052"":55,""550791601001"":55,""550791872002"":55,""550791501001"":55,""550791602021"":54,""550590026012"":54,""551314702041"":53,""550791602033"":52,""550791704002"":52,""550791602032"":51,""550791873002"":51,""550791602043"":51,""550791602022"":51,""550790216002"":51,""550590026021"":50}",268,116,0.0
550791006001.0,{},493,149,0.09666283084004601
550791013001.0,"{""551332015042"":90,""550791603001"":75,""550791603004"":65,""551332015061"":63,""551332034052"":53,""551332017042"":52,""550791501004"":51,""550790195002"":51,""550791014004"":50}",491,252,0.022538552787663105
550791603003.0,"{""550791603001"":243,""550791603004"":182,""550791873003"":140,""551010017051"":126,""550590026012"":94,""550791602043"":82,""551010016013"":80,""551010017032"":79,""550791602033"":78,""550590026021"":78,""550590026022"":76,""550791602021"":76,""550791873002"":76,""550791872002"":74,""550791872001"":71,""550791603002"":69,""551010018021"":68,""551010019001"":68,""550791602022"":67,""550791602032"":66,""550791601001"":66,""550791501003"":63,""550791501004"":62,""550590006022"":62,""550590027001"":61,""550791704002"":61,""550590003001"":60,""550791601002"":60,""550791501001"":59,""551314702041"":58,""170978609061"":57,""550590026011"":57,""551010015013"":56,""550791602041"":55,""550791503031"":55,""550791602031"":55,""550590006014"":54,""550791503012"":53,""551010017024"":52,""550791602024"":52,""550791503041"":51,""550896603041"":51,""550590029062"":50,""551010016014"":50,""550790147002"":50}",549,58,0.014179104477611941
551270001021.0,"{""551010028004"":107,""551270001013"":94,""551270002003"":78,""551270005011"":68,""551270002004"":63,""551010028003"":59,""551010027012"":58,""551332039011"":58,""551332038024"":57,""551270002002"":57,""551270001022"":56,""551010027024"":53,""551270001015"":52,""551270001011"":50}",584,180,0.061438965238480185
550050001003.0,{},425,42,0.01056338028169014
550170110004.0,"{""550170104001"":96,""550170110005"":90,""550170112004"":82,""550170107003"":79,""550170107002"":59,""550170105004"":53,""550170107001"":51,""550170110001"":50}",585,121,0.0
551010012013.0,{},264,227,0.10161662817551964
551151011003.0,"{""550099400013"":90,""551151010001"":84,""551151011001"":82,""550090205041"":63,""550099400012"":62,""551151009001"":61,""550870131001"":54,""550831013002"":53}",339,15,0.010484927916120577
551332034042.0,"{""551332034031"":134,""551332034052"":119,""551332034033"":115,""551332034064"":109,""551332033042"":106,""551332034041"":98,""551332034032"":92,""551332005001"":88,""551332003004"":81,""551332034063"":76,""551332005002"":74,""551332034024"":73,""551314601013"":71,""551314702041"":70,""551332034051"":67,""551332035003"":63,""551332033041"":63,""551332004001"":59,""551332034062"":58}",455,72,0.008412197686645634
551410113003.0,"{""551410115003"":106,""551410115004"":81,""551410111004"":62,""551410114003"":61,""551410112001"":61,""551410112002"":54,""551410113005"":52}",566,54,0.07026563838903171
550790030004.0,"{""550790003021"":94,""550790003042"":72,""550790016001"":68,""550790005022"":57,""550790017001"":55}",411,107,0.06872037914691943
551332016002.0,"{""551332021012"":113,""551332016003"":101,""551332017042"":95,""551332017013"":76,""551332015042"":75,""551332015052"":72,""551332017034"":68,""551332021031"":63,""551332024003"":58,""551332019003"":57,""551332015062"":52,""551010020023"":51,""551332014041"":51,""551332019002"":50,""551010020011"":50}",593,13,0.036273701566364384
550170110001.0,"{""550170110002"":64,""550170111001"":53}",547,205,0.030622009569377995
550250106005.0,"{""550250122021"":91,""550250122024"":86,""550250125022"":68,""550250124002"":68,""550250120025"":67,""550250123001"":66,""550250105024"":54,""550250125011"":50}",479,13,0.037122969837587005
550790197004.0,"{""550790195002"":69,""550790197003"":52}",475,227,0.03923647932131495
550870117002.0,"{""550150207001"":101,""550150203062"":58,""550870116004"":52}",293,55,0.061386138613861385
550979606001.0,"{""550979607012"":101,""550979605004"":88,""550979607021"":75,""550979601003"":71,""550979604005"":68,""550979611001"":63,""550979606003"":56,""550979606004"":55,""550979607013"":51,""550979608001"":50}",638,75,0.05882352941176471
550439608001.0,"{""550439608002"":58}",389,62,0.028785982478097626
550710104004.0,"{""550150205002"":53}",504,76,0.009063444108761328
551170107002.0,"{""551170107001"":126,""551170102001"":116,""551170003002"":111,""551170107003"":107,""551170004001"":97,""551170106021"":96,""551170002022"":87,""551170002021"":84,""551170113003"":82,""551170102002"":72,""551170106011"":71,""551170003003"":69,""551170011001"":69,""551170008003"":66,""550710106002"":64,""551170010003"":59,""551170106013"":58,""551170009003"":58,""551170108002"":58,""550099400013"":58,""550090207021"":57,""551170001001"":57,""551170001002"":55,""551170105011"":53,""551170010004"":52,""551170003001"":52,""550710106004"":50}",1257,153,0.025254428948360347
550250026022.0,"{""550250114023"":218,""550250115031"":152,""550250115032"":122,""550250112002"":104,""550250120013"":102,""550250026021"":101,""550250133012"":98,""550250132004"":97,""550250133022"":93,""550250026031"":89,""550250026032"":88,""550250114012"":83,""550250132005"":77,""550250115061"":73,""550250026023"":72,""550250024021"":71,""550250023011"":71,""550250115042"":68,""550250113011"":68,""550250115062"":64,""550250116002"":63,""550250133023"":60,""550250117001"":59,""550250114021"":59,""550250120011"":57,""550250117002"":57,""550250132003"":56,""550250115041"":56,""550250115052"":54,""550250118001"":53,""550250015023"":51,""550250120012"":50,""550250025001"":50}",735,250,0.03581871345029241
550279615002.0,"{""550279615003"":64,""550279615001"":54,""550279616002"":50,""551314401031"":50}",557,132,0.053119730185497475
550939606001.0,"{""550939606002"":62,""550939606003"":52,""550919502003"":50}",677,107,0.036308623298033284
551050004003.0,"{""551050012012"":100,""551050012013"":93,""551050013041"":92,""551050014004"":85,""551050012023"":75,""551050012011"":64,""551050003002"":55,""551050004004"":53,""551050004002"":53,""551050004001"":51}",299,66,0.05775577557755776
551199605003.0,"{""551199604002"":101}",325,136,0.016129032258064516
550019501001.0,"{""550019501003"":52}",443,23,0.08781558726673984
550079604004.0,{},839,129,0.040999359385009614
550090002004.0,{},339,58,0.01974612129760226
550790018003.0,"{""550790003021"":73,""550790016001"":71,""550790003042"":64,""550790005022"":63,""550790008002"":52}",332,171,0.05595408895265423
551332004002.0,"{""551332004001"":142,""551314702041"":85,""551332005003"":78,""551332005001"":76,""551332004003"":75,""551332002012"":67,""551332005002"":67}",335,0,0.046908315565031986
550790096002.0,"{""550790096001"":82,""550790123001"":74,""550790124001"":55,""550790097002"":50,""550790090003"":50}",297,209,0.1154446177847114
550819503001.0,"{""550630005002"":142,""550819509003"":106,""550819503004"":85,""550630106001"":84,""550630102021"":83,""550819505001"":82,""550630102011"":82,""550819502001"":81,""550819504003"":78,""550630102022"":75,""550630104012"":70,""550819502004"":68,""550819504004"":65,""550630101022"":54,""550819509002"":54,""550819504001"":54,""550819502002"":51}",1321,448,0.06310319227913883
551110008001.0,"{""551110008002"":89,""550499501001"":72,""551110011003"":64}",717,242,0.00964851826326671
550250117002.0,"{""550250120013"":220,""550250115031"":168,""550250114023"":164,""550250118001"":137,""550250116002"":130,""550250115032"":126,""550250120011"":124,""550250119001"":104,""550250116003"":94,""550250112002"":85,""550250120012"":83,""550551005003"":82,""550250117001"":77,""550250119002"":76,""550250109011"":74,""550250113011"":73,""550250118002"":73,""550250125022"":67,""550551004001"":64,""550250114012"":62,""550250114021"":61,""550250115062"":59,""550551007001"":56,""550551004002"":56,""550551003001"":55,""550551005002"":55,""550250115061"":54,""550551004003"":53,""551332034052"":51,""550250115042"":51}",813,131,0.04496678589678079
550590029062.0,"{""550590029061"":109,""170978608061"":104,""550590029044"":100,""550590029041"":86,""170978608062"":85,""170978608101"":85,""550590029042"":83,""550590030022"":81,""550590027001"":78,""550590029053"":77,""171118701022"":75,""550590027002"":70,""550590029031"":63,""170978608103"":56,""170978609061"":56,""550590027003"":56,""550590029032"":51}",1020,244,0.03165892781764457
550791017003.0,"{""550791015002"":57}",415,119,0.0
550979606002.0,"{""550979605004"":72,""550979607012"":66,""550979604005"":65,""550979606003"":65,""550979606004"":61,""550979607021"":61,""550979606001"":53,""550979611001"":51}",389,39,0.04198473282442748
551179900000.0,{},0,0,0.0
550939607001.0,"{""550939607002"":79,""550939606002"":66,""550939607003"":65,""550939606003"":62}",687,139,0.017429193899782137
550959602003.0,"{""550959603001"":57,""550139710002"":50}",657,114,0.05250783699059561
551351006002.0,{},302,44,0.06951026856240128
550090213021.0,"{""550099400013"":240,""550090205041"":154,""550090207021"":143,""550831013002"":138,""550099400012"":129,""550099400021"":112,""550090202033"":102,""550090213023"":91,""550090205034"":91,""550090202042"":85,""550090213013"":80,""550090205031"":79,""550099400031"":77,""550090202031"":76,""550090205042"":76,""550090213022"":73,""550099400015"":73,""550090202043"":72,""550090018022"":72,""550099400022"":69,""550090102012"":67,""550099400032"":64,""550090216002"":62,""550090213041"":62,""550099400014"":58,""550090207032"":58,""550090205022"":54,""550831013003"":53,""550090003023"":51,""550090020031"":50}",936,158,0.014130434782608697
550310301001.0,"{""550310301002"":53}",418,36,0.0535931790499391
550590013001.0,"{""550590006021"":83,""550590026012"":79,""550590026021"":68,""550590006022"":65,""550590003001"":56,""550590026022"":56,""550590007003"":55,""550590007002"":55}",293,74,0.12972085385878487
550710004002.0,"{""550710003001"":61,""550710001004"":55,""550710003002"":51}",301,66,0.05263157894736842
551211006003.0,"{""551211006002"":86,""551211006001"":73}",409,125,0.022516556291390724
551390017003.0,"{""551390022012"":91,""551390009001"":86,""551390016001"":75,""551390007003"":70,""551390018011"":58,""551390018031"":55,""551390018041"":55,""551390007002"":54,""551390018043"":52,""551390005003"":50}",398,197,0.024901703800786372
550831011001.0,"{""550831013002"":66,""550831012002"":63,""550099400013"":53,""550831011002"":51,""550831010002"":50,""550759608001"":50}",487,44,0.03850050658561296
550870102005.0,"{""550870111022"":77,""550870125051"":74,""550870126014"":57,""550870111021"":54,""550870126012"":52,""550870125061"":51}",460,134,0.02765486725663717
551332044002.0,"{""550551017022"":169,""551332042002"":93,""550551017021"":81,""551332042005"":67,""551332043011"":62,""550279615003"":56,""550551003001"":54,""551332043012"":52,""551332043021"":52,""551332045022"":51}",568,112,0.03327338129496402
551151002001.0,"{""551151003001"":90,""551151010001"":51,""551151004001"":50,""551151005002"":50}",549,143,0.0345945945945946
550150206004.0,"{""550150206003"":70,""550150205002"":51}",465,38,0.023483365949119376
550199506002.0,{},602,103,0.03325599381283836
550439604002.0,{},220,46,0.02267573696145125
550551005004.0,"{""550551005003"":134,""550551005002"":83,""550551004001"":79,""550551005001"":64,""550551006011"":52}",224,104,0.07004830917874397
550571007003.0,"{""550630005002"":130,""271630710181"":63,""551110001003"":63,""550630102021"":53,""550571007002"":50}",566,136,0.04549019607843136
550896401001.0,"{""550896501013"":119,""550896503004"":106,""550896503001"":97,""550896402004"":96,""550896402002"":86,""550896502001"":83,""551314501032"":82,""550896402001"":81,""550896401005"":75,""550896501022"":61,""551314501042"":60,""550896201003"":54,""550896503003"":53,""550896501011"":52,""550896401002"":51}",366,60,0.04676753782668501
551270003024.0,"{""551270002003"":66,""551270003023"":58,""551270003025"":52}",579,77,0.0
550790092002.0,{},323,198,0.07407407407407406
550310204003.0,"{""550310204002"":62,""550310209002"":51}",476,203,0.029075804776739357
550310205003.0,"{""550310205002"":63}",467,228,0.01480637813211845
550710106001.0,"{""551170107002"":71,""550090207021"":70,""550099400013"":68,""550710106002"":63,""551170113003"":52}",340,40,0.019690576652601967
550730017002.0,"{""550730011021"":78,""550730012011"":50}",559,112,0.027675276752767528
550791010001.0,"{""551332015042"":114,""550791010003"":107,""551332015061"":95,""551332015034"":78,""550791009002"":77,""551332015041"":77,""550791008002"":75,""550791201022"":73,""551332014041"":73,""551332015031"":71,""550791201011"":66,""551332015052"":65,""550790195002"":64,""551332016003"":63,""551332017034"":60,""551332014023"":59,""551332014022"":58,""550790194001"":57,""550791009003"":56,""550791010002"":56,""551332015032"":55,""551332019002"":55,""551332017042"":54,""550791503012"":54,""551332015062"":50,""550791013001"":50}",905,526,0.061103810775295676
551050031002.0,"{""551050013041"":159,""551050012023"":118,""551050013031"":106,""551050031005"":105,""551050030021"":89,""551050013032"":88,""551050031001"":85,""550250112002"":68,""550250109011"":66,""551050031003"":66,""551050030024"":63,""551050013025"":57,""551270005011"":50}",672,141,0.08766485647788982
551079602001.0,{},389,39,0.01517241379310345
551332031031.0,"{""551332031026"":68,""551332031015"":63,""551332022024"":57,""551332021012"":50}",340,24,0.07418397626112756
551410107003.0,{},465,48,0.03696303696303695
