census_block_group,visitor_home_cbgs,income,rent,unemploy_ratio
550250111026.0,"{""550250112002"":165,""550250113011"":84}",638,474,0.03830806065442938
550439611002.0,"{""550439611003"":83,""550439612003"":62}",307,139,0.021352313167259777
550511802001.0,{},683,71,0.05640612409347301
550791503031.0,"{""550791873003"":115,""550791503032"":90,""550791501003"":89,""550791872002"":87,""550791603001"":82,""550791603004"":80,""550791503012"":77,""551332019002"":77,""550791501004"":66,""550791503041"":65,""550791503013"":57,""550791603003"":55,""550791873002"":55,""551010019001"":54,""550791872001"":52}",1239,357,0.026877470355731226
550870111024.0,"{""550870125051"":182,""550150207001"":141,""550870133002"":135,""550870126014"":125,""550870133001"":117,""550099400013"":115,""550870125031"":113,""550870126012"":102,""550150203062"":92,""550870125042"":92,""550870111022"":88,""550870129012"":87,""550870125032"":83,""550150203081"":81,""550870111014"":76,""550870115023"":71,""550870126011"":71,""550870120002"":70,""550870111023"":66,""551390024005"":66,""550870128005"":66,""550870129021"":65,""551390024001"":65,""550870119002"":62,""550090207021"":62,""551390023002"":60,""550870129022"":59,""550870125061"":58,""550090214003"":55,""550870121004"":54,""550870126022"":53,""551390037023"":53,""550870126023"":52,""551390023001"":51}",346,0,0.0
550979609002.0,"{""550979604005"":103,""550979607012"":95,""550979605004"":89,""550979611001"":88,""550979607021"":70,""550979608001"":69,""550979610002"":61,""550979607013"":59,""550979608002"":58,""550979611003"":56,""550979612002"":56,""550979605001"":51,""550979607011"":51,""550979610001"":50}",345,202,0.0352760736196319
551170112002.0,"{""551170112003"":62,""551170110002"":55,""551170113002"":54,""551170113003"":52}",348,54,0.05635838150289016
550279602002.0,"{""550279601001"":56,""550390418004"":52}",355,41,0.027131782945736437
550710102001.0,"{""550090207021"":131,""550099400013"":110,""550710102002"":81,""550831013002"":73,""550090018022"":72,""551170107002"":65,""550090205041"":60,""550099400012"":59,""550090207032"":56,""550090102012"":55,""550090018021"":54,""550710104005"":51}",616,91,0.025404157043879907
550730012022.0,"{""550730012023"":117,""550730012024"":88,""550730018004"":83,""550730012011"":73,""550730011021"":65,""550730018003"":62,""550730012012"":62}",405,154,0.03983516483516483
550790054002.0,{},312,74,0.06283662477558348
550791601003.0,"{""550791603001"":143,""550791501004"":114,""550791603004"":108,""550791205013"":102,""550791501003"":93,""550791873003"":92,""550791873002"":83,""550791872002"":81,""550790216002"":78,""550791501001"":77,""550791603003"":76,""550791402024"":71,""550790216001"":70,""550791601002"":70,""550790217003"":66,""550791602033"":65,""550791402023"":64,""550791602021"":61,""550791704002"":58,""550791601001"":56,""550791602032"":56,""550790217004"":55,""550791503041"":52,""550791601004"":52,""550791503031"":51,""550791205023"":51,""550790217005"":51,""550790217002"":50,""550791602031"":50}",651,213,0.023614895549500452
550870110005.0,"{""550870111022"":56,""550870125051"":54,""551390025004"":51,""550150203081"":51,""550150208001"":50}",294,113,0.0
550979609004.0,"{""550979604005"":113,""550979605004"":104,""550979607012"":101,""550979611001"":87,""550979607021"":83,""550979608001"":69,""550979608002"":66,""550979612002"":58,""550979607013"":58}",382,88,0.06132665832290364
550259917030.0,"{""550250109011"":76,""550250125022"":72,""550250016031"":61,""550250120013"":60,""550250114023"":54,""550250137001"":53,""550250015023"":50}",0,0,0.0
550471004004.0,{},234,63,0.014018691588785047
550679603001.0,{},343,31,0.04237288135593221
550790073003.0,"{""550790074001"":157,""550790078003"":55}",438,330,0.05023696682464454
551270015025.0,"{""551270016031"":69,""551270016023"":61,""551270016021"":54}",311,38,0.04716981132075472
550090017021.0,"{""550090018022"":148,""550090018021"":127,""550090020031"":107,""550090207021"":98,""550090201002"":88,""550090207032"":87,""550831013002"":87,""550099400013"":76,""550090020021"":72,""550090202042"":65,""550090205041"":61,""550090207033"":59,""550090202033"":59,""550619604003"":57,""550090018014"":56,""550090018012"":55,""550090205034"":52,""550090018011"":52,""550090202031"":50}",512,387,0.044491525423728806
550790012003.0,{},392,380,0.0989159891598916
550790060003.0,"{""550790061003"":82}",321,191,0.0684931506849315
551199604001.0,"{""551199604002"":66}",549,52,0.04766444232602479
551270010004.0,"{""551270016023"":102,""551270002003"":96,""551270009011"":91,""551270009021"":85,""551270015012"":85,""551270009014"":79,""551270016031"":72,""551270017024"":67,""551270003024"":66,""551270017013"":65,""551270010003"":64,""551270009022"":64,""551270001021"":56,""550590030012"":55,""551270007013"":55,""171118701022"":55,""551270015013"":53,""551270008001"":52,""551270015011"":51,""551270016044"":50,""551270006002"":50,""551270003023"":50,""551270003025"":50}",608,119,0.023269012485811577
551332034041.0,"{""551332034052"":133,""551314601013"":125,""551332034031"":115,""551332034064"":112,""551332034051"":99,""551332034033"":94,""551332034063"":83,""551332033041"":68,""551332034032"":68,""551332035003"":66,""551332034042"":65,""551332034024"":64,""551332034065"":62,""551332033042"":59,""551332034062"":57,""551314601024"":54,""551332034061"":52}",988,689,0.06313131313131314
550471006001.0,{},412,68,0.023448275862068962
550790148002.0,"{""550790147002"":103,""550791864001"":63}",455,455,0.007340946166394778
550250115062.0,"{""550250114023"":239,""550250115031"":218,""550250115032"":189,""550250116002"":115,""550250115061"":106,""550250116003"":96,""550250115052"":96,""550250117001"":81,""550250115041"":75,""550250115042"":75,""550250117002"":73,""550250118001"":68,""550250120013"":58,""550250118002"":50,""550250115063"":50}",777,378,0.040816326530612235
550759608001.0,"{""550759607001"":67,""550759608002"":65}",551,175,0.034764826175869123
550790025001.0,{},232,83,0.11041666666666664
550870116004.0,"{""550150207001"":295,""550870133001"":221,""550150203081"":184,""550150203062"":176,""550870133002"":164,""550870120002"":155,""550870121004"":137,""550870120001"":109,""550150203063"":100,""550870119002"":98,""550870125042"":97,""550870120004"":92,""550150208002"":92,""550870129012"":89,""550870125051"":89,""550870116005"":88,""550870125031"":87,""550150203061"":82,""550870121003"":75,""550870121005"":74,""550870126014"":74,""550870129011"":73,""550870116003"":72,""550870125032"":68,""550870115023"":67,""550870119001"":66,""550150208001"":65,""550870106022"":65,""550870106011"":64,""550150203082"":63,""550150208003"":61,""550090214003"":61,""550870124001"":61,""550870126012"":60,""550870116001"":59,""550870129021"":57,""550870117002"":57,""551390024005"":57,""550870111022"":56,""550870121002"":55,""550870116002"":54,""550870106023"":53,""550870117001"":53,""550099400013"":52,""550870120003"":52,""550870129022"":52,""551390023002"":51}",1028,526,0.04252126063031516
550979604003.0,"{""550979604005"":161,""550979607012"":119,""550979611001"":109,""550979605004"":102,""550979607021"":93,""550730011021"":85,""550730012011"":77,""550979608001"":75,""550979607013"":66,""550979612002"":65,""550979605003"":62,""550979605001"":59,""550979605002"":57,""550979601003"":55,""550979608002"":54,""550979604004"":50,""550979606001"":50}",448,363,0.06370875995449375
551151009002.0,{},311,23,0.03846153846153846
551170104002.0,"{""551170107002"":71,""551170105011"":58,""551170104001"":50}",432,47,0.0067372473532242546
550150203063.0,"{""550150207001"":164,""550150203081"":124,""550150203061"":124,""550150203062"":122,""550870133001"":80,""550870120002"":64,""550150205002"":61,""550870121004"":57}",509,15,0.015711645101663584
550239603001.0,{},328,43,0.04579025110782866
551390023003.0,"{""551390022012"":149,""550150207001"":132,""551390023002"":121,""551390023001"":118,""550099400013"":113,""551390037023"":108,""551390024005"":104,""551390018011"":98,""551390036002"":95,""551390018031"":91,""550870125051"":91,""550870126012"":90,""550150203081"":89,""550870133002"":89,""551390022022"":88,""551390018041"":86,""550870133001"":85,""550870126014"":82,""551390007003"":81,""551390016001"":81,""551390024001"":78,""551390007002"":75,""550150203062"":75,""550870125042"":74,""551390009001"":74,""551390018043"":72,""551390022013"":71,""550870125031"":71,""550870120002"":66,""551390020002"":66,""550870128005"":65,""551390018032"":63,""551390037024"":62,""551390024003"":60,""550870111022"":60,""550390411004"":60,""550870126011"":59,""550870125032"":58,""551390022011"":58,""551390005003"":58,""550090102012"":58,""551390003002"":58,""550090207021"":57,""550390420004"":57,""551351008003"":56,""550870121004"":55,""551390037011"":55,""551390037025"":55,""551390037022"":55,""550870126023"":54,""550150208002"":52,""550090205041"":51,""550150208001"":50,""550870129012"":50,""550870125061"":50}",582,44,0.012325390304026294
550139704002.0,"{""550139704003"":54}",722,78,0.03140495867768596
550219708001.0,"{""550250114023"":112,""550219708002"":111,""550219709002"":101,""550250112002"":99,""550250120013"":92,""550630005002"":87,""550250132001"":85,""550250113011"":83,""551110006002"":80,""550250115031"":75,""550250125022"":71,""551110004011"":67,""550250115032"":63,""550250133012"":56,""550219709003"":55,""551110001003"":53,""550250132004"":51,""550250133022"":50}",680,208,0.0
550590029053.0,"{""550590029031"":107,""550590029062"":102,""550590027001"":89,""550590029044"":82,""550590027002"":73,""550590029061"":62,""550590029051"":61,""550590028004"":61,""550590029041"":59,""550590029042"":58,""550590030012"":53,""550590030022"":50}",613,129,0.046130952380952384
550710101004.0,"{""550710102002"":62,""550710101002"":56}",600,134,0.03592314118629908
550790042003.0,{},295,180,0.1036682615629984
551050011003.0,"{""551050014004"":99,""551050011001"":50}",575,167,0.16869728209934398
551110006003.0,"{""551110006002"":191,""551110007001"":128,""551110005002"":61,""550219708004"":54}",809,255,0.0
551410114002.0,"{""551410115003"":67}",457,88,0.03467406380027739
550350005023.0,"{""550170107003"":142,""550350015001"":120,""550170104001"":108,""550170102002"":105,""550350003021"":98,""550170107002"":97,""550350013001"":92,""550350003012"":88,""550350016003"":86,""550170102003"":75,""550350008032"":72,""550350004001"":70,""550350005011"":67,""550170101002"":65,""550170102001"":60,""550170105004"":60,""550170112004"":58,""550350009003"":57,""550170101001"":57,""550350005014"":53,""550170104003"":52,""550170107001"":52,""550350004004"":52,""550350017001"":51,""550350008021"":51}",922,73,0.02282157676348548
550870103001.0,"{""550870125051"":82,""550870133002"":81,""550870125042"":62,""550870115023"":61,""550870125031"":60,""550870111022"":58,""550870125032"":57}",214,84,0.0778301886792453
551050033002.0,"{""551050033003"":80,""172010040014"":58,""551050026022"":51}",531,198,0.02989130434782608
551390005001.0,"{""551390003002"":53}",458,226,0.09032258064516126
551390011001.0,"{""551390018011"":114,""551390007003"":110,""551390018031"":106,""551390018041"":101,""551390007002"":97,""551390022012"":94,""551390018032"":88,""551390018043"":87,""551390009001"":76,""551390020002"":72,""551390019001"":64,""551390005003"":59,""551390016001"":58,""551390003002"":56,""551390019002"":56,""551390010002"":53,""551390018042"":52}",695,609,0.0
550090020011.0,"{""550090018022"":152,""550090020031"":125,""550090020021"":103,""550090207032"":98,""550090017012"":84,""550090018021"":81,""550090020014"":73,""550090011002"":66,""550090016001"":65,""550099400013"":63,""550090207021"":63,""550090016004"":62,""550090201002"":62,""550090020015"":60,""550090017023"":58,""550090207033"":58,""550090207041"":55,""550090020022"":54,""550090018011"":54,""550090207043"":51}",1005,753,0.042747021723896286
550790076002.0,"{""550790074001"":86}",587,488,0.06330275229357799
550790084001.0,"{""550790074001"":101,""550896603041"":95,""550896602022"":94,""550896502001"":75,""550896603013"":68,""550896503004"":57,""550790301003"":53,""550896603011"":53,""550896402002"":53,""550896603033"":50}",230,192,0.10633946830265847
551332042001.0,"{""550551017022"":157,""551332042002"":132,""550551017021"":68,""551332042005"":66,""551332043011"":53}",502,137,0.015927189988623438
550539604001.0,"{""550539605003"":53}",668,107,0.03298350824587706
550710053002.0,"{""550710052001"":76,""550710051001"":58,""550710052004"":53}",301,152,0.04366812227074236
550790182001.0,{},496,153,0.028280542986425336
551332002022.0,"{""551332004001"":156,""551332002012"":83,""551332004003"":80,""551332005003"":70,""551332002023"":59,""551332002021"":55}",305,128,0.028064992614475627
550730003001.0,"{""550730011022"":80,""550730011021"":74,""550730012011"":54,""550730007001"":50}",853,68,0.026066350710900476
550590028005.0,"{""550590030022"":95,""550590030012"":86,""550590028004"":83,""550590029031"":66,""550590029062"":62,""550590030023"":61,""550590029053"":56,""551270016023"":56,""551270017024"":52}",355,60,0.05231143552311436
550870111014.0,"{""550870125051"":219,""550150207001"":186,""550870133002"":177,""550099400013"":173,""550870133001"":173,""550870126014"":153,""550870126012"":146,""550870129012"":138,""550870125031"":135,""550870125042"":127,""550150203062"":124,""550870111022"":117,""550150203081"":114,""550870115023"":107,""550870125032"":105,""550870120002"":102,""550870129021"":99,""550090207021"":93,""550090214003"":92,""550870128005"":90,""551390024001"":89,""550870119002"":87,""551390024005"":84,""550870126011"":83,""550870129022"":83,""551390023002"":82,""550870111023"":78,""550870125062"":77,""550870121004"":77,""550870129011"":75,""550870125061"":72,""550870126023"":72,""550090205041"":71,""550870128002"":71,""550090102012"":70,""551390023001"":70,""550870119001"":70,""550870111021"":70,""551390024003"":69,""551390036002"":68,""551390037023"":67,""550870114002"":66,""550870127003"":66,""550150208002"":65,""550870120001"":65,""550870125041"":64,""550870126022"":64,""551351008003"":64,""550870127002"":63,""550870128001"":59,""550150203061"":58,""550870111011"":57,""550870120004"":57,""550150208001"":57,""550099400014"":56,""550099400012"":56,""550870111013"":56,""550831013002"":56,""550870129013"":55,""550870114001"":55,""551390022022"":54,""550870116004"":53,""551390022012"":53,""550870128003"":52,""551351009001"":52,""550090207032"":51,""550870121003"":51,""550090018022"":50,""550870124001"":50}",867,283,0.009433962264150943
550250002042.0,"{""550250109011"":238,""550250109044"":90,""550250109031"":90,""550250004061"":81,""550250002043"":72,""550250128004"":72,""550250112002"":70,""550250109041"":64,""550250109042"":62,""550250002051"":58,""550250128003"":55,""550250108005"":50}",728,124,0.0473970473970474
550659702001.0,"{""550439610001"":83,""550439609003"":76,""550499506004"":56}",458,103,0.02292576419213974
550730012021.0,"{""550730012023"":79,""550730018004"":54,""550730012022"":53,""550730012024"":50}",277,27,0.0
550791702001.0,"{""550791702002"":87,""550791707002"":68,""550791704002"":66,""550791805002"":64,""550791701001"":55}",887,607,0.03522012578616352
550859706011.0,{},535,24,0.031028368794326244
551010010032.0,{},224,91,0.07142857142857144
551199603003.0,{},391,56,0.015214384508990316
550150203082.0,"{""550150203081"":191,""550150207001"":131,""550150203063"":100,""550150203061"":90,""550150208002"":77,""550150208003"":65,""551390028001"":56,""550150203062"":51}",671,133,0.03072421360643745
550279606003.0,"{""550219701004"":52}",470,154,0.02513966480446928
550439610001.0,"{""550439609003"":194,""550439610002"":94,""550439610003"":59,""550439610004"":54}",443,298,0.03583358639538414
550551001001.0,"{""550551003001"":99,""550279619003"":83,""550551001004"":74,""550279617002"":67,""550551017021"":64,""550551017022"":59,""550279616003"":54}",313,212,0.0422077922077922
550730013004.0,"{""550730011021"":244,""550730012011"":205,""550730014001"":115,""550730012024"":90,""550730012023"":87,""550730003001"":87,""550730013001"":84,""550730011044"":80,""550730011032"":78,""550730007001"":78,""550730014002"":74,""550730011022"":73,""550730018004"":71,""550730013003"":62,""550979607012"":62,""550730012012"":61,""550979611001"":58,""550730016003"":58,""550730004003"":57,""550730004002"":55,""550730018003"":55,""550730015003"":54,""550730006022"":52,""550979605004"":51,""550730004001"":51,""550699606002"":50}",997,89,0.0
550759614003.0,"{""550759614004"":54}",428,353,0.0311284046692607
550790074002.0,"{""550790074001"":106}",305,59,0.02212389380530973
551170101001.0,"{""551170107002"":134,""551170102001"":112,""551170107001"":93,""550099400013"":86,""550090207021"":85,""551170102002"":74,""551170113003"":72,""551170107003"":69,""551170003002"":69,""550710106002"":68,""551170106021"":68,""551170004001"":64,""551170002021"":64,""550710106003"":58,""550831013002"":57,""550090018022"":56,""550710106001"":54,""551170103002"":54,""550710106004"":53,""551170009001"":52}",614,86,0.021224489795918365
550150205001.0,"{""550150205002"":130,""550150202004"":57,""550150204003"":54}",552,89,0.01685393258426966
550710107003.0,"{""550710106004"":52}",262,27,0.0
550790114001.0,"{""550790113001"":64,""550790141001"":63,""550790144001"":50}",889,588,0.013778100072516316
550790172001.0,{},404,185,0.04004106776180698
550959609001.0,"{""550959608001"":98,""550959608003"":74}",326,27,0.03170028818443804
551170009003.0,"{""551170009001"":195,""551170107002"":173,""551170008003"":152,""551170003002"":141,""551170113003"":134,""551170106021"":127,""551170011001"":126,""551170010001"":125,""551170010004"":119,""551170004001"":111,""551170107003"":110,""551170009002"":108,""551170106011"":107,""551170107001"":107,""551170010003"":104,""551170108002"":102,""551170002022"":99,""551170008002"":99,""551170002021"":89,""551170011002"":87,""551170102001"":85,""551170106013"":84,""551170109002"":78,""551170005001"":77,""551170001001"":77,""551170003003"":77,""550896101021"":72,""551170008001"":69,""551170004002"":68,""551170108001"":68,""550090207021"":67,""551170106012"":67,""551170113004"":67,""551170114001"":63,""551170113001"":63,""551170001002"":62,""551170002012"":59,""550710106002"":58,""551170003001"":56,""551170105021"":56,""551170003004"":55,""551170102002"":55,""551170002011"":54,""551170005002"":52,""550099400013"":50}",954,521,0.04741896758703481
551379601003.0,{},423,25,0.04396843291995489
550250021003.0,"{""550250114023"":141,""550250115031"":108,""550250112002"":97,""550250120013"":84,""550250115032"":79,""550250016031"":66,""550250113011"":61,""550250024021"":56,""550250026032"":56,""550250016064"":54,""550250114012"":54,""550250026031"":53,""550250133022"":52,""550250011022"":52,""550250011011"":50,""550250115061"":50,""550250023011"":50}",504,228,0.049438202247191004
550250115051.0,"{""550250115031"":252,""550250114023"":234,""550250115032"":207,""550250116002"":137,""550250117001"":110,""550250116003"":90,""550250115041"":87,""550250115061"":76,""550250115062"":75,""550250117002"":74,""550250115042"":72,""550250115052"":71,""550250120013"":66,""550250115053"":66,""550250112002"":65,""550250118001"":64,""550219712004"":56,""550250116001"":55,""550250132005"":53,""550250113011"":50}",434,168,0.025761124121779857
550710106003.0,"{""550710106004"":52}",603,55,0.021294021294021297
550790005021.0,"{""550790003021"":135,""550790003042"":79,""550790006003"":63,""550790005022"":59,""550790014002"":57,""550790002023"":55,""550790008002"":50}",473,310,0.019267822736030827
551010006004.0,"{""551010010031"":53}",223,115,0.22173913043478258
550979612002.0,"{""550979611001"":126,""550979607012"":79,""550979612003"":70,""551410115003"":70,""550979607021"":57,""550979607011"":57,""550979605004"":54}",874,399,0.06021104903786467
551270007012.0,"{""551270007013"":88,""551270006002"":68,""551270007024"":65,""551270006001"":60}",499,128,0.04250797024442082
551390033002.0,"{""551390036002"":130,""551390023002"":126,""551390037023"":115,""551390024005"":107,""551390023001"":99,""551390024001"":92,""551390037022"":76,""551390024003"":76,""551390037024"":71,""551390036003"":71,""550150203081"":69,""551390034004"":66,""551390033001"":65,""551390030002"":64,""550150207001"":63,""551390037025"":62,""551390037011"":61,""551390032001"":56,""551390031003"":54,""551390035001"":50}",501,376,0.09379128137384411
550250111022.0,"{""550250112002"":138,""550250109042"":113,""550250109011"":97,""550250113011"":86,""550250111021"":82,""550250111012"":61}",710,43,0.0
551410106005.0,"{""551410104003"":75,""550730021006"":69,""551410102003"":68,""551410105003"":68,""551410102001"":66,""551410107001"":66,""550730021005"":63,""550730021004"":56,""551410102002"":55,""550730020004"":51}",504,323,0.0412621359223301
551332019001.0,"{""551332019002"":115,""551332017034"":105,""551332019003"":80,""550791503012"":76,""551332017042"":74,""551010020023"":72,""551332017033"":68,""551332017013"":66,""551332018001"":55}",779,98,0.010787486515641856
550090202033.0,"{""550831013002"":269,""550090205041"":203,""550090205034"":165,""550090202042"":164,""550099400013"":152,""550090202031"":142,""550090202043"":141,""550090205031"":136,""550099400012"":119,""550831013003"":118,""550090205042"":114,""550090207021"":104,""550090205022"":87,""550090202032"":85,""550831011003"":84,""550090018022"":80,""550090216002"":73,""550090202041"":70,""550831013001"":68,""550090020031"":60,""550831011002"":59,""550090207032"":55,""550831010002"":53}",951,171,0.0681701691440287
550279607002.0,"{""550279607003"":93,""550279607001"":68,""550279604002"":67,""550279608004"":55,""550279609002"":54}",336,0,0.04585537918871252
550439606003.0,"{""550439607001"":68,""550439607004"":62,""550439607002"":61,""550439610001"":60,""550439609003"":50}",414,93,0.014329580348004094
550590029031.0,"{""550590029062"":110,""550590029053"":108,""550590029044"":96,""550590030022"":94,""550590029032"":93,""550590027001"":93,""550590030012"":80,""550590029042"":80,""550590028004"":78,""550590029041"":77,""550590027002"":76,""550590029061"":68,""550590026021"":64,""551270016023"":64,""550590028003"":63,""550590030023"":59,""550590029051"":52,""551270017024"":51}",788,165,0.06546134663341646
550630001006.0,"{""550630005002"":53}",294,88,0.07317073170731707
551211006001.0,"{""551211006002"":91,""551211006003"":53,""551211007001"":51}",412,168,0.03333333333333333
550350014004.0,"{""550350015001"":85,""550350013001"":84,""550350014003"":60}",664,129,0.0
550350014005.0,"{""550350015001"":117,""550350013001"":96,""550350014004"":73,""550350011011"":61,""550350014003"":59,""550350014002"":54,""550350006002"":51}",718,328,0.06795366795366795
550790199002.0,{},528,242,0.029378531073446332
550090008001.0,"{""550099400013"":135,""550090018022"":92,""550099400012"":88,""550090205041"":86,""550090207021"":83,""550831013002"":73,""550090001002"":67,""550090205022"":64,""550090020031"":64,""550099400021"":62,""550090202042"":62,""550090205031"":59,""550090202031"":57,""550090205034"":56,""550090001001"":55,""550090202033"":54,""550090018021"":53,""550090008002"":53,""550090207032"":52}",382,298,0.031413612565445025
550250124002.0,"{""550250125022"":171,""550250122024"":139,""551050029004"":130,""550250125011"":128,""550250122021"":116,""550250125023"":113,""550250124001"":104,""550250123001"":99,""551050012023"":88,""551050029001"":84,""550250120025"":78,""550250122012"":72,""551050029005"":71,""550459601001"":67,""551050013041"":65,""550250105024"":57,""550250125014"":54,""550250125012"":53,""550250106005"":51,""550250122022"":51,""550250137001"":50,""550250123004"":50,""550459601002"":50}",834,95,0.05251520176893311
550790602001.0,"{""550896602022"":163,""550896502001"":136,""550896603041"":130,""550790074001"":126,""550896503004"":114,""550896603013"":104,""551314702041"":100,""550896501013"":93,""550896402002"":89,""550790601022"":85,""550896503001"":84,""550896402001"":84,""550790003042"":82,""550896603011"":81,""550790601012"":79,""550790301003"":78,""550790601013"":77,""550896602023"":74,""551170107002"":74,""550790008002"":73,""550896602012"":72,""550896602021"":71,""550896402004"":71,""550790009001"":70,""550790008001"":70,""550896603033"":70,""550790401001"":70,""550790007003"":69,""550090207021"":69,""550790003021"":68,""550790703005"":66,""550790602002"":65,""551314501032"":64,""550896302022"":64,""550790002023"":63,""550896302021"":63,""550791874001"":62,""550896603034"":61,""550790501011"":61,""550791603001"":60,""550896501011"":59,""550896603031"":57,""550896501022"":57,""550790702001"":56,""550896601002"":56,""550790702003"":55,""550099400013"":54,""550790352003"":53,""551170107003"":53,""550896201001"":53,""551332004001"":53,""550790009002"":53,""550790501022"":52,""550790501014"":52,""550790022002"":52,""550790301001"":51,""550896401005"":50}",697,484,0.05828651685393256
550790901002.0,"{""550790005012"":61,""550790034005"":52}",541,65,0.033361847733105215
550791602031.0,"{""550791603001"":207,""550791603004"":163,""550791873003"":128,""550791602033"":116,""550791603003"":110,""550791602021"":104,""551010017051"":104,""550791602043"":98,""550791872002"":90,""550791873002"":89,""550590026012"":88,""550791704002"":83,""550791501003"":80,""550791602022"":77,""550791501004"":75,""550791601001"":75,""550791601002"":75,""550791602032"":74,""550791501001"":71,""551010017032"":70,""550791873001"":70,""550590026022"":66,""550590026021"":66,""551010016013"":66,""550791503031"":62,""550791603002"":62,""551010019001"":61,""551010018021"":59,""550791602041"":56,""550791503041"":56,""551314702041"":55,""550791602024"":55,""550791205013"":55,""550590006022"":54,""550590027001"":54,""550791872001"":53,""550790216002"":51,""550791707002"":50,""550791872003"":50,""550590026011"":50,""550791503012"":50}",747,124,0.033288948069241014
551390020005.0,"{""551390020002"":82,""551390021002"":75,""551390022012"":68,""551390021001"":59,""551390020003"":57,""551379607001"":51}",494,111,0.0
550090213012.0,"{""550099400013"":99,""550090213013"":92,""550090213023"":78,""550090205041"":68,""550099400021"":65,""550090213021"":57,""550099400012"":57}",338,76,0.0
551010009044.0,"{""551010009043"":60,""550590003001"":60,""551010009034"":59}",613,35,0.0
551170112001.0,"{""551170112003"":68}",385,51,0.020359281437125745
551010013023.0,{},545,410,0.10451505016722408
550896602013.0,"{""550896503004"":88,""550896502001"":83,""551314702041"":71,""550896602022"":70,""550896602012"":70,""550896602023"":68,""550896603041"":67,""550896603013"":63,""550896602011"":63,""550896603011"":57,""550896602021"":54,""550896501013"":51}",335,34,0.0
551050016001.0,"{""551050017002"":63,""551050016002"":53,""551050020002"":52}",221,120,0.056306306306306314
551332012022.0,"{""551332034052"":126,""551332033042"":116,""551332021012"":110,""551332012021"":96,""551332033052"":91,""551332012023"":90,""551332008012"":89,""551332033041"":73,""551332008031"":68,""551332038031"":62,""551332034031"":60,""551332031026"":60,""551332021023"":59,""551332012031"":59,""551332037032"":56,""551332005001"":55,""551332012032"":55,""551332008042"":53,""551332042002"":53,""551332023013"":53,""551332034051"":52,""551332008013"":52,""551332034063"":50}",696,179,0.007311129163281884
551390003002.0,{},934,526,0.04830917874396136
551410116003.0,"{""551410117004"":51,""551410117005"":51}",554,36,0.2087912087912088
550730022003.0,"{""550199501004"":82,""551199604002"":65,""550730011021"":53,""550199501003"":53,""550199501002"":50}",536,198,0.027972027972027965
550371902001.0,{},530,33,0.05253104106972301
551010017061.0,"{""551010017051"":151,""551010017032"":87,""551010018021"":65,""551010017062"":65,""551010017024"":60,""551010017063"":59,""551010017052"":59,""551010016013"":52,""551010017033"":50}",527,40,0.022388059701492536
551332039024.0,"{""551332039011"":133,""551010028004"":130,""551332038024"":122,""551332038031"":115,""551332038023"":115,""551270001013"":103,""551332040022"":100,""551270001021"":91,""551332040023"":87,""551332039012"":83,""551332020013"":82,""551010027012"":78,""551270002003"":74,""551332039022"":74,""551332039023"":72,""551270001011"":69,""551332038021"":66,""551332020011"":65,""551270002002"":62,""551270005011"":61,""551010027024"":61,""551332020012"":59,""551332040021"":59,""551270001022"":58,""551010028003"":56,""551270002004"":56,""551332038022"":54,""551332017042"":53,""551270001014"":52,""551010027011"":51,""550551016001"":50}",367,242,0.019202363367799114
550250109041.0,"{""550250128004"":158,""550250109011"":149,""550250128003"":118,""550250109044"":95,""550250137001"":86,""550250127002"":81,""550459601002"":78,""550250109031"":71,""550250127001"":69,""550459602003"":67,""550439610001"":65,""550250108001"":64,""550439609003"":63,""550250130001"":55,""550250126003"":54,""550250125022"":52,""550499504002"":51}",712,11,0.03369272237196765
550291007003.0,"{""550291007001"":93,""550291007002"":60,""550291004002"":58,""550291007004"":54,""550291006003"":51,""550291006001"":50,""550291005001"":50}",336,184,0.13464991023339315
550350007004.0,{},428,67,0.01651186790505676
551131005002.0,{},389,39,0.04513399153737658
551332011011.0,"{""551332012021"":88,""551332008012"":79,""551332005001"":68,""551332008031"":65,""551332005002"":58,""551332004001"":55,""551332012032"":53,""551332012023"":53,""551332008033"":51,""551332009012"":51,""551332009024"":51}",233,0,0.05833333333333333
551332020012.0,"{""551332039011"":80,""551332020013"":75,""551332020011"":67,""551332038024"":62,""551332039023"":62,""551332038023"":61,""551332039022"":60}",531,36,0.03819444444444444
550790099001.0,"{""550790098001"":54}",173,113,0.10467706013363028
550551003002.0,"{""550551003001"":142,""550279619002"":83,""550551004001"":80,""550279619003"":71,""550551001004"":65,""550279617002"":56}",470,374,0.0606060606060606
550590024003.0,"{""550590026022"":126,""550590025001"":101,""550590026021"":91,""550590020003"":78,""550590023003"":68,""550590026024"":67,""550590026012"":65,""550590020002"":61,""550590021003"":59}",795,180,0.04846335697399527
550791854002.0,{},226,150,0.19581749049429656
550819501001.0,{},288,95,0.06214689265536723
550896302011.0,"{""550896302013"":78,""550896302021"":67,""550896302022"":65,""550896301001"":63,""550896201003"":59,""550896402001"":52}",421,26,0.032438478747203583
550819502002.0,"{""550819503001"":56}",547,85,0.03781512605042017
551010017051.0,"{""551010017032"":103,""551010017052"":74,""551010018021"":68,""551010016013"":65,""551010016021"":59,""551010017062"":59,""551010016014"":52}",1505,95,0.012689460697920337
551332023023.0,"{""551332021012"":71,""551332026002"":68,""551332024003"":66}",395,296,0.11627906976744184
