census_block_group,distance_from_home,state,county
550859711001,204548,WI,Oneida County
550250004012,11807,WI,Dane County
550870121004,8626,WI,Outagamie County
550870126013,18542,WI,Outagamie County
550870126021,17463,WI,Outagamie County
551299505001,123588,WI,Washburn County
551299503002,138391,WI,Washburn County
551379601002,44932,WI,Waushara County
551379602003,55848,WI,Waushara County
551379601001,31988,WI,Waushara County
550790001013,11108,WI,Milwaukee County
551010015013,10432,WI,Racine County
551390033002,11426,WI,Winnebago County
550050005004,25655,WI,Barron County
550050006002,23460,WI,Barron County
550050006003,27603,WI,Barron County
550590009005,6098,WI,Kenosha County
550390411001,30420,WI,Fond du Lac County
550870120002,8759,WI,Outagamie County
551199606003,46663,WI,Taylor County
550050010021,72618,WI,Barron County
551199601002,69988,WI,Taylor County
551199601003,54278,WI,Taylor County
551199603003,55305,WI,Taylor County
551010009012,5704,WI,Racine County
550050010024,56301,WI,Barron County
551010004002,3685,WI,Racine County
550279607003,53624,WI,Dodge County
551010013022,3793,WI,Racine County
551410103004,13147,WI,Wood County
550819501004,238430,WI,Monroe County
551314201035,11356,WI,Washington County
550819503003,24322,WI,Monroe County
551091208006,93882,WI,St. Croix County
550039900000,1436719,WI,Ashland County
551091206001,46172,WI,St. Croix County
551010008003,9082,WI,Racine County
550819504001,25677,WI,Monroe County
550039507002,163924,WI,Ashland County
550039506001,173391,WI,Ashland County
550090213022,23440,WI,Brown County
551010008004,4875,WI,Racine County
550471001001,26976,WI,Green Lake County
551010009011,4181,WI,Racine County
550471006003,30204,WI,Green Lake County
550471004001,60075,WI,Green Lake County
551010007001,4463,WI,Racine County
551010009032,6324,WI,Racine County
550870121001,6016,WI,Outagamie County
550870122002,10236,WI,Outagamie County
551010014005,4740,WI,Racine County
551010009033,7349,WI,Racine County
551010015052,9433,WI,Racine County
551010015042,6458,WI,Racine County
551010017033,17416,WI,Racine County
551010017051,7213,WI,Racine County
551010018011,20319,WI,Racine County
550791010003,10272,WI,Milwaukee County
550350004003,7904,WI,Eau Claire County
550870125061,27648,WI,Outagamie County
550350006002,7821,WI,Eau Claire County
550350006003,11105,WI,Eau Claire County
550870127002,20890,WI,Outagamie County
550870128004,30212,WI,Outagamie County
550350006005,18137,WI,Eau Claire County
550630010002,6933,WI,La Crosse County
551010020021,23102,WI,Racine County
551010015053,6225,WI,Racine County
551010024014,17750,WI,Racine County
550699605002,171309,WI,Lincoln County
550699609001,12579,WI,Lincoln County
550699601001,69029,WI,Lincoln County
551010009041,6787,WI,Racine County
550630001005,12582,WI,La Crosse County
551010026005,15769,WI,Racine County
551010027021,21397,WI,Racine County
551010010033,3147,WI,Racine County
551010016012,15148,WI,Racine County
551010017012,12577,WI,Racine County
551010011005,3348,WI,Racine County
551010012011,8044,WI,Racine County
550471003001,52385,WI,Green Lake County
551010010021,3743,WI,Racine County
551110005002,57167,WI,Sauk County
550039508001,291289,WI,Ashland County
551010013021,5913,WI,Racine County
551010014001,6661,WI,Racine County
550870128002,28391,WI,Outagamie County
550870132001,34451,WI,Outagamie County
550870115012,5182,WI,Outagamie County
550870102003,7171,WI,Outagamie County
550870127004,33570,WI,Outagamie County
550879400001,27035,WI,Outagamie County
550870132003,33683,WI,Outagamie County
550870102001,7187,WI,Outagamie County
550870102002,5850,WI,Outagamie County
550870105001,5687,WI,Outagamie County
550870105002,6210,WI,Outagamie County
550870106011,5993,WI,Outagamie County
550870106022,4645,WI,Outagamie County
550870107001,7407,WI,Outagamie County
550870107002,6571,WI,Outagamie County
550870107003,5695,WI,Outagamie County
550571007003,250119,WI,Juneau County
550571001002,115239,WI,Juneau County
550571006001,53288,WI,Juneau County
550571001001,109380,WI,Juneau County
550571002003,53249,WI,Juneau County
550571006002,40711,WI,Juneau County
550870111014,30946,WI,Outagamie County
550870112003,7624,WI,Outagamie County
550870112002,6951,WI,Outagamie County
551010011006,3419,WI,Racine County
551010010012,7455,WI,Racine County
551010008005,5803,WI,Racine County
550896402002,50618,WI,Ozaukee County
550870113004,6915,WI,Outagamie County
550896101022,104714,WI,Ozaukee County
550896602022,51516,WI,Ozaukee County
550870115024,30100,WI,Outagamie County
550870116001,9405,WI,Outagamie County
551019900000,299247,WI,Racine County
551010003004,8224,WI,Racine County
551010004001,6335,WI,Racine County
551010005001,3936,WI,Racine County
551010005004,3777,WI,Racine County
550979607011,78881,WI,Portage County
550170104002,128479,WI,Chippewa County
550390407005,74490,WI,Fond du Lac County
550390402001,25158,WI,Fond du Lac County
550790201001,5993,WI,Milwaukee County
550791202031,25753,WI,Milwaukee County
550791873001,9874,WI,Milwaukee County
550791706001,6871,WI,Milwaukee County
550790601013,17485,WI,Milwaukee County
550791803002,6426,WI,Milwaukee County
550791706004,7006,WI,Milwaukee County
550791803003,9359,WI,Milwaukee County
550791804002,8694,WI,Milwaukee County
551050004003,6373,WI,Rock County
550979606002,83190,WI,Portage County
551050016001,3851,WI,Rock County
550979603001,72613,WI,Portage County
551050006001,9494,WI,Rock County
551050004004,9680,WI,Rock County
550979606003,27578,WI,Portage County
550790206001,8003,WI,Milwaukee County
550979608002,12212,WI,Portage County
550790201003,6737,WI,Milwaukee County
550790206002,7573,WI,Milwaukee County
550790602003,9589,WI,Milwaukee County
550791602021,12856,WI,Milwaukee County
550790110001,9253,WI,Milwaukee County
550119602001,39730,WI,Buffalo County
550119601002,47538,WI,Buffalo County
550119603003,72883,WI,Buffalo County
550790196002,6913,WI,Milwaukee County
550790701004,9053,WI,Milwaukee County
550790702002,7469,WI,Milwaukee County
550790703003,9374,WI,Milwaukee County
550790188001,3146,WI,Milwaukee County
550139707002,102393,WI,Burnett County
550139710001,91415,WI,Burnett County
550139706001,112980,WI,Burnett County
550790207001,7261,WI,Milwaukee County
550790207002,4993,WI,Milwaukee County
550790801002,7773,WI,Milwaukee County
550790802001,7544,WI,Milwaukee County
550790802002,7097,WI,Milwaukee County
550791805002,9467,WI,Milwaukee County
550791852001,11546,WI,Milwaukee County
550791203001,6225,WI,Milwaukee County
550791204003,30327,WI,Milwaukee County
550791204004,7096,WI,Milwaukee County
550791202032,10100,WI,Milwaukee County
551050005004,6608,WI,Rock County
551050008002,4439,WI,Rock County
550790197004,5794,WI,Milwaukee County
551314201042,17570,WI,Washington County
551314202002,11722,WI,Washington County
550979609003,6475,WI,Portage County
550790803005,10483,WI,Milwaukee County
550791301002,13746,WI,Milwaukee County
550790902001,8521,WI,Milwaukee County
550790903001,19605,WI,Milwaukee County
550791402012,9853,WI,Milwaukee County
550790207006,6299,WI,Milwaukee County
550790910002,5072,WI,Milwaukee County
550659704001,62590,WI,Lafayette County
550170102003,101139,WI,Chippewa County
550170103002,15750,WI,Chippewa County
550170103003,15028,WI,Chippewa County
550790907002,9178,WI,Milwaukee County
550791402021,8289,WI,Milwaukee County
550790910005,5414,WI,Milwaukee County
550791503014,9726,WI,Milwaukee County
550791503012,14295,WI,Milwaukee County
550791503013,17580,WI,Milwaukee County
550790198004,5383,WI,Milwaukee County
550790912004,10136,WI,Milwaukee County
550790914002,8016,WI,Milwaukee County
551332045022,12369,WI,Waukesha County
550819501003,228839,WI,Monroe County
550819503001,140160,WI,Monroe County
551170105021,29258,WI,Sheboygan County
551170114002,7286,WI,Sheboygan County
551170008002,9479,WI,Sheboygan County
551170106011,10771,WI,Sheboygan County
551170106012,11461,WI,Sheboygan County
550371901003,141888,WI,Florence County
550310203002,60788,WI,Douglas County
551110002005,26092,WI,Sauk County
551110003003,49936,WI,Sauk County
551110003001,57751,WI,Sauk County
550419504001,89928,WI,Forest County
550419502001,128082,WI,Forest County
550439612004,53512,WI,Grant County
550439610002,24548,WI,Grant County
551039701003,52026,WI,Richland County
550439603003,60599,WI,Grant County
551039705003,68206,WI,Richland County
550439610003,24591,WI,Grant County
550439602003,69074,WI,Grant County
550439601004,55273,WI,Grant County
550439605002,50289,WI,Grant County
550439611004,117876,WI,Grant County
550439605003,43426,WI,Grant County
550439612003,59125,WI,Grant County
550710004002,9493,WI,Manitowoc County
550710053001,9651,WI,Manitowoc County
551259507002,199578,WI,Vilas County
551259502001,210163,WI,Vilas County
551259505005,166929,WI,Vilas County
551390008003,5611,WI,Winnebago County
550710107001,28018,WI,Manitowoc County
551332010004,13578,WI,Waukesha County
551332010005,12094,WI,Waukesha County
550630011021,23755,WI,La Crosse County
550630102012,17200,WI,La Crosse County
551299501001,148597,WI,Washburn County
551299501003,146907,WI,Washburn County
550239602002,116457,WI,Crawford County
550239601001,77293,WI,Crawford County
550239604002,75755,WI,Crawford County
551332002022,10663,WI,Waukesha County
551131003001,133414,WI,Sawyer County
551131007002,99561,WI,Sawyer County
551131008001,113678,WI,Sawyer County
550870131004,24150,WI,Outagamie County
551314301001,76592,WI,Washington County
550150203031,6115,WI,Calumet County
551314301002,62164,WI,Washington County
551314401042,17740,WI,Washington County
551314402002,24837,WI,Washington County
550150202001,27135,WI,Calumet County
550150206002,29296,WI,Calumet County
550979607021,55285,WI,Portage County
550250113012,19579,WI,Dane County
550250111012,13873,WI,Dane County
550150203061,19711,WI,Calumet County
550250101002,13732,WI,Dane County
550250103002,10804,WI,Dane County
550250104002,15082,WI,Dane County
550790037002,4638,WI,Milwaukee County
550250106002,14526,WI,Dane County
550790087001,4173,WI,Milwaukee County
551314601024,15640,WI,Washington County
550250105024,13050,WI,Dane County
550250106003,14986,WI,Dane County
550250106005,17710,WI,Dane County
550790010004,6664,WI,Milwaukee County
551314701004,15671,WI,Washington County
550250107022,30588,WI,Dane County
551332006001,13656,WI,Waukesha County
550390411002,42149,WI,Fond du Lac County
551332013004,15290,WI,Waukesha County
550250111011,35055,WI,Dane County
551332022014,12532,WI,Waukesha County
551332004002,10899,WI,Waukesha County
550831007001,44270,WI,Oconto County
551332011011,12108,WI,Waukesha County
550831009001,89217,WI,Oconto County
550831011003,69353,WI,Oconto County
550831012002,34442,WI,Oconto County
550831005001,90417,WI,Oconto County
550831003002,98337,WI,Oconto County
550090002002,9635,WI,Brown County
550090103005,12221,WI,Brown County
550090216002,20901,WI,Brown County
550339708004,27113,WI,Dunn County
550099400011,24446,WI,Brown County
550090205041,24128,WI,Brown County
550090206004,25223,WI,Brown County
550090207021,52335,WI,Brown County
550090018013,42490,WI,Brown County
550090201001,52828,WI,Brown County
550090018022,44020,WI,Brown County
550090202041,16349,WI,Brown County
550090216003,20573,WI,Brown County
550759613001,22037,WI,Marinette County
550759614001,10458,WI,Marinette County
550759614002,6246,WI,Marinette County
550350009003,99352,WI,Eau Claire County
550019504004,56067,WI,Adams County
550250109044,24882,WI,Dane County
550250004051,22061,WI,Dane County
550250004061,19652,WI,Dane County
550791009001,19743,WI,Milwaukee County
550219710001,47320,WI,Columbia County
550219712001,50828,WI,Columbia County
550219705004,53982,WI,Columbia County
550250002052,9484,WI,Dane County
550250005033,8341,WI,Dane County
550310205002,10914,WI,Douglas County
550310205003,12909,WI,Douglas County
550791602024,8573,WI,Milwaukee County
550791201022,11317,WI,Milwaukee County
550791401002,11267,WI,Milwaukee County
550791501002,9045,WI,Milwaukee County
550590006015,12715,WI,Kenosha County
550250011011,102556,WI,Dane County
550791009003,23375,WI,Milwaukee County
550791204005,17741,WI,Milwaukee County
551314101003,13813,WI,Washington County
551314101004,27795,WI,Washington County
550459606002,6500,WI,Green County
551079605002,71043,WI,Rusk County
551079601003,78843,WI,Rusk County
550019504001,62169,WI,Adams County
550019505022,101015,WI,Adams County
550790047004,4789,WI,Milwaukee County
550870132002,27144,WI,Outagamie County
550459608002,30305,WI,Green County
550870133001,35338,WI,Outagamie County
550150204003,33459,WI,Calumet County
550790047002,4488,WI,Milwaukee County
550790050003,4938,WI,Milwaukee County
550790055001,7011,WI,Milwaukee County
550790055002,5454,WI,Milwaukee County
550790045003,5147,WI,Milwaukee County
550791802004,6466,WI,Milwaukee County
550790057001,5667,WI,Milwaukee County
550790058001,5884,WI,Milwaukee County
550790058002,5094,WI,Milwaukee County
550790070003,8124,WI,Milwaukee County
550790196003,6895,WI,Milwaukee County
550790174001,4755,WI,Milwaukee County
550790909003,6614,WI,Milwaukee County
550790059004,6541,WI,Milwaukee County
550790061002,5159,WI,Milwaukee County
550790134001,8138,WI,Milwaukee County
550790063001,4219,WI,Milwaukee County
550790064001,3931,WI,Milwaukee County
550790003021,25298,WI,Milwaukee County
550790002012,14751,WI,Milwaukee County
550679606005,52193,WI,Langlade County
550679604002,46881,WI,Langlade County
550791865001,11739,WI,Milwaukee County
550790170005,5870,WI,Milwaukee County
550790158003,4225,WI,Milwaukee County
551050002002,5164,WI,Rock County
550790909002,5454,WI,Milwaukee County
551050002001,5475,WI,Rock County
550279603005,29989,WI,Dodge County
550619604005,40873,WI,Kewaunee County
550619602002,28168,WI,Kewaunee County
551332020024,15910,WI,Waukesha County
550090006001,9035,WI,Brown County
550090013002,9217,WI,Brown County
550790093002,5907,WI,Milwaukee County
551010013012,4600,WI,Racine County
550790075002,10908,WI,Milwaukee County
550979610001,19939,WI,Portage County
550250016051,17620,WI,Dane County
550790157004,4030,WI,Milwaukee County
551050006002,10894,WI,Rock County
551390013002,8617,WI,Winnebago County
550090007003,12071,WI,Brown County
550099400022,11399,WI,Brown County
550250111026,10805,WI,Dane County
551010014003,4669,WI,Racine County
550790122003,5448,WI,Milwaukee County
550791018001,7039,WI,Milwaukee County
550870125042,27856,WI,Outagamie County
550090205021,35575,WI,Brown County
550279616003,24016,WI,Dodge County
550279615003,23329,WI,Dodge County
550279614002,37951,WI,Dodge County
551390008002,5775,WI,Winnebago County
550090013004,10199,WI,Brown County
550090014002,6215,WI,Brown County
551390004003,8534,WI,Winnebago County
551390003001,5304,WI,Winnebago County
551390022022,78878,WI,Winnebago County
551270005011,46329,WI,Walworth County
550790144002,131182,WI,Milwaukee County
551390026023,8236,WI,Winnebago County
550791004003,7219,WI,Milwaukee County
551332031024,10049,WI,Waukesha County
551010002006,6584,WI,Racine County
551390032003,5073,WI,Winnebago County
550090212003,6464,WI,Brown County
550896302013,111567,WI,Ozaukee County
550310209002,90967,WI,Douglas County
550896101012,36895,WI,Ozaukee County
550419503001,124210,WI,Forest County
550419502003,119976,WI,Forest County
551170005001,9971,WI,Sheboygan County
550590012003,4764,WI,Kenosha County
550730003004,9052,WI,Marathon County
550459608003,39892,WI,Green County
550459601002,26620,WI,Green County
550459607001,45893,WI,Green County
550459607003,62029,WI,Green County
550730005002,10793,WI,Marathon County
550459607004,57786,WI,Green County
550459602004,42035,WI,Green County
550730012014,68562,WI,Marathon County
550630012001,13481,WI,La Crosse County
550730013003,93238,WI,Marathon County
550730016004,103654,WI,Marathon County
550730011034,8824,WI,Marathon County
550730016003,110961,WI,Marathon County
551332030001,15651,WI,Waukesha County
550279618002,74964,WI,Dodge County
550279608001,7287,WI,Dodge County
550090209001,5922,WI,Brown County
550279615002,29251,WI,Dodge County
550279617002,21977,WI,Dodge County
550090213031,11768,WI,Brown County
550279604003,70210,WI,Dodge County
550279602001,52763,WI,Dodge County
550090213033,12305,WI,Brown County
550279610003,18409,WI,Dodge County
550350012003,5633,WI,Eau Claire County
550339705003,108125,WI,Dunn County
550090202033,41079,WI,Brown County
550350014005,7945,WI,Eau Claire County
550350001004,39292,WI,Eau Claire County
550090007004,7739,WI,Brown County
550250114011,79922,WI,Dane County
551170010002,6713,WI,Sheboygan County
551170104001,34162,WI,Sheboygan County
551332040023,16470,WI,Waukesha County
550310303002,149554,WI,Douglas County
551332015033,6892,WI,Waukesha County
550250107024,6527,WI,Dane County
551332038042,16184,WI,Waukesha County
550310302004,24844,WI,Douglas County
550511803001,226020,WI,Iron County
550310211003,23172,WI,Douglas County
550511801004,94312,WI,Iron County
550250120012,15798,WI,Dane County
550710003003,12777,WI,Manitowoc County
550250014033,23535,WI,Dane County
550310301002,145075,WI,Douglas County
550471005002,54438,WI,Green Lake County
550310208003,17653,WI,Douglas County
550471005001,70357,WI,Green Lake County
550791503042,11962,WI,Milwaukee County
550499503001,63032,WI,Iowa County
550219703001,111683,WI,Columbia County
550499501001,61752,WI,Iowa County
551332014022,9113,WI,Waukesha County
550539603003,224796,WI,Jackson County
550539602002,220084,WI,Jackson County
550539602001,78479,WI,Jackson County
550539605001,217110,WI,Jackson County
550219708002,30773,WI,Columbia County
550250030022,28519,WI,Dane County
550250031001,7964,WI,Dane County
551390031001,9272,WI,Winnebago County
551390031003,6326,WI,Winnebago County
551390035003,13880,WI,Winnebago County
551390011001,29391,WI,Winnebago County
551390018011,71539,WI,Winnebago County
551390005002,4511,WI,Winnebago County
551390028001,10040,WI,Winnebago County
551332039021,19837,WI,Waukesha County
551390012001,14330,WI,Winnebago County
551390030001,8845,WI,Winnebago County
551270017022,43577,WI,Walworth County
551390015002,9600,WI,Winnebago County
551270005021,50462,WI,Walworth County
551270015023,23826,WI,Walworth County
551270006003,35226,WI,Walworth County
551270016044,40042,WI,Walworth County
551270010003,46771,WI,Walworth County
550790111002,8932,WI,Milwaukee County
551270008001,55516,WI,Walworth County
551270016023,41874,WI,Walworth County
550279603002,28096,WI,Dodge County
550279618004,48085,WI,Dodge County
550279605001,56967,WI,Dodge County
550279612001,37052,WI,Dodge County
550279616002,37326,WI,Dodge County
550279615001,31574,WI,Dodge County
551270002005,33222,WI,Walworth County
551270003022,27642,WI,Walworth County
551270004002,53206,WI,Walworth County
551270004004,46151,WI,Walworth County
551390018012,45303,WI,Winnebago County
550050002002,83801,WI,Barron County
550859715001,35974,WI,Oneida County
550090207031,18599,WI,Brown County
551050011001,8548,WI,Rock County
551270015011,14984,WI,Walworth County
551390020001,37937,WI,Winnebago County
550859714001,62684,WI,Oneida County
551390020005,31774,WI,Winnebago County
551390023003,62824,WI,Winnebago County
551390022012,93110,WI,Winnebago County
551390024001,44870,WI,Winnebago County
550339703001,39334,WI,Dunn County
550339708002,37013,WI,Dunn County
550339702001,35386,WI,Dunn County
550339702003,29010,WI,Dunn County
550339706003,35511,WI,Dunn County
550710001003,10659,WI,Manitowoc County
550339706001,33732,WI,Dunn County
550339701002,33235,WI,Dunn County
550339704001,145047,WI,Dunn County
551239604002,47771,WI,Vernon County
550339705002,78410,WI,Dunn County
551332033062,17186,WI,Waukesha County
551332033051,16967,WI,Waukesha County
550630005002,20090,WI,La Crosse County
550790199001,4932,WI,Milwaukee County
550630002005,13917,WI,La Crosse County
550819505001,60301,WI,Monroe County
550630003002,28986,WI,La Crosse County
550790208005,7257,WI,Milwaukee County
550790209001,6818,WI,Milwaukee County
550790209003,8147,WI,Milwaukee County
550790014002,7916,WI,Milwaukee County
550790214002,28154,WI,Milwaukee County
550790217005,47443,WI,Milwaukee County
550791006002,8763,WI,Milwaukee County
550791010001,11138,WI,Milwaukee County
550791011001,20219,WI,Milwaukee County
550710001002,15242,WI,Manitowoc County
550790501011,10260,WI,Milwaukee County
550790501012,11092,WI,Milwaukee County
550791015004,5615,WI,Milwaukee County
550170112001,26985,WI,Chippewa County
550170104003,123679,WI,Chippewa County
550790200002,7209,WI,Milwaukee County
550791017001,6589,WI,Milwaukee County
550170110005,20241,WI,Chippewa County
550170112003,21863,WI,Chippewa County
550790199005,5361,WI,Milwaukee County
551199605001,38878,WI,Taylor County
550170108003,133818,WI,Chippewa County
550170105002,14939,WI,Chippewa County
550170107001,16541,WI,Chippewa County
550170108001,137161,WI,Chippewa County
551239605002,84151,WI,Vernon County
550551001003,11471,WI,Jefferson County
551239601001,57259,WI,Vernon County
551239602003,48780,WI,Vernon County
551239606001,29059,WI,Vernon County
551332035005,15230,WI,Waukesha County
551239607002,57181,WI,Vernon County
550790164001,4864,WI,Milwaukee County
550551003001,35473,WI,Jefferson County
550551003004,18176,WI,Jefferson County
550790164004,5154,WI,Milwaukee County
550790165003,26129,WI,Milwaukee County
550790079002,7279,WI,Milwaukee County
550551004002,24896,WI,Jefferson County
550551007001,56139,WI,Jefferson County
550790077002,10334,WI,Milwaukee County
550790169001,4062,WI,Milwaukee County
550590030022,21275,WI,Kenosha County
550590013002,4857,WI,Kenosha County
550590001001,8556,WI,Kenosha County
550590008002,3692,WI,Kenosha County
550590006012,64222,WI,Kenosha County
550590009002,6115,WI,Kenosha County
550350001003,38394,WI,Eau Claire County
550350004005,13181,WI,Eau Claire County
550350003021,127490,WI,Eau Claire County
550350016003,37647,WI,Eau Claire County
550350003011,42535,WI,Eau Claire County
550590011002,5036,WI,Kenosha County
550590007005,5996,WI,Kenosha County
550590030014,15606,WI,Kenosha County
550590030021,14524,WI,Kenosha County
550896603011,51198,WI,Ozaukee County
550350003023,143141,WI,Eau Claire County
550590012004,5812,WI,Kenosha County
550350016001,113748,WI,Eau Claire County
550350002001,227764,WI,Eau Claire County
550590014006,14147,WI,Kenosha County
550590023004,7455,WI,Kenosha County
550590024001,6438,WI,Kenosha County
550590024002,6041,WI,Kenosha County
550590003002,10496,WI,Kenosha County
551091202022,60405,WI,St. Croix County
550590003003,10033,WI,Kenosha County
551351010002,53238,WI,Waupaca County
551351008003,70798,WI,Waupaca County
551351003002,34401,WI,Waupaca County
551351010004,69649,WI,Waupaca County
550590023002,6067,WI,Kenosha County
551170003001,8686,WI,Sheboygan County
550551002001,61520,WI,Jefferson County
550590027002,28991,WI,Kenosha County
551351008001,77567,WI,Waupaca County
550870111024,30640,WI,Outagamie County
551170009003,80405,WI,Sheboygan County
551170011001,5017,WI,Sheboygan County
551110002001,68783,WI,Sauk County
551110002002,217038,WI,Sauk County
551110005001,47331,WI,Sauk County
550710004005,10978,WI,Manitowoc County
551170105012,26547,WI,Sheboygan County
551332015062,12203,WI,Waukesha County
550019505021,56922,WI,Adams County
551170110001,34618,WI,Sheboygan County
551170113003,17657,WI,Sheboygan County
551170113004,25195,WI,Sheboygan County
550090007002,9801,WI,Brown County
550959611002,62639,WI,Polk County
550959609002,33959,WI,Polk County
550959601003,54264,WI,Polk County
550959602001,62803,WI,Polk County
550959609003,33359,WI,Polk County
551151004003,29019,WI,Shawano County
550959610004,55545,WI,Polk County
551151008002,93707,WI,Shawano County
550959607001,39095,WI,Polk County
551151005002,42832,WI,Shawano County
550630011022,18335,WI,La Crosse County
550199501004,43862,WI,Clark County
550199503002,178821,WI,Clark County
550630104021,12425,WI,La Crosse County
550199506003,62759,WI,Clark County
550199505002,28905,WI,Clark County
550630104025,9932,WI,La Crosse County
550199502002,144480,WI,Clark County
550199504003,51935,WI,Clark County
550199501003,43937,WI,Clark County
550199502003,166258,WI,Clark County
550979607022,6799,WI,Portage County
550199505001,23114,WI,Clark County
551332012012,13402,WI,Waukesha County
551332033063,26166,WI,Waukesha County
550790158002,5709,WI,Milwaukee County
551332021021,10095,WI,Waukesha County
550790066002,4690,WI,Milwaukee County
551332021023,11916,WI,Waukesha County
550791202033,22079,WI,Milwaukee County
551332042005,10698,WI,Waukesha County
551332037042,18761,WI,Waukesha County
550239606001,95148,WI,Crawford County
550239606002,74522,WI,Crawford County
550759602006,118609,WI,Marinette County
550790002011,14099,WI,Milwaukee County
550790126003,9626,WI,Milwaukee County
550350007003,8524,WI,Eau Claire County
550791864002,22919,WI,Milwaukee County
550791864001,28656,WI,Milwaukee County
550790113002,9910,WI,Milwaukee County
550790122001,4778,WI,Milwaukee County
550790129001,18944,WI,Milwaukee County
550790129003,17770,WI,Milwaukee County
550790124002,8192,WI,Milwaukee County
550790143001,10840,WI,Milwaukee County
550619605001,50321,WI,Kewaunee County
550630009003,9515,WI,La Crosse County
550630101011,20872,WI,La Crosse County
551170004001,50868,WI,Sheboygan County
550630008001,5214,WI,La Crosse County
551379608002,63685,WI,Waushara County
551379608004,78848,WI,Waushara County
550170111003,40271,WI,Chippewa County
551379602004,66189,WI,Waushara County
550630102031,13435,WI,La Crosse County
550170112004,90188,WI,Chippewa County
550170107003,128824,WI,Chippewa County
550170111004,100158,WI,Chippewa County
550170110002,46234,WI,Chippewa County
550170101002,11315,WI,Chippewa County
550250014023,19291,WI,Dane County
551091206003,33859,WI,St. Croix County
551091208002,46391,WI,St. Croix County
551332015041,15164,WI,Waukesha County
550250019003,22301,WI,Dane County
550250021002,28879,WI,Dane County
550250023011,13632,WI,Dane County
550250024011,9364,WI,Dane County
551091208004,39265,WI,St. Croix County
551091208005,33071,WI,St. Croix County
550759612002,12843,WI,Marinette County
550250026022,22390,WI,Dane County
550250030015,7976,WI,Dane County
551091207002,31315,WI,St. Croix County
550250024021,16414,WI,Dane County
550250130002,27232,WI,Dane County
550250009021,25019,WI,Dane County
550250109043,29815,WI,Dane County
550250115062,12196,WI,Dane County
550250002022,11140,WI,Dane County
550250004073,8132,WI,Dane County
550250005012,36884,WI,Dane County
551332015042,8873,WI,Waukesha County
550979601001,40495,WI,Portage County
550979601004,40164,WI,Portage County
550250006002,19290,WI,Dane County
550250008002,9639,WI,Dane County
550250007003,27358,WI,Dane County
550250009024,18122,WI,Dane County
550250009022,16189,WI,Dane County
551332023026,12888,WI,Waukesha County
551332017011,9875,WI,Waukesha County
551332022023,10558,WI,Waukesha County
551050030012,18590,WI,Rock County
551332036022,7125,WI,Waukesha County
551050030022,136263,WI,Rock County
551050030024,18831,WI,Rock County
550979604003,86926,WI,Portage County
550790171001,4736,WI,Milwaukee County
550790171002,6201,WI,Milwaukee County
550790172002,5307,WI,Milwaukee County
550790175004,4272,WI,Milwaukee County
550730003005,9287,WI,Marathon County
551332043011,20379,WI,Waukesha County
550730004002,27184,WI,Marathon County
550050003003,74392,WI,Barron County
550050009004,31799,WI,Barron County
550730011044,47688,WI,Marathon County
550050006004,39100,WI,Barron County
550791855001,24555,WI,Milwaukee County
550939606001,65120,WI,Pierce County
550939603001,24107,WI,Pierce County
550730012024,21133,WI,Marathon County
550790096002,6266,WI,Milwaukee County
550939603002,20235,WI,Pierce County
550939604002,19043,WI,Pierce County
550939601003,29944,WI,Pierce County
550730005001,10682,WI,Marathon County
551332038023,13266,WI,Waukesha County
550551015003,16925,WI,Jefferson County
550551016001,44429,WI,Jefferson County
550730012022,22135,WI,Marathon County
550590007001,6328,WI,Kenosha County
551332040042,16178,WI,Waukesha County
551332026002,12848,WI,Waukesha County
550939603003,23340,WI,Pierce County
551050005002,6168,WI,Rock County
550590009003,3479,WI,Kenosha County
550590026021,55235,WI,Kenosha County
551050007002,66861,WI,Rock County
551050008003,7360,WI,Rock County
551050009001,93198,WI,Rock County
550896602013,13500,WI,Ozaukee County
550090017012,35598,WI,Brown County
550790110002,9955,WI,Milwaukee County
550790157001,7218,WI,Milwaukee County
550790157002,7217,WI,Milwaukee County
550759601001,99825,WI,Marinette County
550759602004,123787,WI,Marinette County
550759611001,86942,WI,Marinette County
550896602021,13767,WI,Ozaukee County
550759602005,120796,WI,Marinette County
551050013024,106268,WI,Rock County
551050014004,12826,WI,Rock County
551050016004,4359,WI,Rock County
550730020003,31539,WI,Marathon County
550730020004,29639,WI,Marathon County
551050013025,25910,WI,Rock County
551050018001,4273,WI,Rock County
550590028004,37124,WI,Kenosha County
550939604001,21205,WI,Pierce County
550790084001,19447,WI,Milwaukee County
551050024003,10351,WI,Rock County
550551017021,23756,WI,Jefferson County
550551005003,25851,WI,Jefferson County
551351007003,63181,WI,Waupaca County
551351005001,80420,WI,Waupaca County
550790086002,3731,WI,Milwaukee County
550730018004,120999,WI,Marathon County
550939605003,29345,WI,Pierce County
550790090003,4928,WI,Milwaukee County
551010017011,14561,WI,Racine County
550790091003,6491,WI,Milwaukee County
550790089001,4335,WI,Milwaukee County
550790159002,6091,WI,Milwaukee County
550790159003,4087,WI,Milwaukee County
550790160002,6446,WI,Milwaukee County
550551001001,15688,WI,Jefferson County
550551008002,55224,WI,Jefferson County
550551017022,23259,WI,Jefferson County
550551009001,24859,WI,Jefferson County
550551009003,26136,WI,Jefferson County
550551001004,32694,WI,Jefferson County
551332024002,9398,WI,Waukesha County
550619900000,705552,WI,Kewaunee County
