census_block_group,distance_from_home,state,county
550896302023,25420,WI,Ozaukee County
550870113002,4706,WI,Outagamie County
551010018012,19524,WI,Racine County
551010005002,5083,WI,Racine County
551010005003,4614,WI,Racine County
550870118001,6601,WI,Outagamie County
550870119001,33136,WI,Outagamie County
550979609004,16306,WI,Portage County
550979610002,13920,WI,Portage County
551110011002,51336,WI,Sauk County
550170103004,9092,WI,Chippewa County
550390407004,68788,WI,Fond du Lac County
550791202022,6280,WI,Milwaukee County
550791873002,8289,WI,Milwaukee County
550791873003,13937,WI,Milwaukee County
550791703003,5891,WI,Milwaukee County
550791706002,6757,WI,Milwaukee County
550790501024,8723,WI,Milwaukee County
550791802001,8534,WI,Milwaukee County
550791803001,11139,WI,Milwaukee County
551050004001,6771,WI,Rock County
550979605004,91886,WI,Portage County
550979611001,23567,WI,Portage County
550979611002,17291,WI,Portage County
550979602002,115777,WI,Portage County
550979601003,30012,WI,Portage County
550790202002,5235,WI,Milwaukee County
550790205003,4343,WI,Milwaukee County
550790601022,12342,WI,Milwaukee County
551314202004,21008,WI,Washington County
550790701001,7118,WI,Milwaukee County
550791852002,9148,WI,Milwaukee County
550119601003,41431,WI,Buffalo County
550119605001,42878,WI,Buffalo County
550119604001,58275,WI,Buffalo County
550790196001,5703,WI,Milwaukee County
550790194002,9020,WI,Milwaukee County
550790702005,10509,WI,Milwaukee County
550139704002,126179,WI,Burnett County
550791804003,7750,WI,Milwaukee County
550790193001,3632,WI,Milwaukee County
550139710002,63256,WI,Burnett County
550790197001,4444,WI,Milwaukee County
550790197002,7198,WI,Milwaukee County
550790801001,4746,WI,Milwaukee County
550790801003,8592,WI,Milwaukee County
550791851001,8503,WI,Milwaukee County
550791851003,10426,WI,Milwaukee County
551050011005,8152,WI,Rock County
550791204001,6508,WI,Milwaukee County
551050013022,98674,WI,Rock County
551050030023,12381,WI,Rock County
550659705001,48314,WI,Lafayette County
551314202003,10441,WI,Washington County
550790804003,9112,WI,Milwaukee County
550791205021,9081,WI,Milwaukee County
550979604002,11715,WI,Portage County
550790803003,11016,WI,Milwaukee County
550791205023,7973,WI,Milwaukee County
550150202003,22713,WI,Calumet County
550790903002,16386,WI,Milwaukee County
550791853002,9784,WI,Milwaukee County
550790208003,8795,WI,Milwaukee County
550790906002,19033,WI,Milwaukee County
550659703003,130458,WI,Lafayette County
550659702001,114816,WI,Lafayette County
550659702003,24796,WI,Lafayette County
550790907003,6820,WI,Milwaukee County
550791402023,8689,WI,Milwaukee County
550791501001,9978,WI,Milwaukee County
550790911004,6104,WI,Milwaukee County
550791503031,14203,WI,Milwaukee County
550790198002,5713,WI,Milwaukee County
551179900000,572412,WI,Sheboygan County
551170105014,20116,WI,Sheboygan County
551170003003,6819,WI,Sheboygan County
551110005003,50654,WI,Sauk County
550791704002,7574,WI,Milwaukee County
550090020022,16432,WI,Brown County
550170107002,102468,WI,Chippewa County
550419502002,116957,WI,Forest County
550419503002,92571,WI,Forest County
550439602001,50606,WI,Grant County
550439608002,51902,WI,Grant County
550439601001,36334,WI,Grant County
550439602002,27153,WI,Grant County
550439607001,29043,WI,Grant County
551010024011,18236,WI,Racine County
551010002003,7069,WI,Racine County
550710104003,22081,WI,Manitowoc County
550439611002,27040,WI,Grant County
550439606002,29669,WI,Grant County
550439607003,26544,WI,Grant County
550710103002,29154,WI,Manitowoc County
550710107004,28787,WI,Manitowoc County
551390035002,8952,WI,Winnebago County
550710101002,25222,WI,Manitowoc County
551259505004,178506,WI,Vilas County
551259505001,168595,WI,Vilas County
551259502003,194400,WI,Vilas County
551332004001,13660,WI,Waukesha County
551332012023,22575,WI,Waukesha County
551332009024,12098,WI,Waukesha County
551332010001,9813,WI,Waukesha County
551332008041,11467,WI,Waukesha County
551332010006,9156,WI,Waukesha County
550150202002,27728,WI,Calumet County
551390027003,6868,WI,Winnebago County
551332009013,10150,WI,Waukesha County
551332009021,13214,WI,Waukesha County
551332001012,14226,WI,Waukesha County
550239603002,120841,WI,Crawford County
551332001031,11212,WI,Waukesha County
551332001033,12545,WI,Waukesha County
551332002021,27578,WI,Waukesha County
551131005005,141606,WI,Sawyer County
551332003001,16172,WI,Waukesha County
551131003003,131280,WI,Sawyer County
551314501043,16220,WI,Washington County
550630007001,18321,WI,La Crosse County
550630004003,12010,WI,La Crosse County
551351012002,31754,WI,Waupaca County
551351004003,28360,WI,Waupaca County
551314204021,20514,WI,Washington County
550150201003,29778,WI,Calumet County
550459605002,31199,WI,Green County
551332030002,21488,WI,Waukesha County
550150205002,32794,WI,Calumet County
550250113011,22148,WI,Dane County
551314601013,21182,WI,Washington County
550250031004,15469,WI,Dane County
550250103001,11039,WI,Dane County
550250119003,151556,WI,Dane County
550250127001,91617,WI,Dane County
550250129001,35825,WI,Dane County
550790804001,8851,WI,Milwaukee County
551314601021,20357,WI,Washington County
551314601023,11161,WI,Washington County
550250105022,15735,WI,Dane County
550250107012,12436,WI,Dane County
550790065004,3659,WI,Milwaukee County
550790168003,4306,WI,Milwaukee County
550790077001,8096,WI,Milwaukee County
550790175003,3415,WI,Milwaukee County
550790204002,4511,WI,Milwaukee County
550791014002,7441,WI,Milwaukee County
551131004001,100551,WI,Sawyer County
551131007001,114356,WI,Sawyer County
551332025002,9166,WI,Waukesha County
551332037031,15902,WI,Waukesha County
550831008003,36108,WI,Oconto County
551332021012,15626,WI,Waukesha County
550831006001,76657,WI,Oconto County
550090013003,8389,WI,Brown County
550831009002,26830,WI,Oconto County
550831011001,64501,WI,Oconto County
550831013003,59748,WI,Oconto County
550090002001,9102,WI,Brown County
550090002004,7157,WI,Brown County
551010015026,9840,WI,Racine County
550090101002,8369,WI,Brown County
550339705004,38202,WI,Dunn County
550090011001,9654,WI,Brown County
550090014001,7094,WI,Brown County
550090003031,8943,WI,Brown County
550090005004,8146,WI,Brown County
550090020012,10485,WI,Brown County
550090102011,24556,WI,Brown County
550250133012,16019,WI,Dane County
550350008031,26953,WI,Eau Claire County
550791602033,13306,WI,Milwaukee County
550791602043,26115,WI,Milwaukee County
550790077003,9080,WI,Milwaukee County
550219712004,64560,WI,Columbia County
550250109031,18513,WI,Dane County
550791010002,9577,WI,Milwaukee County
550791501004,8560,WI,Milwaukee County
550590021003,7492,WI,Kenosha County
550250016032,37533,WI,Dane County
550790702003,11798,WI,Milwaukee County
550459607002,29954,WI,Green County
551079602001,60769,WI,Rusk County
550459605003,29165,WI,Green County
550870112001,7189,WI,Outagamie County
550150203032,6882,WI,Calumet County
550790048003,5320,WI,Milwaukee County
550790047003,4504,WI,Milwaukee County
550790050002,6036,WI,Milwaukee County
550790051002,6070,WI,Milwaukee County
550791006001,9675,WI,Milwaukee County
550790025001,4207,WI,Milwaukee County
550790170004,5694,WI,Milwaukee County
550790909001,5778,WI,Milwaukee County
550790092001,6671,WI,Milwaukee County
550790062001,4101,WI,Milwaukee County
550790147001,6912,WI,Milwaukee County
550790055003,6789,WI,Milwaukee County
550790136002,5736,WI,Milwaukee County
550790033001,5290,WI,Milwaukee County
550790060001,4624,WI,Milwaukee County
550790147002,9207,WI,Milwaukee County
550790062003,4427,WI,Milwaukee County
550790062004,4452,WI,Milwaukee County
550790063003,5526,WI,Milwaukee County
550790187001,2568,WI,Milwaukee County
550790202001,4822,WI,Milwaukee County
550790701002,7018,WI,Milwaukee County
550790908001,6171,WI,Milwaukee County
550791012002,8094,WI,Milwaukee County
550790003031,24422,WI,Milwaukee County
551211006001,53684,WI,Trempealeau County
550679603003,92074,WI,Langlade County
550790004001,7842,WI,Milwaukee County
550679606003,64116,WI,Langlade County
550791856002,7779,WI,Milwaukee County
550679603002,69907,WI,Langlade County
550679601001,135710,WI,Langlade County
550279602003,80314,WI,Dodge County
550279603001,76137,WI,Dodge County
550619604003,23639,WI,Kewaunee County
550619601001,57946,WI,Kewaunee County
551332021031,14919,WI,Waukesha County
551390002002,5252,WI,Winnebago County
550090009005,10023,WI,Brown County
550090013001,7666,WI,Brown County
550790095002,6282,WI,Milwaukee County
550790096001,5665,WI,Milwaukee County
551390012002,12364,WI,Winnebago County
551390011003,5753,WI,Winnebago County
550791870003,11312,WI,Milwaukee County
551270015026,42112,WI,Walworth County
550819505004,16025,WI,Monroe County
550310211002,21228,WI,Douglas County
551390036001,6292,WI,Winnebago County
550250014014,14581,WI,Dane County
551390037021,36820,WI,Winnebago County
551390025002,8035,WI,Winnebago County
550250009012,13957,WI,Dane County
551170010001,6423,WI,Sheboygan County
550791302001,13696,WI,Milwaukee County
550791004001,9963,WI,Milwaukee County
551390026022,5023,WI,Winnebago County
550791005002,6361,WI,Milwaukee County
550590013003,5358,WI,Kenosha County
550870115022,7557,WI,Outagamie County
551390029003,7894,WI,Winnebago County
550090208002,10859,WI,Brown County
551332045024,16048,WI,Waukesha County
550790166002,29805,WI,Milwaukee County
550090212004,6976,WI,Brown County
550590012001,5568,WI,Kenosha County
550459604001,22120,WI,Green County
550896401005,15773,WI,Ozaukee County
550896503001,16352,WI,Ozaukee County
551170011002,6764,WI,Sheboygan County
550679607003,55671,WI,Langlade County
551170107002,77772,WI,Sheboygan County
550459601003,37466,WI,Green County
550590017003,5412,WI,Kenosha County
550459604004,44370,WI,Green County
550459602002,43639,WI,Green County
550459603003,31694,WI,Green County
550730021002,31761,WI,Marathon County
550459603004,46342,WI,Green County
551332036012,12121,WI,Waukesha County
550590001003,10961,WI,Kenosha County
550630009004,16698,WI,La Crosse County
550730017002,95608,WI,Marathon County
550090213013,41678,WI,Brown County
550759614003,35846,WI,Marinette County
550590007002,14809,WI,Kenosha County
550590009001,5317,WI,Kenosha County
551332031013,18419,WI,Waukesha County
550571003003,108463,WI,Juneau County
551332038043,11814,WI,Waukesha County
550590008003,6883,WI,Kenosha County
550090205033,11713,WI,Brown County
550590027001,58310,WI,Kenosha County
550090206002,94708,WI,Brown County
550279601002,70666,WI,Dodge County
550279612003,36563,WI,Dodge County
550090206001,21409,WI,Brown County
550279611004,54357,WI,Dodge County
550350012001,13782,WI,Eau Claire County
550350012002,12260,WI,Eau Claire County
550350013001,113710,WI,Eau Claire County
550350013003,123518,WI,Eau Claire County
550350014001,15569,WI,Eau Claire County
550350014003,11567,WI,Eau Claire County
550790076001,10115,WI,Milwaukee County
550350003022,168477,WI,Eau Claire County
551332037024,28757,WI,Waukesha County
550679601002,93478,WI,Langlade County
550310303001,158305,WI,Douglas County
551170111001,31127,WI,Sheboygan County
551170113002,23071,WI,Sheboygan County
550790013003,7152,WI,Milwaukee County
550250105021,100954,WI,Dane County
550250005032,6055,WI,Dane County
550511801001,111933,WI,Iron County
551091203002,16750,WI,St. Croix County
550250002043,22172,WI,Dane County
550291001001,307696,WI,Door County
551091202011,26942,WI,St. Croix County
550619601003,53685,WI,Kewaunee County
550499502001,44966,WI,Iowa County
550219704002,68336,WI,Columbia County
550499502003,38787,WI,Iowa County
550499505002,123690,WI,Iowa County
550250108002,15823,WI,Dane County
550499506002,142286,WI,Iowa County
550499503003,59007,WI,Iowa County
550791870002,11392,WI,Milwaukee County
550219704004,104430,WI,Columbia County
550859715002,8096,WI,Oneida County
550859711002,178155,WI,Oneida County
550539604001,215440,WI,Jackson County
550219707004,29261,WI,Columbia County
550539603004,46956,WI,Jackson County
550539604003,29904,WI,Jackson County
550539603002,228260,WI,Jackson County
550539605003,181359,WI,Jackson County
550539605004,43256,WI,Jackson County
551390029001,7950,WI,Winnebago County
551390032001,7026,WI,Winnebago County
551390033001,8641,WI,Winnebago County
551390034004,18665,WI,Winnebago County
551390035001,18782,WI,Winnebago County
550539605002,182132,WI,Jackson County
550099400031,11609,WI,Brown County
551270010004,51282,WI,Walworth County
551270001013,39950,WI,Walworth County
551270016043,44843,WI,Walworth County
551270016041,45099,WI,Walworth County
551270001014,28891,WI,Walworth County
551270001022,47042,WI,Walworth County
550279614001,38789,WI,Dodge County
551270017013,21144,WI,Walworth County
551270002001,34587,WI,Walworth County
550790112001,9966,WI,Milwaukee County
551270017024,32020,WI,Walworth County
551390009001,35180,WI,Winnebago County
551270003024,43238,WI,Walworth County
551390014003,32998,WI,Winnebago County
551390016001,21582,WI,Winnebago County
551270008003,32704,WI,Walworth County
551270008005,23776,WI,Walworth County
551270010001,24567,WI,Walworth County
551390018013,69063,WI,Winnebago County
550790112002,10413,WI,Milwaukee County
550859714004,33979,WI,Oneida County
551050005001,6342,WI,Rock County
551390020004,28603,WI,Winnebago County
551390024004,22049,WI,Winnebago County
551332023021,10000,WI,Waukesha County
551332026003,12281,WI,Waukesha County
550339704004,140586,WI,Dunn County
550339702002,28802,WI,Dunn County
550791018003,7190,WI,Milwaukee County
550339702004,42590,WI,Dunn County
551239605003,84836,WI,Vernon County
550339705001,126609,WI,Dunn County
551332017033,11042,WI,Waukesha County
550350008033,21841,WI,Eau Claire County
550039506002,170882,WI,Ashland County
550630008002,11518,WI,La Crosse County
550791002001,7768,WI,Milwaukee County
550819507004,43666,WI,Monroe County
551332014042,13955,WI,Waukesha County
550790212001,9991,WI,Milwaukee County
550790212002,31106,WI,Milwaukee County
550791702001,8786,WI,Milwaukee County
550791702002,9573,WI,Milwaukee County
550790216002,45413,WI,Milwaukee County
550790217002,30687,WI,Milwaukee County
550791016001,5488,WI,Milwaukee County
550790218002,4474,WI,Milwaukee County
550790301003,43542,WI,Milwaukee County
550791009002,11639,WI,Milwaukee County
550790351002,9574,WI,Milwaukee County
550790352002,8394,WI,Milwaukee County
550791014004,20728,WI,Milwaukee County
550791016004,6487,WI,Milwaukee County
550790199003,5479,WI,Milwaukee County
550791017002,5973,WI,Milwaukee County
551199605002,26634,WI,Taylor County
550759608001,89310,WI,Marinette County
551239607003,59074,WI,Vernon County
551239603004,54573,WI,Vernon County
551239604004,45776,WI,Vernon County
551239603002,48309,WI,Vernon County
551239604003,55323,WI,Vernon County
551239605004,44916,WI,Vernon County
550790162003,3261,WI,Milwaukee County
550790162002,6144,WI,Milwaukee County
550790163001,4523,WI,Milwaukee County
550790163003,3392,WI,Milwaukee County
550790163004,3793,WI,Milwaukee County
550551003003,19655,WI,Jefferson County
550590028002,26097,WI,Kenosha County
550790080002,5980,WI,Milwaukee County
550551005004,25869,WI,Jefferson County
550790167001,5890,WI,Milwaukee County
550790167002,4543,WI,Milwaukee County
550790168002,3172,WI,Milwaukee County
550790169002,3679,WI,Milwaukee County
550590015005,6585,WI,Kenosha County
550239602001,115080,WI,Crawford County
550590029051,31491,WI,Kenosha County
550599900000,451230,WI,Kenosha County
550350002002,23948,WI,Eau Claire County
550590011003,4625,WI,Kenosha County
550896603013,41357,WI,Ozaukee County
550896603031,39589,WI,Ozaukee County
551091202021,56456,WI,St. Croix County
550350005014,10238,WI,Eau Claire County
550350002003,21870,WI,Eau Claire County
550590014004,4096,WI,Kenosha County
550590016001,4427,WI,Kenosha County
550590017001,4033,WI,Kenosha County
550590018001,8132,WI,Kenosha County
550590021001,6887,WI,Kenosha County
550590004001,4244,WI,Kenosha County
550590004002,6366,WI,Kenosha County
550590005001,4097,WI,Kenosha County
550590005002,6395,WI,Kenosha County
551351001004,45541,WI,Waupaca County
551351002001,41251,WI,Waupaca County
551351004001,37872,WI,Waupaca County
551170004002,70761,WI,Sheboygan County
551170005002,10569,WI,Sheboygan County
550870126011,17901,WI,Outagamie County
551110009002,61912,WI,Sauk County
551332043014,21840,WI,Waukesha County
551170009001,5960,WI,Sheboygan County
551110006001,29077,WI,Sauk County
551110001004,177580,WI,Sauk County
551110002003,45979,WI,Sauk County
551110011003,53648,WI,Sauk County
550459604002,39507,WI,Green County
550710005003,7751,WI,Manitowoc County
551170103003,31092,WI,Sheboygan County
550959603004,59727,WI,Polk County
550790170002,3957,WI,Milwaukee County
551170107003,78239,WI,Sheboygan County
550459602001,43082,WI,Green County
551332023024,9774,WI,Waukesha County
551170112003,38146,WI,Sheboygan County
550959603001,57719,WI,Polk County
551151005003,16923,WI,Shawano County
551151009002,67285,WI,Shawano County
550959605002,68313,WI,Polk County
551332032002,9864,WI,Waukesha County
550630101022,71562,WI,La Crosse County
551332033033,14559,WI,Waukesha County
550199506004,64991,WI,Clark County
550199507002,77425,WI,Clark County
550199507003,68471,WI,Clark County
550630104023,11187,WI,La Crosse County
550630104024,10536,WI,La Crosse County
550350014002,7997,WI,Eau Claire County
550199506002,78289,WI,Clark County
550199507001,74055,WI,Clark County
550239605001,98909,WI,Crawford County
551332008011,16043,WI,Waukesha County
550199501001,45117,WI,Clark County
550630103001,48486,WI,La Crosse County
551332034023,13723,WI,Waukesha County
551332022013,10042,WI,Waukesha County
550790061001,5206,WI,Milwaukee County
550790065002,4604,WI,Milwaukee County
551332037032,11424,WI,Waukesha County
551332008042,13088,WI,Waukesha County
551170005003,6245,WI,Sheboygan County
550759606001,97863,WI,Marinette County
550759606003,106264,WI,Marinette County
550790175002,3758,WI,Milwaukee County
551170105015,20020,WI,Sheboygan County
551170106021,21336,WI,Sheboygan County
550791801003,6709,WI,Milwaukee County
551170106022,22287,WI,Sheboygan County
550790122002,4880,WI,Milwaukee County
550790125001,21055,WI,Milwaukee County
550790126001,10065,WI,Milwaukee County
550790143002,14914,WI,Milwaukee County
550791863001,25965,WI,Milwaukee County
550791858001,5412,WI,Milwaukee County
550790012003,5149,WI,Milwaukee County
550791861001,5494,WI,Milwaukee County
551332031031,11533,WI,Waukesha County
551379607001,53610,WI,Waushara County
550419504003,130503,WI,Forest County
550630001006,7997,WI,La Crosse County
550170110004,24459,WI,Chippewa County
550170109001,60426,WI,Chippewa County
550170104001,63478,WI,Chippewa County
550170105004,21006,WI,Chippewa County
550170110006,43810,WI,Chippewa County
550170112005,80712,WI,Chippewa County
550170108004,42756,WI,Chippewa County
551091210004,18965,WI,St. Croix County
550250014011,52090,WI,Dane County
551091204001,30402,WI,St. Croix County
550250014013,14209,WI,Dane County
550250014024,20738,WI,Dane County
550250015021,23370,WI,Dane County
550250015023,12853,WI,Dane County
550250018022,34862,WI,Dane County
550250020003,10667,WI,Dane County
550250021001,21375,WI,Dane County
550250023012,10425,WI,Dane County
551091207004,116703,WI,St. Croix County
550250024022,13444,WI,Dane County
550250029001,14792,WI,Dane County
550790501014,9860,WI,Milwaukee County
550250129003,25121,WI,Dane County
550250029002,13849,WI,Dane County
550250015022,47783,WI,Dane County
550250126001,39653,WI,Dane County
550250113023,18072,WI,Dane County
550250023021,12375,WI,Dane County
550250028001,14179,WI,Dane County
550250001001,14800,WI,Dane County
550250002012,9831,WI,Dane County
550250002051,10202,WI,Dane County
550250025001,36178,WI,Dane County
550250004074,4917,WI,Dane County
550250005013,5948,WI,Dane County
550250008001,13175,WI,Dane County
550250009011,12248,WI,Dane County
550250012003,20926,WI,Dane County
550250010002,10839,WI,Dane County
551332014041,11992,WI,Waukesha County
551314501032,17288,WI,Washington County
551050026011,102400,WI,Rock County
551050030021,125878,WI,Rock County
551332033032,14740,WI,Waukesha County
551332036014,16082,WI,Waukesha County
550730022003,147213,WI,Marathon County
551050032003,42469,WI,Rock County
551332034064,15105,WI,Waukesha County
551010026003,13858,WI,Racine County
551332017042,13215,WI,Waukesha County
551332040033,17571,WI,Waukesha County
550790173001,5466,WI,Milwaukee County
550790175001,4536,WI,Milwaukee County
550551011001,19346,WI,Jefferson County
551332043022,16596,WI,Waukesha County
551332043023,16811,WI,Waukesha County
550050009003,32213,WI,Barron County
550730013002,12097,WI,Marathon County
550791854001,7032,WI,Milwaukee County
550939606002,51520,WI,Pierce County
550939608002,45235,WI,Pierce County
550939602001,29912,WI,Pierce County
551050005005,5605,WI,Rock County
550939608003,75875,WI,Pierce County
550050010025,77620,WI,Barron County
550730013001,80114,WI,Marathon County
550730014001,19385,WI,Marathon County
550790099001,5184,WI,Milwaukee County
550939602002,30854,WI,Pierce County
550730011042,42535,WI,Marathon County
550939605004,44293,WI,Pierce County
550551013001,40140,WI,Jefferson County
550590011001,4613,WI,Kenosha County
550730019004,77867,WI,Marathon County
550730012012,116729,WI,Marathon County
550730012013,120000,WI,Marathon County
550730019005,44002,WI,Marathon County
551332043012,8853,WI,Waukesha County
551332011022,10820,WI,Waukesha County
551050007001,53049,WI,Rock County
551050010002,13409,WI,Rock County
550896602023,16122,WI,Ozaukee County
550090006005,40812,WI,Brown County
550730023003,33855,WI,Marathon County
550759602001,131175,WI,Marinette County
550759615004,9557,WI,Marinette County
550759610003,80824,WI,Marinette County
550759615002,4602,WI,Marinette County
551050013031,112658,WI,Rock County
551050013023,103956,WI,Rock County
551050018003,13721,WI,Rock County
550730020002,32377,WI,Marathon County
551379601003,54914,WI,Waushara County
551379603002,127959,WI,Waushara County
551050016002,3635,WI,Rock County
550710105003,108372,WI,Manitowoc County
550551015002,29636,WI,Jefferson County
550730021006,29327,WI,Marathon County
550790084002,20143,WI,Milwaukee County
550790086001,4216,WI,Milwaukee County
551050021003,5631,WI,Rock County
551050024001,13776,WI,Rock County
551050025001,8974,WI,Rock County
551351011001,52857,WI,Waupaca County
551351007002,63750,WI,Waupaca County
551351006003,56796,WI,Waupaca County
551010028001,18109,WI,Racine County
551351001003,31801,WI,Waupaca County
550730018001,25192,WI,Marathon County
550790092002,6217,WI,Milwaukee County
550790161001,3330,WI,Milwaukee County
550551016002,32014,WI,Jefferson County
550730019002,25414,WI,Marathon County
550790094002,5998,WI,Milwaukee County
550619602001,51893,WI,Kewaunee County
551332024001,13381,WI,Waukesha County
551332025001,15596,WI,Waukesha County
550499504002,53123,WI,Iowa County
550919501001,43704,WI,Pepin County
551332029022,11837,WI,Waukesha County
551332015061,19347,WI,Waukesha County
551332016002,12330,WI,Waukesha County
551332034042,15435,WI,Waukesha County
551332025003,15172,WI,Waukesha County
551332017013,12203,WI,Waukesha County
550250112003,69411,WI,Dane County
550819507003,164786,WI,Monroe County
550819507001,53199,WI,Monroe County
550819509004,46202,WI,Monroe County
550819504003,32705,WI,Monroe County
550819507002,241984,WI,Monroe County
550819509003,168360,WI,Monroe County
551332033042,16844,WI,Waukesha County
550630107001,36239,WI,La Crosse County
550790007002,6684,WI,Milwaukee County
550710101001,58176,WI,Manitowoc County
550999706002,131201,WI,Price County
550999702003,122717,WI,Price County
550999701003,136195,WI,Price County
550999706001,178143,WI,Price County
550630106001,64639,WI,La Crosse County
550630004002,15582,WI,La Crosse County
550730016001,24054,WI,Marathon County
550730002002,6825,WI,Marathon County
550250116003,17280,WI,Dane County
551410113002,24668,WI,Wood County
550250120022,72401,WI,Dane County
550250122012,25853,WI,Dane County
550090103003,13591,WI,Brown County
551410113001,29688,WI,Wood County
551410114005,26551,WI,Wood County
550250123004,25405,WI,Dane County
551410115003,14411,WI,Wood County
550250128002,29484,WI,Dane County
551410116002,31907,WI,Wood County
551390001002,4761,WI,Winnebago County
551410117004,22067,WI,Wood County
551390022021,76233,WI,Winnebago County
551410117002,30488,WI,Wood County
550090003022,12361,WI,Brown County
551332005003,13266,WI,Waukesha County
551351011002,27858,WI,Waupaca County
551332023011,14252,WI,Waukesha County
551332038044,14335,WI,Waukesha County
551332041004,46223,WI,Waukesha County
550831010002,81987,WI,Oconto County
550831012003,29786,WI,Oconto County
551332035002,16980,WI,Waukesha County
551332037021,32445,WI,Waukesha County
550699608001,18946,WI,Lincoln County
550699608002,17182,WI,Lincoln County
551091205021,22590,WI,St. Croix County
551091209011,27761,WI,St. Croix County
550090020017,33600,WI,Brown County
551170108001,89731,WI,Sheboygan County
551332020013,37268,WI,Waukesha County
551332038032,18811,WI,Waukesha County
550079604001,184547,WI,Bayfield County
550090005002,9145,WI,Brown County
550090003021,10715,WI,Brown County
551390030002,6728,WI,Winnebago County
551390024002,25184,WI,Winnebago County
551390002003,3646,WI,Winnebago County
550099400032,8294,WI,Brown County
550079603003,175699,WI,Bayfield County
550759602002,120432,WI,Marinette County
550090014003,5493,WI,Brown County
550090205032,7655,WI,Brown County
550099400014,35682,WI,Brown County
550090016001,8051,WI,Brown County
550090004023,8434,WI,Brown County
550590029043,20195,WI,Kenosha County
550310206003,16153,WI,Douglas County
550310207002,6941,WI,Douglas County
550310208001,17359,WI,Douglas County
550790208002,7268,WI,Milwaukee County
550250105011,101702,WI,Dane County
550250018042,15656,WI,Dane County
550310210001,97045,WI,Douglas County
550310301004,112211,WI,Douglas County
550279611002,26357,WI,Dodge County
550279613004,21921,WI,Dodge County
551079601004,102354,WI,Rusk County
550790022002,7431,WI,Milwaukee County
550790069003,5922,WI,Milwaukee County
550790089002,5743,WI,Milwaukee County
550590021004,8100,WI,Kenosha County
550590026011,53532,WI,Kenosha County
550730006023,5307,WI,Marathon County
550590003001,12263,WI,Kenosha County
551314201043,22676,WI,Washington County
551314601011,41035,WI,Washington County
550790075003,10833,WI,Milwaukee County
550790088002,5701,WI,Milwaukee County
550590030011,13291,WI,Kenosha County
550019501001,80669,WI,Adams County
550250111022,10879,WI,Dane County
551010021001,26786,WI,Racine County
551010017062,8924,WI,Racine County
550790141001,26691,WI,Milwaukee County
550790128001,11726,WI,Milwaukee County
550791805003,10167,WI,Milwaukee County
550790009002,7121,WI,Milwaukee County
550790061003,3760,WI,Milwaukee County
550790054001,6791,WI,Milwaukee County
550790204003,4089,WI,Milwaukee County
550791857002,6180,WI,Milwaukee County
550790091001,5210,WI,Milwaukee County
550790015003,8612,WI,Milwaukee County
550791703001,7051,WI,Milwaukee County
550790019004,6043,WI,Milwaukee County
550710053003,11682,WI,Manitowoc County
550790020001,6399,WI,Milwaukee County
550790021002,4541,WI,Milwaukee County
550790021003,5711,WI,Milwaukee County
550790023003,5981,WI,Milwaukee County
550790025003,4832,WI,Milwaukee County
550790026003,4093,WI,Milwaukee County
550790031002,5042,WI,Milwaukee County
550790033002,5364,WI,Milwaukee County
550790039002,3981,WI,Milwaukee County
550896401004,5554,WI,Ozaukee County
550790038001,5448,WI,Milwaukee County
550790039001,4825,WI,Milwaukee County
550790043003,5681,WI,Milwaukee County
550790043005,4663,WI,Milwaukee County
550790068001,20843,WI,Milwaukee County
550790068002,4085,WI,Milwaukee County
550790068003,3809,WI,Milwaukee County
550790044001,8218,WI,Milwaukee County
550790046003,4556,WI,Milwaukee County
550790070004,7156,WI,Milwaukee County
550790071001,10220,WI,Milwaukee County
551010001001,7929,WI,Racine County
550250022001,12308,WI,Dane County
550630103003,102821,WI,La Crosse County
550259917030,21033,WI,Dane County
550250002021,8547,WI,Dane County
550250030013,8383,WI,Dane County
550250115053,14286,WI,Dane County
550250131002,54125,WI,Dane County
550250021003,35949,WI,Dane County
550250131001,21969,WI,Dane County
550250117002,74634,WI,Dane County
550250003003,10189,WI,Dane County
550699602003,58184,WI,Lincoln County
550730019007,78740,WI,Marathon County
550819505002,135432,WI,Monroe County
550699607001,170570,WI,Lincoln County
550699604001,55399,WI,Lincoln County
550790187002,2896,WI,Milwaukee County
550779604001,81558,WI,Marquette County
551410106003,34805,WI,Wood County
550779604002,98219,WI,Marquette County
550390417004,25314,WI,Fond du Lac County
550390420003,46233,WI,Fond du Lac County
550759611003,83310,WI,Marinette County
550390401001,9872,WI,Fond du Lac County
551410104003,18865,WI,Wood County
551410107001,24138,WI,Wood County
550790193003,3536,WI,Milwaukee County
550390401002,8917,WI,Fond du Lac County
551410107003,31800,WI,Wood County
550790191003,6421,WI,Milwaukee County
550790192001,4684,WI,Milwaukee County
550790804002,9284,WI,Milwaukee County
550790190004,6239,WI,Milwaukee County
550790191001,5682,WI,Milwaukee County
551039701002,55140,WI,Richland County
550730010002,8993,WI,Marathon County
550730006022,7900,WI,Marathon County
551410114004,19379,WI,Wood County
550790180001,12707,WI,Milwaukee County
551410102001,27070,WI,Wood County
550090016004,9486,WI,Brown County
550291005002,204205,WI,Door County
550090202042,11513,WI,Brown County
550291010002,105617,WI,Door County
550291005001,181373,WI,Door County
550299900000,643786,WI,Door County
550279607002,4784,WI,Dodge County
550291006002,61294,WI,Door County
