FID,FID_1,OBJECTID,Cession_Da,Nation_Cor,LinkRoyce,LinkKapple,Year_value,Square_Mil
0,0,1,-5844096000000.000000000000000,Six Nations of New York,https://archive.org/stream/annualreportofbu218smit#page/648/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/nat0005.htm,1784,25508.668025300001000
1,1,2,-5836233600000.000000000000000,"Wyandotte, Delaware, Chippewa, and Ottawa",https://archive.org/stream/annualreportofbu218smit#page/648/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0006.htm,1785,67.940522053899997
2,2,3,-5809363200000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/648/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0008.htm,1785,10509.889702500001000
3,3,4,-4633632000000.000000000000000,Christian Indians,https://archive.org/stream/annualreportofbu218smit#page/650/mode/2up, ,1823,17.317038744900000
4,4,5,-4633632000000.000000000000000,Christian Indians,https://archive.org/stream/annualreportofbu218smit#page/650/mode/2up, ,1823,21.762357811499999
5,5,6,-4633632000000.000000000000000,Christian Indians,https://archive.org/stream/annualreportofbu218smit#page/652/mode/2up, ,1823,14.546918112500000
6,6,7,-5661360000000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/652/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0025.htm,1790,11333.872423000001000
7,7,8,-5632934400000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/652/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0029.htm,1791,6672.178417340000100
8,8,9,-5526835200000.000000000000000,Six Nations,https://archive.org/stream/annualreportofbu218smit#page/652/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/six0034.htm,1794,227.824000936999990
9,9,10,-5526835200000.000000000000000,Six Nations,https://archive.org/stream/annualreportofbu218smit#page/652/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/six0034.htm,1794,252.793045565000000
10,10,11,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/654/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,49874.377937700003000
11,11,12,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/654/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,75.714886793000005
12,12,13,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/654/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,11.462069152100000
13,13,14,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/654/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,60.702080841300003
14,14,15,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/654/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,70.020236477400005
15,15,16,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/654/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,72.415125713600005
16,16,17,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/654/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,5.294900923900000
17,17,18,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/654/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,248.264717538000010
18,18,19,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/654/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,40.909744714600002
19,19,20,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/654/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,20.219268352699999
20,20,21,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/656/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,48.378077058800002
21,21,22,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/656/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,29.341098859100001
22,22,23,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/656/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,77.743162179300001
23,23,24,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/656/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,470.700882528000020
24,24,25,-5503939200000.000000000000000,"Wyandotte, Delaware, Shawnee, Ottawa, Chippewa, Potawatomi,Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/656/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0039.htm,1795,4578.507740500000200
25,25,26,-5477846400000.000000000000000,Seven Nations of Canada,https://archive.org/stream/annualreportofbu218smit#page/656/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sev0045.htm,1796,60.258559956799999
26,26,27,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/658/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,10672.556646600000000
27,27,28,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/658/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,6.430879437800000
28,28,29,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/658/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,5.250663534000000
29,29,30,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/658/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,4.727812041500000
30,30,31,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/658/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,4.594811094300000
31,31,32,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/658/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,60.721406682999998
32,32,33,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/658/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,36.367390126600000
33,33,34,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/658/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,25.347317150599999
34,34,35,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/658/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,7.815446337500000
35,35,36,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/660/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,163.156116438000000
36,36,37,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/660/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,280.161932544000020
37,37,38,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/660/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,178.069450625000000
38,38,39,-5437065600000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/660/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen1027.htm,1797,9.513050896099999
39,39,40,-5404060800000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/660/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0051.htm,1798,2734.924719400000000
40,40,41,-5302886400000.000000000000000,Choctaw,https://archive.org/stream/annualreportofbu218smit#page/660/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cho0056.htm,1801,4974.603751949999600
41,41,42,-5287248000000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/660/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0058.htm,1802,2880.111354530000000
42,42,43,-5286038400000.000000000000000,Seneca,https://archive.org/stream/annualreportofbu218smit#page/662/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sen0060.htm,1802,57.612765008799997
43,43,44,-5276620800000.000000000000000,Choctaw,https://archive.org/stream/annualreportofbu218smit#page/662/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cho0063.htm,1802,2055.108784449999800
44,44,45,-5256489600000.000000000000000,"Delaware, Shawnee, Potawatomi, Miami, Eel River, Wea, Kickapoo, Piankishaw, and Kaskaskia",https://archive.org/stream/annualreportofbu218smit#page/664/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/del0064.htm,1803,26.136988254700000
45,45,46,-5250700800000.000000000000000,Kaskaskia,https://archive.org/stream/annualreportofbu218smit#page/664/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/kas0067.htm,1803,42437.026667400001000
46,46,47,-5218646400000.000000000000000,Delaware,https://archive.org/stream/annualreportofbu218smit#page/664/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/del0070.htm,1804,5093.937637160000100
47,47,48,-5211993600000.000000000000000,Sac and Fox,https://archive.org/stream/annualreportofbu218smit#page/666/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0074.htm,1804,44342.545566399996000
48,48,49,-5212857600000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/666/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0073.htm,1804,224.937437491999990
49,49,50,-5190998400000.000000000000000,"Wyandotte, Ottawa, Chippewa, Munsee, Delaware, Shawnee, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/666/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0077.htm,1805,3742.489727050000100
50,50,51,-5190998400000.000000000000000,"Wyandotte, Ottawa, Chippewa, Munsee, Delaware, Shawnee, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/668/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0077.htm,1805,3403.792110720000000
51,51,52,-5189356800000.000000000000000,Chickasaw,https://archive.org/stream/annualreportofbu218smit#page/668/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0079.htm,1805,7793.677559570000100
52,52,53,-5186851200000.000000000000000,"Delaware, Potawatomi, Miami, Eel River, and Wea",https://archive.org/stream/annualreportofbu218smit#page/668/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/del0080.htm,1805,4038.521984919999800
53,53,54,-5181235200000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/668/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0082.htm,1805,11487.107843199999000
54,54,55,-5181062400000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/670/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0084.htm,1805,12.929554782400000
55,55,56,-5181062400000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/670/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0084.htm,1805,0.733151087400000
56,56,57,-5179507200000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/670/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0085.htm,1805,4883.364850390000400
57,57,58,-5179334400000.000000000000000,Choctaw,https://archive.org/stream/annualreportofbu218smit#page/672/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cho0087.htm,1805,11055.258198699999000
58,58,59,-5179334400000.000000000000000,Choctaw,https://archive.org/stream/annualreportofbu218smit#page/672/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cho0087.htm,1805,15.301099625599999
59,59,60,-5175532800000.000000000000000,Piankishaw,https://archive.org/stream/annualreportofbu218smit#page/672/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pia0089.htm,1805,6570.312189999999600
60,60,61,-5174841600000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/672/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0090.htm,1806,11172.020259999999000
61,61,62,-5174841600000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/674/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0090.htm,1806,1.610831627200000
62,62,63,-5116176000000.000000000000000,"Ottawa, Chippewa, Wyandotte, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/674/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0092.htm,1807,17211.326961499999000
63,63,64,-5085158400000.000000000000000,Great and Little Osage,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/osa0095.htm,1808,108153.574450000000000
64,64,65,-5085158400000.000000000000000,Great and Little Osage,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/osa0095.htm,1808,73.302301273599994
65,65,66,-5085158400000.000000000000000,Great and Little Osage,https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/osa0095.htm,1808,28332.257840700000000
66,66,67,-5083862400000.000000000000000,"Chippewa, Ottawa, Potawatomi, Wyandotte, and Shawnee",https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0099.htm,1808,84.257819472300000
67,67,68,-5057164800000.000000000000000,"Delaware, Potawatomi, Miami, and Eel River Miami",https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/del0101.htm,1809,5207.854200310000100
68,68,69,-5057164800000.000000000000000,"Delaware, Potawatomi, Miami, and Eel River Miami",https://archive.org/stream/annualreportofbu218smit#page/676/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/del0101.htm,1809,1550.961936250000000
69,69,70,-5057164800000.000000000000000,"Delaware, Potawatomi, Miami, and Eel River Miami",https://archive.org/stream/annualreportofbu218smit#page/678/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/del0101.htm,1809,1118.295363870000100
70,70,71,-5051116800000.000000000000000,Kickapoo,https://archive.org/stream/annualreportofbu218smit#page/678/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/kic0104.htm,1809,317.412666505000000
71,71,72,-4903891200000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/678/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0107.htm,1814,45877.260281100003000
72,72,73,-4852828800000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/680/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0124.htm,1816,391.910710681000010
73,73,74,-4839436800000.000000000000000,"Ottawa, Chippewa, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/680/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0132.htm,1816,18175.620559499999000
74,74,75,-4839436800000.000000000000000,"Ottawa, Chippewa, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/680/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0132.htm,1816,2052.935349830000200
75,75,76,-4837622400000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/682/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0133.htm,1816,5239.995700460000100
76,76,77,-4837104000000.000000000000000,Chickasaw,https://archive.org/stream/annualreportofbu218smit#page/682/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0135.htm,1816,13123.435446000000000
77,77,78,-4837104000000.000000000000000,Chickasaw,https://archive.org/stream/annualreportofbu218smit#page/682/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0135.htm,1816,67.092450892800002
78,78,79,-4834166400000.000000000000000,Choctaw,https://archive.org/stream/annualreportofbu218smit#page/684/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cho0137.htm,1816,6676.684157740000000
79,79,80,-4811961600000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/684/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0140.htm,1817,790.827182341000030
80,80,81,-4811961600000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/684/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0140.htm,1817,603.383763050999960
81,81,82,-4811961600000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/684/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0140.htm,1817,279.036617853000000
82,82,83,-4811961600000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/684/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0140.htm,1817,11.155944970300000
83,83,84,-4804790400000.000000000000000,"Wyandotte, Seneca, Delaware, Shawnee, Potawatomi, Ottawa, and Chippewa",https://archive.org/stream/annualreportofbu218smit#page/684/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0145.htm,1817,11667.184920800000000
84,84,85,-4804790400000.000000000000000,"Wyandotte, Seneca, Delaware, Shawnee, Potawatomi, Ottawa, and Chippewa",https://archive.org/stream/annualreportofbu218smit#page/684/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0145.htm,1817,2137.769332310000200
85,85,86,-4804790400000.000000000000000,"Wyandotte, Seneca, Delaware, Shawnee, Potawatomi, Ottawa, and Chippewa",https://archive.org/stream/annualreportofbu218smit#page/686/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0145.htm,1817,8.876268980600001
86,86,87,-4804790400000.000000000000000,"Wyandotte, Seneca, Delaware, Shawnee, Potawatomi, Ottawa, and Chippewa",https://archive.org/stream/annualreportofbu218smit#page/688/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0145.htm,1817,25.467270826499998
87,87,88,-4804790400000.000000000000000,"Wyandotte, Seneca, Delaware, Shawnee, Potawatomi, Ottawa, and Chippewa",https://archive.org/stream/annualreportofbu218smit#page/688/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0145.htm,1817,8.480012698200000
88,88,89,-4794854400000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/688/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0155.htm,1818,2639.646777259999900
89,89,90,-4776364800000.000000000000000,Quapaw,https://archive.org/stream/annualreportofbu218smit#page/688/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/qua0160.htm,1818,81396.959533000001000
90,90,91,-4774032000000.000000000000000,Wyandotte,https://archive.org/stream/annualreportofbu218smit#page/690/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0164.htm,1818,15.208591199200001
91,91,92,-4774032000000.000000000000000,Wyandotte,https://archive.org/stream/annualreportofbu218smit#page/690/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wya0164.htm,1818,13.036739272400000
92,92,93,-4773600000000.000000000000000,Great and Little Osage,https://archive.org/stream/annualreportofbu218smit#page/692/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/osa0167.htm,1818,4725.610774820000200
93,93,94,-4772995200000.000000000000000,Potawatomi,https://archive.org/stream/annualreportofbu218smit#page/692/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/pot0168.htm,1818,2068.705315190000000
94,94,95,-4772649600000.000000000000000,Miami,https://archive.org/stream/annualreportofbu218smit#page/692/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/mia0171.htm,1818,18954.120472200000000
95,95,96,-4771526400000.000000000000000,Chickasaw,https://archive.org/stream/annualreportofbu218smit#page/694/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0174.htm,1818,19488.948105600000000
96,96,97,-4761072000000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0177.htm,1819,2308.614923140000000
97,97,98,-4761072000000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0177.htm,1819,574.485587494000010
98,98,99,-4761072000000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0177.htm,1819,6101.894159030000100
99,99,100,-4761072000000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0177.htm,1819,1.020894197700000
100,100,101,-4761072000000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0177.htm,1819,0.419283526900000
101,101,102,-4761072000000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0177.htm,1819,242.938298886000010
102,102,103,-4761072000000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0177.htm,1819,5.765233509700000
103,103,104,-4761072000000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0177.htm,1819,6.785371798100000
104,104,105,-4761072000000.000000000000000,Cherokee,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/che0177.htm,1819,8.453826411600000
105,105,106,-4746988800000.000000000000000,Kickapoo,https://archive.org/stream/annualreportofbu218smit#page/696/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/kic0182.htm,1819,36938.204340199998000
106,106,107,-4742150400000.000000000000000,Chippewa,https://archive.org/stream/annualreportofbu218smit#page/698/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0185.htm,1819,21841.859209900002000
107,107,108,-4719168000000.000000000000000,Chippewa,https://archive.org/stream/annualreportofbu218smit#page/700/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0187.htm,1820,73.617084432799999
108,108,109,-4717440000000.000000000000000,Ottawa and Chippewa,https://archive.org/stream/annualreportofbu218smit#page/700/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/chi0188.htm,1820,1.565197370800000
109,109,110,-4714329600000.000000000000000,Wea,https://archive.org/stream/annualreportofbu218smit#page/700/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/wea0190.htm,1820,52.459366940700001
110,110,111,-4708454400000.000000000000000,Choctaw,https://archive.org/stream/annualreportofbu218smit#page/700/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cho0191.htm,1820,11152.079485300001000
111,111,112,-4701369600000.000000000000000,Muscogee,https://archive.org/stream/annualreportofbu218smit#page/702/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cre0195.htm,1821,8729.897612889999400
112,112,113,-4681238400000.000000000000000,"Ottawa, Chippewa, and Potawatomi",https://archive.org/stream/annualreportofbu218smit#page/702/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/ott0198.htm,1821,12034.016847400000000
113,113,114,-4616438400000.000000000000000,Seminoles,https://archive.org/stream/annualreportofbu218smit#page/704/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sem0203.htm,1823,61400.147959900001000
114,114,115,-4616438400000.000000000000000,Seminoles,https://archive.org/stream/annualreportofbu218smit#page/706/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sem0203.htm,1823,7.353685133500000
115,115,116,-4588704000000.000000000000000,Sac and Fox,https://archive.org/stream/annualreportofbu218smit#page/706/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/sau0207.htm,1824,324.153799928000010
116,116,117,-4579804800000.000000000000000,Quapaw,https://archive.org/stream/annualreportofbu218smit#page/706/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/qua0210.htm,1824,2395.481142669999800
117,117,118,-4574102400000.000000000000000,Choctaw,https://archive.org/stream/annualreportofbu218smit#page/708/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/cho0211.htm,1825,12511.925885400000000
118,118,119,-4562611200000.000000000000000,Great and Little Osage,https://archive.org/stream/annualreportofbu218smit#page/708/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/osa0217.htm,1825,91789.109626200006000
119,119,120,-4562524800000.000000000000000,Kaw,https://archive.org/stream/annualreportofbu218smit#page/708/mode/2up,http://digital.library.okstate.edu/Kappler/Vol2/treaties/kan0222.htm,1825,43564.760799600001000
