SCHOOL,DISTRICT,SCH_TYPE,LOW_GRADE,HIGH_GRD,TYPE_DESC,SCH_CAT,CHARTER,FULL_ADDR,PHYS_COUNT,CESA,DPI_KEY,DIST_CODE,SCH_CODE,UNIQUE,NCES_DIST,NCES_SCH,Latitude,Longitude,Comment_Vax,PctMetMinRequirements_Vax
Gillett Middle School ,Gillett,Middle School,6,8,Public school,Regular,No,208 W Main St  Gillett WI  54124,Oconto,8,10615,2128,40,21280040,5505250,565,44.886856,-88.314723,Report received,93
Glacier Creek Middle School ,Middleton-Cross Plains Area,Middle School,5,8,Public school,Regular,No,2800 Military Road  Cross Plains WI  53528,Dane,2,30748,3549,50,35490050,5509510,754,43.116479,-89.632536,Report received,93
Goodman-Armstrong Elementary ,Goodman-Armstrong Creek,Elementary School,K4,6,Public school,Regular,No,1 Falcon Crest  Goodman WI  54125,Marinette,8,10639,2212,20,22120020,5505580,593,45.648826,-88.333152,Report received,93
Grafton High School,Grafton,High School,9,12,Public school,Regular,No,1950 Washington St  Grafton WI  53024-2103,Ozaukee,1,1148,2217,40,22170040,5505610,2248,43.320507,-87.940905,Report received,93
Grantsburg High School,Grantsburg,High School,9,12,Public school,Regular,No,480 E James Ave  Grantsburg WI  54840-7959,Burnett,11,16620,2233,80,22330080,5505670,602,45.774766,-92.675527,Report received,93
Greenfield Middle School ,Greenfield,Middle School,6,8,Public school,Regular,No,3200 W Barnard Ave  Greenfield WI  53221-2683,Milwaukee,1,5312,2303,130,23030130,5505940,654,42.956199,-87.957423,Report received,93
Halmstad Elementary ,Chippewa Falls Area Unified,Elementary School,KG,5,Public school,Regular,No,565 E South Ave  Chippewa Falls WI  54729-3402,Chippewa,10,15510,1092,110,10920110,5502550,284,44.915325,-91.379475,Report received,93
HAPA-Hmong Amer Peace Ac,Milwaukee,Combined Elementary/Secondary School,K3,12,Public school,Regular,Charter,4601 N 84th St  Milwaukee WI  53225-4958,Milwaukee,1,837,3619,880,36190880,5509600,2979,43.102247,-88.018413,Report received,93
Hawthorn Hills Elementary ,Wausau,Elementary School,K4,5,Public school,Regular,No,1600 Kickbusch St  Wausau WI  54403-1600,Marathon,9,12308,6223,110,62230110,5515900,2365,44.956793,-89.605789,Report received,93
Hawthorne Elementary ,Madison Metropolitan,Elementary School,K4,5,Public school,Regular,No,3344 Concord Ave  Madison WI  53714-1134,Dane,2,8580,3269,48,32690048,5508520,2410,43.111696,-89.328516,Report received,93
Hawthorne Elementary ,Milwaukee,Elementary School,K3,5,Public school,Regular,No,6945 N 41st St  Milwaukee WI  53209-2204,Milwaukee,1,4712,3619,212,36190212,5509600,1185,43.14404,-87.964281,Report received,93
Hawthorne Elementary ,Waukesha,Elementary School,K4,5,Public school,Regular,No,1111 Maitland Dr  Waukesha WI  53188-2399,Waukesha,1,4109,6174,180,61740180,5515780,2012,43.02618,-88.247356,Report received,93
Highlands Elementary ,Appleton Area,Elementary School,PK,6,Public school,Regular,No,2037 N Elinor St  Appleton WI  54914-2299,Outagamie,6,17338,147,180,1470180,5500390,55,44.281362,-88.427868,Report received,93
Hilbert Middle School ,Hilbert,Middle School,5,8,Public school,Regular,No,1139 W Milwaukee St  Hilbert WI  54129,Calumet,7,48780,2534,200,25340200,5506450,1458,44.138109,-88.167995,Report received,93
Holmen Middle School ,Holmen,Middle School,6,8,Public school,Regular,No,502 N Main St  Holmen WI  54636,La Crosse,4,14685,2562,45,25620045,5506540,707,43.969194,-91.263003,Report received,93
Holmen Public Preschool,Holmen,Elementary School,K4,0,Public school,Regular,No,Viking Elementary 500 E Wall St Holmen WI  54636,La Crosse,4,14686,2562,80,25620080,5506540,709,43.947635,-91.254015,Report received,93
Hoover Elementary ,Neenah Joint,Elementary School,K4,5,Public school,Regular,No,950 Hunt Ave  Neenah WI  54956-3799,Winnebago,6,17977,3892,80,38920080,5510320,1344,44.172157,-88.477948,Report received,93
Hoover Elementary ,West Allis-West Milwaukee,Elementary School,K4,5,Public school,Regular,No,12705 W Euclid Ave  New Berlin WI  53151-4699,Waukesha,1,3479,6300,100,63000100,5516260,2105,42.985252,-88.072476,Report received,93
Horicon Jr High School,Horicon,Junior High School,7,8,Public school,Regular,No,841 Gray St  Horicon WI  53032-1730,Dodge,6,1373,2576,80,25760080,5506570,713,43.445302,-88.624118,Report received,93
Houdini Elementary ,Appleton Area,Elementary School,PK,6,Public school,Regular,No,2305 W Capitol Dr  Appleton WI  54914-6831,Outagamie,6,17471,147,195,1470195,5500390,2366,44.29491,-88.443805,Report received,93
Hustisford High School,Hustisford,High School,6,12,Public school,Regular,No,845 S Lake St  Hustisford WI  53034,Dodge,6,1416,2625,40,26250040,5506780,738,43.33737,-88.605061,Report received,93
Iola-Scandinavia Elementary ,Iola-Scandinavia,Elementary School,K4,6,Public school,Regular,No,450 Division St  Iola WI  54945-9629,Waupaca,5,17851,2639,20,26390020,5506840,741,44.503671,-89.124602,Report received,93
Iowa-Grant High School,Iowa-Grant,High School,9,12,Public school,Regular,No,462 County Road IG  Livingston WI  53554-9527,Iowa,3,6807,2646,40,26460040,5506870,745,42.898716,-90.511593,Report received,93
John Dewey Acad of Learning,Green Bay Area Public,High School,6,12,Public school,Regular,Charter,1420 Harvey St  Green Bay WI  54302-1918,Brown,7,674,2289,445,22890445,5505820,2857,44.513223,-87.98938,Report received,93
Julian Thomas Elementary ,Racine Unified,Elementary School,K4,5,Public school,Regular,No,930 Martin Luther King Dr  Racine WI  53404-3008,Racine,1,72500,4620,720,46200720,5512360,3337,42.756718,-87.812275,Report received,93
Kewaskum Elementary ,Kewaskum,Elementary School,K4,5,Public school,Regular,No,1415 Bilgo Ln  Kewaskum WI  53040,Washington,6,1516,2800,60,28000060,5507380,836,43.522647,-88.224785,Report received,93
Kewaskum High School,Kewaskum,High School,9,12,Public school,Regular,No,1510 Bilgo Ln  Kewaskum WI  53040,Washington,6,1517,2800,80,28000080,5507380,837,43.524783,-88.224301,Report received,93
Kickapoo Elementary ,Kickapoo Area,Elementary School,K4,5,Public school,Regular,No,S6520 State Highway 131  Viola WI  54664-8528,Vernon,3,15015,5960,60,59600060,5512540,1660,43.503495,-90.678871,Report received,93
Kohler Middle School ,Kohler,Middle School,6,8,Public school,Regular,No,333 Upper Rd  Kohler WI  53044,Sheboygan,7,889,2842,250,28420250,5507500,2946,43.740226,-87.785807,Report received,93
Kromrey Middle School ,Middleton-Cross Plains Area,Middle School,5,8,Public school,Regular,No,7009 Donna Dr  Middleton WI  53562-1798,Dane,2,6938,3549,30,35490030,5509510,1104,43.105127,-89.504438,Report received,93
La Farge Middle School ,La Farge,Middle School,6,8,Public school,Regular,No,301 W Adams St  La Farge WI  54639-7936,Vernon,4,70069,2863,210,28630210,5507560,1757,43.579179,-90.639254,Report received,93
Laconia High School,Rosendale-Brandon,High School,9,12,Public school,Regular,No,301 W Division St  Rosendale WI  54974,Fond du Lac,6,18255,4956,50,49560050,5513100,1729,43.807572,-88.681715,Report received,93
Lake Mills Elementary ,Lake Mills Area,Elementary School,K4,4,Public school,Regular,No,155 E Pine St  Lake Mills WI  53551,Jefferson,2,6779,2898,100,28980100,5507710,889,43.087598,-88.90732,Report received,93
Lakewood Elementary ,Twin Lakes #4,Elementary School,K4,8,Public school,Regular,No,1218 Wilmot Ave  Twin Lakes WI  53181-9419,Kenosha,2,3727,5817,20,58170020,5515090,1957,42.523255,-88.246046,Report received,93
Lancaster Middle School ,Lancaster Community,Middle School,6,8,Public school,Regular,No,802 E Elm St  Lancaster WI  53813-1320,Grant,3,8950,2912,40,29120040,5507770,890,42.850088,-90.700265,Report received,93
Lapham Elementary ,Madison Metropolitan,Elementary School,K4,2,Public school,Regular,No,1045 E Dayton St  Madison WI  53703-2427,Dane,2,7734,3269,53,32690053,5508520,2412,43.085357,-89.372229,Report received,93
Lemonweir Elementary ,Tomah Area,Elementary School,K4,5,Public school,Regular,No,711 N Glendale Ave  Tomah WI  54660-1316,Monroe,4,14953,5747,60,57470060,5514910,1934,43.994106,-90.494901,Report received,93
Lodi Primary,Lodi,Elementary School,K4,2,Public school,Regular,No,1307 Sauk St  Lodi WI  53555,Columbia,5,6305,3150,20,31500020,5508190,903,43.342813,-89.557023,Report received,93
Logan High School,La Crosse,High School,9,12,Public school,Regular,No,1500 Ranger Dr  La Crosse WI  54603-2713,La Crosse,4,14372,2849,220,28490220,5507530,865,43.845769,-91.232058,Report received,93
Lomira Elementary ,Lomira,Elementary School,PK,5,Public school,Regular,No,1030 4th St  Lomira WI  53048-9558,Dodge,6,1585,3171,40,31710040,5508220,907,43.588852,-88.44508,Report received,93
Lyndon Station Elementary ,Mauston,Elementary School,K4,4,Public school,Regular,No,200 Hoehn Dr  Lyndon Station WI  53944,Juneau,5,9598,3360,40,33600040,5508850,1024,43.708535,-89.900478,Report received,93
Lyons Ctr,Burlington Area,Elementary School,K4,4,Public school,Regular,No,1622 Mill St  Burlington WI  53105,Walworth,2,26902,777,120,7770120,5501890,635,42.646483,-88.35863,Report received,93
Maple Dale Elementary ,Maple Dale-Indian Hill,Elementary School,3,8,Public school,Regular,No,8377 N Port Washington Rd  Fox Point WI  53217-2653,Milwaukee,1,5122,1897,40,18970040,5504770,516,43.168454,-87.912596,Report received,93
Markesan Primary,Markesan,Elementary School,K4,3,Public school,Regular,No,200 S Margaret St  Markesan WI  53946,Green Lake,6,9605,3325,100,33250100,5508760,1010,43.70501,-88.990689,Report received,93
Marshall Early Learning Ctr,Marshall,Elementary School,K4,2,Public school,Regular,No,369 School St  Marshall WI  53559-9655,Dane,2,6890,3332,80,33320080,5508790,569,43.163966,-89.070647,Report received,93
Marshall High School,Marshall,High School,9,12,Public school,Regular,No,623 Madison St  Marshall WI  53559-9273,Dane,2,6888,3332,40,33320040,5508790,1013,43.163811,-89.075301,Report received,93
Marshall High School,Milwaukee,High School,9,12,Public school,Regular,No,4141 N 64th St  Milwaukee WI  53216-1149,Milwaukee,1,5088,3619,8,36190008,5509600,1215,43.093643,-87.993163,Report received,93
Medford Middle School ,Medford Area Public,Middle School,5,8,Public school,Regular,No,509 E Clark St  Medford WI  54451-1567,Taylor,10,12793,3409,240,34090240,5508940,1044,45.140247,-90.337772,Report received,93
Merryman Elementary ,Marinette,Elementary School,1,4,Public school,Regular,No,611 Elizabeth Ave  Marinette WI  54143-2699,Marinette,8,10879,3311,120,33110120,5508700,998,45.089017,-87.610891,Report received,93
Mill Valley Elementary ,Muskego-Norway,Elementary School,K4,4,Public school,Regular,No,W191S6445 Hillendale Dr  Muskego WI  53150-9092,Waukesha,1,3436,3857,100,38570100,5510170,1333,42.927475,-88.154013,Report received,93
Milton High School,Milton,High School,9,12,Public school,Regular,No,114 W High St  Milton WI  53563-1699,Rock,2,6985,3612,100,36120100,5509570,1118,42.77427,-88.956182,Report received,93
Milton Middle School ,Milton,Middle School,7,8,Public school,Regular,No,20 E Madison Ave  Milton WI  53563-1399,Rock,2,6986,3612,120,36120120,5509570,1119,42.780883,-88.951514,Report received,93
Milw College Prep--38th St,Milwaukee,Elementary School,K4,8,Public school,Regular,Charter,2623 N 38th St  Milwaukee WI  53210-2502,Milwaukee,1,691,3619,111,36190111,5509600,2853,43.066555,-87.961523,Report received,93
Mound View Elementary ,Elk Mound Area,Elementary School,K4,4,Public school,Regular,No,455 University St  Elk Mound WI  54739-9527,Dunn,11,15681,1645,60,16450060,5504230,454,44.873405,-91.678632,Report received,93
Mount Horeb Intermediate,Mount Horeb Area,Elementary School,3,5,Public school,Regular,No,200 Hanneman St  Mount Horeb WI  53572,Dane,2,7125,3794,100,37940100,5509990,1311,43.006419,-89.724636,Report received,93
Mount Horeb Primary Ctr,Mount Horeb Area,Elementary School,1,2,Public school,Regular,No,207 Academy St  Mount Horeb WI  53572,Dane,2,7128,3794,130,37940130,5509990,1313,43.003495,-89.73705,Report received,93
Mukwonago High School,Mukwonago,High School,8,12,Public school,Regular,No,605 W Veterans Way  Mukwonago WI  53149,Waukesha,1,3385,3822,60,38220060,5510060,1319,42.873635,-88.348019,Report received,93
Nature Hill Intermediate,Oconomowoc Area,Middle School,5,8,Public school,Regular,No,850 Lake Dr  Oconomowoc WI  53066,Waukesha,1,388,4060,200,40600200,5510890,2795,43.131403,-88.48353,Report received,93
New Berlin Middle School /Hi,New Berlin,High School,7,12,Public school,Regular,No,18695 W Cleveland Ave  New Berlin WI  53146-2231,Waukesha,1,3305,3925,140,39250140,5510470,1372,42.989443,-88.146056,Report received,93
New Glarus Middle School ,New Glarus,Middle School,6,8,Public school,Regular,No,1619 2nd St  New Glarus WI  53574,Green,2,770,3934,250,39340250,5510500,2929,42.803296,-89.635553,Report received,93
North Cape Elementary ,North Cape,Elementary School,K4,8,Public school,Regular,No,11926 W Highway K  Franksville WI  53126-9691,Racine,2,2907,4690,20,46900020,5512510,1657,42.785553,-87.995471,Report received,93
North Greenville Elementary ,Hortonville Area,Elementary School,K4,4,Public school,Regular,No,N2468 Learning Way  Greenville WI  54942,Outagamie,6,874,2583,160,25830160,5506600,2958,44.286983,-88.556406,Report received,93
North Lake Elementary ,North Lake,Elementary School,K4,8,Public school,Regular,No,N75W31283 Highway VV  North Lake WI  53064,Waukesha,1,1762,3514,20,35140020,5509300,2268,43.018696,-88.302997,Report received,93
North Woods International Sch,La Crosse,Elementary School,K4,5,Public school,Regular,No,2541 Sablewood Rd  La Crosse WI  54601,La Crosse,4,14369,2849,111,28490111,5507530,196,43.857792,-91.181538,Report received,93
Northside Elementary ,La Crosse,Elementary School,K4,5,Public school,Regular,No,1611 Kane St  La Crosse WI  54601,La Crosse,4,14368,2849,80,28490080,5507530,857,43.847485,-91.241446,Report received,93
Northside Elementary ,Middleton-Cross Plains Area,Elementary School,PK,4,Public school,Regular,No,3620 High Rd  Middleton WI  53562-1099,Dane,2,6941,3549,90,35490090,5509510,1109,43.114396,-89.502513,Report received,93
Northside Elementary ,Monroe,Elementary School,K4,5,Public school,Regular,No,3005 8 1/2 St  Monroe WI  53566-1999,Green,2,7052,3682,140,36820140,5509840,1300,42.603559,-89.625279,Report received,93
Northside Elementary ,Sun Prairie Area,Elementary School,PK,5,Public school,Regular,No,230 W Klubertanz Dr  Sun Prairie WI  53590-1498,Dane,2,7523,5656,60,56560060,5514640,1900,43.19375,-89.215485,Report received,93
Northside Intermediate,Milton,Elementary School,4,6,Public school,Regular,No,159 Northside Dr  Milton WI  53563-1372,Rock,2,6987,3612,130,36120130,5509570,382,42.782406,-88.94732,Report received,93
Oaklawn Elementary ,Menomonie Area,Elementary School,PK,5,Public school,Regular,No,500 21st St S  Menomonie WI  54751,Dunn,11,15818,3444,210,34440210,5509090,379,44.879476,-91.90248,Report received,93
Oaklawn Elementary ,Oshkosh Area,Elementary School,KG,5,Public school,Regular,No,112 Viola Ave  Oshkosh WI  54901-1900,Winnebago,6,17153,4179,260,41790260,5511190,1493,44.042247,-88.539734,Report received,93
Oconto High School,Oconto Unified,High School,9,12,Public school,Regular,No,1717 Superior Ave  Oconto WI  54153-2009,Oconto,8,10968,4067,100,40670100,5510920,1428,44.901002,-87.872432,Report received,93
Omro Middle School ,Omro,Middle School,6,8,Public school,Regular,No,455 Fox Trl  Omro WI  54963-1198,Winnebago,6,18115,4088,80,40880080,5510980,1443,44.045856,-88.739494,Report received,93
Oregon High School,Oregon,High School,9,12,Public school,Regular,No,456 N Perry Pkwy  Oregon WI  53575-1299,Dane,2,7207,4144,60,41440060,5511100,1470,42.931294,-89.371899,Report received,93
Osceola Elementary ,Osceola,Elementary School,K4,2,Public school,Regular,No,250 10th Ave E  Osceola WI  54020,Polk,11,10219,4165,40,41650040,5511160,1479,45.328843,-92.696196,Report received,93
Osceola High School,Osceola,High School,9,12,Public school,Regular,No,1111 Oak Ridge Dr  Osceola WI  54020,Polk,11,10220,4165,60,41650060,5511160,1480,45.333096,-92.685167,Report received,93
Pardeeville Middle School ,Pardeeville Area,Middle School,5,8,Public school,Regular,No,120 Oak St  Pardeeville WI  53954-8842,Columbia,5,9729,4228,100,42280100,5511370,1519,43.533806,-89.292154,Report received,93
Paris Elementary ,Paris J1,Elementary School,PK,8,Public school,Regular,No,1901 176th Ave  Kenosha WI  53144-7615,Kenosha,2,3093,4235,20,42350020,5511400,1520,42.625495,-88.022016,Report received,93
Parkview Middle School ,Ashwaubenon,Middle School,6,8,Public school,Regular,No,955 Willard Dr  Green Bay WI  54304-5092,Brown,7,11955,182,45,1820045,5500540,83,44.488213,-88.070667,Report received,93
P-COC,Racine Unified,Elementary School,PK,0,Public school,Regular,No,914 Saint Patrick St  Racine WI  53402-4867,Racine,1,5825,4620,172,46200172,5512360,458,42.741177,-87.791092,Report received,93
Peshtigo Elementary ,Peshtigo,Elementary School,K4,6,Public school,Regular,No,341 N Emery Ave  Peshtigo WI  54157-1161,Marinette,8,11056,4305,80,43050080,5511610,1533,45.05907,-87.752125,Report received,93
Phillips Elementary ,Phillips,Elementary School,K4,5,Public school,Regular,No,400 Turner St  Phillips WI  54555-1123,Price,12,13972,4347,100,43470100,5511730,1543,45.690386,-90.404848,Report received,93
Pier Elementary ,Fond du Lac,Elementary School,K4,5,Public school,Regular,No,259 Old Pioneer Rd  Fond du Lac WI  54935-6115,Fond du Lac,6,17622,1862,240,18620240,5504680,501,43.754943,-88.43786,Report received,93
Pilgrim Park Middle School ,Elmbrook,Middle School,6,8,Public school,Regular,No,1500 Pilgrim Pkwy  Elm Grove WI  53122-1598,Waukesha,1,2866,714,150,7140150,5501770,2331,43.048908,-88.103681,Report received,93
Plover-Whiting Elementary ,Stevens Point Area Public,Elementary School,PK,6,Public school,Regular,No,1400 Hoover Ave  Plover WI  54467-2330,Portage,5,13044,5607,250,56070250,5514490,1878,44.47824,-89.526939,Report received,93
Port Edwards Elementary ,Port Edwards,Elementary School,K4,4,Public school,Regular,No,951 5th St  Port Edwards WI  54469,Wood,5,13060,4508,60,45080060,5511970,1565,44.349977,-89.865732,Report received,93
Prairie Ridge Early Learning,Eau Claire Area,Elementary School,K4,0,Public school,Regular,No,3031 Epiphany Ln  Eau Claire WI  54703,Eau Claire,10,15135,1554,200,15540200,5504050,423,44.8312,-91.540806,Report received,93
Prairie View Elementary ,Beaver Dam Unified,Elementary School,K4,5,Public school,Regular,No,510 N Crystal Lake Rd  Beaver Dam WI  53916-1993,Dodge,6,48786,336,110,3360110,5500960,1455,43.466482,-88.862852,Report received,93
Prairie View Elementary ,De Soto Area,Elementary School,K4,5,Public school,Regular,No,E3245 County Road N  De Soto WI  54624-8100,Vernon,4,14566,1421,80,14210080,5503240,368,43.480668,-91.133309,Report received,93
Prairie View Elementary ,East Troy Community,Elementary School,3,5,Public school,Regular,No,2131 Townline Rd  East Troy WI  53120-9325,Walworth,2,2790,1540,100,15400100,5504020,1640,42.783946,-88.426435,Report received,93
Prairie View Elementary ,Holmen,Elementary School,K4,5,Public school,Regular,No,1201 Newport La  Holmen WI  54636,La Crosse,4,445,2562,130,25620130,5506540,2764,43.989495,-91.280061,Report received,93
Prairie View Elementary ,Mukwonago,Elementary School,PK,6,Public school,Regular,No,W330S6473 Highway E  North Prairie WI  53153,Waukesha,1,3387,3822,70,38220070,5510060,1321,42.940971,-88.401712,Report received,93
Prairie View Elementary ,Oregon,Elementary School,PK,4,Public school,Regular,No,300 Soden Dr  Oregon WI  53575-1429,Dane,2,7206,4144,50,41440050,5511100,1472,42.929091,-89.381433,Report received,93
Pulaski Community Middle School ,Pulaski Community,Middle School,6,8,Public school,Regular,No,911 S Saint Augustine St  Pulaski WI  54162-9450,Brown,7,70065,4613,200,46130200,5512330,1888,44.6621,-88.244397,Report received,93
Randolph Elementary ,Randolph,Elementary School,K4,8,Public school,Regular,No,110 Meadowood Dr  Randolph WI  53956,Dodge,5,9778,4634,20,46340020,5512420,1650,43.541887,-88.997536,Report received,93
Redgranite Elementary ,Wautoma Area,Elementary School,KG,5,Public school,Regular,No,513 Bonnell Ave  Redgranite WI  54970,Waushara,5,18196,6237,60,62370060,5515960,2072,44.037324,-89.095607,Report received,93
Reedsburg Area High School,Reedsburg,High School,9,12,Public school,Regular,No,1100 S Albert Ave  Reedsburg WI  53959-2423,Sauk,5,9833,4753,80,47530080,5512660,1664,43.522042,-90.021159,Report received,93
Reek Elementary ,Linn J6,Elementary School,K4,8,Public school,Regular,No,W4094 S Lakeshore Dr  Lake Geneva WI  53147-3923,Walworth,2,3317,3094,20,30940020,5508070,899,42.606401,-88.484194,Report received,93
Rib Mountain Elementary ,Wausau,Elementary School,KG,5,Public school,Regular,No,2701 Robin Ln  Wausau WI  54401-7110,Marathon,9,12144,6223,280,62230280,5515900,2059,44.929805,-89.669343,Report received,93
River Bluff Middle School ,Stoughton Area,Middle School,6,8,Public school,Regular,No,235 N Forrest St  Stoughton WI  53589-1753,Dane,2,7469,5621,120,56210120,5514550,1887,42.919373,-89.218262,Report received,93
Riverview Elementary ,Silver Lake J1,Elementary School,K4,8,Public school,Regular,No,300 Prosser St  Silver Lake WI  53170,Kenosha,2,3645,5369,20,53690020,5513860,1815,42.552396,-88.167994,Report received,93
Riverview Elementary ,Wausau,Elementary School,K4,5,Public school,Regular,No,4303 Troy St  Wausau WI  54403-2200,Marathon,9,12313,6223,300,62230300,5515900,2060,45.001857,-89.614666,Report received,93
Riverview Elementary ,Wautoma Area,Elementary School,K4,3,Public school,Regular,No,525 S Water St  Wautoma WI  54982,Waushara,5,18325,6237,80,62370080,5515960,2073,44.07019,-89.291505,Report received,93
Rock Elementary ,Hudson,Elementary School,KG,5,Public school,Regular,No,340 13th St S  Hudson WI  54016-2099,Saint Croix,11,10160,2611,120,26110120,5506690,731,44.967658,-92.739148,Report received,93
Rocketship Southside Comm Prep,Rocketship Education Wisconsin,Elementary School,K4,5,Non District Charter Schools,Regular,Charter,3003 W Cleveland Ave  Milwaukee WI  53215,Milwaukee,1,798,8002,8133,80028133,5500081,2969,42.995475,-87.951895,Report received,93
Rosenow Elementary ,Fond du Lac,Elementary School,K4,5,Public school,Regular,No,290 Weis Ave  Fond du Lac WI  54935-2666,Fond du Lac,6,17624,1862,280,18620280,5504680,503,43.787112,-88.427967,Report received,93
Sawyer Elementary ,Sturgeon Bay,Elementary School,1,2,Public school,Regular,No,60 Willow Dr  Sturgeon Bay WI  54235-2745,Door,7,31010,5642,120,56420120,5514610,1392,44.822458,-87.384079,Report received,93
School for Arts and Performance,Kettle Moraine,High School,9,12,Public school,Regular,Charter,349 N Oak Crest Dr  Wales WI  53183-9711,Waukesha,1,655,1376,460,13760460,5503510,2861,43.009409,-88.377538,Report received,93
Shared Journeys,West Allis-West Milwaukee,High School,7,12,Public school,Alternative,Charter,1509 S 76th St  West Allis WI  53214,Milwaukee,1,754,6300,410,63000410,5516260,2918,43.014694,-88.007566,Report received,93
Shorewood High School,Shorewood,High School,9,12,Public school,Regular,No,1701 E Capitol Dr  Shorewood WI  53211-1996,Milwaukee,1,4816,5355,80,53550080,5513800,1811,43.087861,-87.889789,Report received,93
Shullsburg Elementary ,Shullsburg,Elementary School,K4,5,Public school,Regular,No,444 N Judgement St  Shullsburg WI  53586-9414,Lafayette,3,7414,5362,60,53620060,5513830,1813,42.575593,-90.230563,Report received,93
Shullsburg High School,Shullsburg,High School,9,12,Public school,Regular,No,444 N Judgement St  Shullsburg WI  53586-9414,Lafayette,3,7415,5362,80,53620080,5513830,1814,42.575593,-90.230563,Report received,93
Silver Lake Intermediate,Oconomowoc Area,Middle School,5,8,Public school,Regular,No,555 Oconomowoc Pkwy  Oconomowoc WI  53066,Waukesha,1,1796,4060,135,40600135,5510890,1422,43.086431,-88.507895,Report received,93
Siren Elementary ,Siren,Elementary School,K4,5,Public school,Regular,No,24022 4th Ave  Siren WI  54872-8114,Burnett,11,16922,5376,20,53760020,5513890,1816,45.785262,-92.377046,Report received,93
South High School,Sheboygan Area,High School,9,12,Public school,Regular,No,1240 Washington Ave  Sheboygan WI  53081-6700,Sheboygan,7,2082,5271,340,52710340,5513650,1797,43.719511,-87.721682,Report received,93
South High School,Waukesha,High School,9,12,Public school,Regular,No,401 E Roberta Ave  Waukesha WI  53186-6637,Waukesha,1,3985,6174,460,61740460,5515780,2025,42.993195,-88.222594,Report received,93
State Road Elementary ,La Crosse,Elementary School,K4,5,Public school,Regular,No,3900 Pammel Creek Rd  La Crosse WI  54601,La Crosse,4,14128,2849,320,28490320,5507530,869,43.786995,-91.1999,Report received,93
Stellar Collegiate,Stellar Collegiate,Elementary School,K4,5,Non District Charter Schools,Regular,Charter,1115 S 7th St  Milwaukee WI  53204-2329,Milwaukee,1,1486,8136,8136,81368136,5500076,3046,43.019832,-87.920286,Report received,93
Stephen Foster Elementary ementary Charter,Appleton Area,Elementary School,PK,6,Public school,Regular,Charter,305 W Foster St  Appleton WI  54915-1515,Outagamie,6,196,147,150,1470150,5500390,2639,44.24504,-88.408697,Report received,93
Stocker Elementary ,Kenosha,Elementary School,K4,5,Public school,Regular,No,6315 67th St  Kenosha WI  53142-1447,Kenosha,1,3230,2793,530,27930530,5507320,351,42.573746,-87.883336,Report received,93
Stratford Elementary ,Stratford,Elementary School,K4,5,Public school,Regular,No,522 N Third Ave  Stratford WI  54484,Marathon,9,13302,5628,25,56280025,5514580,582,44.805774,-90.075752,Report received,93
Suamico Elementary ,Howard-Suamico,Elementary School,PK,4,Public school,Regular,No,2153 School Ln  Green Bay WI  54313-8015,Brown,7,12097,2604,100,26040100,5506630,720,44.636465,-88.067504,Report received,93
Sullivan Elementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,1567 Deckner Ave  Green Bay WI  54302-2641,Brown,7,11851,2289,590,22890590,5505820,639,44.502817,-87.988843,Report received,93
Sullivan Elementary ,Jefferson,Elementary School,K4,5,Public school,Regular,No,618 Bakertown Rd  Sullivan WI  53178-9769,Jefferson,2,3710,2702,100,27020100,5507050,781,43.01382,-88.590581,Report received,93
Suring Elementary ,Suring Public,Elementary School,K4,8,Public school,Regular,No,411 Algoma St  Suring WI  54174-9565,Oconto,8,11218,5670,60,56700060,5514700,1921,44.999449,-88.375387,Report received,93
Taft Elementary ,Neenah Joint,Elementary School,KG,5,Public school,Regular,No,133 S Western Ave  Neenah WI  54956-2291,Winnebago,6,916,3892,110,38920110,5510320,2995,44.187384,-88.480343,Report received,93
Tainter Elementary ,Rice Lake Area,Elementary School,K4,4,Public school,Regular,No,2201 Carrie Ave  Rice Lake WI  54868-3073,Barron,11,16843,4802,25,48020025,5512810,581,45.478265,-91.726617,Report received,93
Three Lakes High School,Three Lakes,High School,9,12,Public school,Regular,No,6930 W School St  Three Lakes WI  54562-9010,Oneida,9,14038,5733,80,57330080,5514850,1929,45.79515,-89.167317,Report received,93
Tibbets Elementary ,Elkhorn Area,Elementary School,K4,5,Public school,Regular,No,W5218 County Road A  Elkhorn WI  53121-3507,Walworth,2,2819,1638,80,16380080,5504290,461,42.671666,-88.563961,Report received,93
Tomahawk High School,Tomahawk,High School,9,12,Public school,Regular,No,1048 E Kings Rd  Tomahawk WI  54487,Lincoln,9,13350,5754,200,57540200,5514940,1947,45.476675,-89.712568,Report received,93
Tower Rock Elementary ,Sauk Prairie,Elementary School,K4,5,Public school,Regular,No,S9033 Denzer Rd  Prairie du Sac WI  53578-9651,Sauk,5,7275,5100,160,51000160,5513410,1762,43.28693,-89.72401,Report received,93
Trailside Elementary ,Waterford Graded J1,Elementary School,K4,6,Public school,Regular,No,615 N Milwaukee St  Waterford WI  53185-4055,Racine,2,71566,6113,100,61130100,5515660,2509,42.7711,-88.203899,Report received,93
Tri-County Middle School ,Tri-County Area,Middle School,5,8,Public school,Regular,No,409 S West St  Plainfield WI  54966-9608,Waushara,5,18148,4375,80,43750080,5511820,2620,44.210382,-89.495799,Report received,93
