SCHOOL,DISTRICT,SCH_TYPE,LOW_GRADE,HIGH_GRD,TYPE_DESC,SCH_CAT,CHARTER,FULL_ADDR,PHYS_COUNT,CESA,DPI_KEY,DIST_CODE,SCH_CODE,UNIQUE,NCES_DIST,NCES_SCH,Latitude,Longitude,Comment_Vax,PctMetMinRequirements_Vax
Central High School,La Crosse,High School,9,12,Public school,Regular,No,1801 Losey Blvd S  La Crosse WI  54601-6800,La Crosse,4,14120,2849,20,28490020,5507530,854,43.793392,-91.218924,Report received,95
Central High School,Sheboygan Area,High School,9,12,Public school,Regular,Charter,621 S Water St  Sheboygan WI  53081-4431,Sheboygan,7,684,5271,450,52710450,5513650,2879,43.747994,-87.715001,Report received,95
Central High School,West Allis-West Milwaukee,High School,9,12,Public school,Regular,No,8516 W Lincoln Ave  West Allis WI  53227-2599,Milwaukee,1,5540,6300,20,63000020,5516260,2101,43.003297,-88.019444,Report received,95
Cesar Chavez Elementary ,Madison Metropolitan,Elementary School,K4,5,Public school,Regular,No,3502 Maple Grove Dr  Madison WI  53719,Dane,2,71589,3269,110,32690110,5508520,2483,43.009517,-89.500958,Report received,95
Chavez Learning Station,Kenosha,Elementary School,K4,0,Public school,Regular,No,6300 27th Ave  Kenosha WI  53143-4653,Kenosha,1,3074,2793,250,27930250,5507320,811,42.577107,-87.84192,Report received,95
Cherokee Heights Middle School ,Madison Metropolitan,Middle School,6,8,Public school,Regular,No,4301 Cherokee Dr  Madison WI  53711-2899,Dane,2,8444,3269,90,32690090,5508520,922,43.041142,-89.449759,Report received,95
Chilton Elementary ,Chilton,Elementary School,K4,4,Public school,Regular,No,421 Court St  Chilton WI  53014-1162,Calumet,7,999,1085,20,10850020,5502520,278,44.029471,-88.174737,Report received,95
Chilton Middle School ,Chilton,Middle School,5,8,Public school,Regular,No,421 Court St  Chilton WI  53014-1162,Calumet,7,1000,1085,30,10850030,5502520,2430,44.029471,-88.174737,Report received,95
Chippewa Falls High School,Chippewa Falls Area Unified,High School,9,12,Public school,Regular,No,735 Terrill St  Chippewa Falls WI  54729-1907,Chippewa,10,15508,1092,60,10920060,5502550,282,44.93672,-91.412657,Report received,95
Chippewa Falls Middle School ,Chippewa Falls Area Unified,Middle School,6,8,Public school,Regular,No,750 Tropicana Blvd  Chippewa Falls WI  54729-2010,Chippewa,10,15507,1092,40,10920040,5502550,281,44.938999,-91.421731,Report received,95
Clarke Middle School ,Two Rivers Public,Middle School,5,8,Public school,Regular,No,4608 Bellevue Pl  Two Rivers WI  54241-1022,Manitowoc,7,11670,5824,50,58240050,5515120,1960,44.176795,-87.585715,Report received,95
Clay Lamberton Elementary ,Berlin Area,Elementary School,K4,5,Public school,Regular,No,259 E Marquette St  Berlin WI  54923-1297,Green Lake,6,17523,434,60,4340060,5501140,163,43.973879,-88.939688,Report received,95
Clear Lake Jr,Clear Lake,Junior High School,7,8,Public school,Regular,No,1101 3rd St SW  Clear Lake WI  54005-8511,Polk,11,10054,1127,60,11270060,5502610,293,45.2407,-92.270433,Report received,95
Clovis Grove Elementary ,Menasha Joint,Elementary School,K4,5,Public school,Regular,No,974 9th St  Menasha WI  54952-2599,Winnebago,6,17918,3430,60,34300060,5509030,1055,44.215474,-88.42658,Report received,95
Colby High School,Colby,High School,9,12,Public school,Regular,No,705 N 2nd St  Colby WI  54421,Clark,10,12514,1162,40,11620040,5502730,309,44.946791,-90.553727,Report received,95
Coleman Elementary ,Coleman,Elementary School,K4,5,Public school,Regular,No,347 Business 141 N  Coleman WI  54112,Marinette,8,10464,1169,40,11690040,5502760,313,45.06498,-88.03427,Report received,95
Coleman High School,Coleman,High School,9,12,Public school,Regular,No,343 Business 141 N  Coleman WI  54112,Marinette,8,10465,1169,60,11690060,5502760,314,45.06498,-88.03427,Report received,95
Coleman Middle School ,Coleman,Middle School,6,8,Public school,Regular,No,347 Business 141 N  Coleman WI  54112,Marinette,8,582,1169,200,11690200,5502760,2847,45.06498,-88.03427,Report received,95
Colfax High School,Colfax,High School,7,12,Public school,Regular,No,601 University Ave  Colfax WI  54730-9773,Dunn,11,15593,1176,40,11760040,5502790,316,45.002368,-91.722976,Report received,95
Columbus High School,Columbus,High School,9,12,Public school,Regular,No,1164 Farnham St  Columbus WI  53925-1804,Columbia,5,9484,1183,40,11830040,5502820,318,43.326962,-89.020352,Report received,95
Columbus Middle School ,Columbus,Middle School,6,8,Public school,Regular,No,400 S Dickason Blvd  Columbus WI  53925-1421,Columbia,5,9483,1183,20,11830020,5502820,319,43.336506,-89.019262,Report received,95
Converse Elementary ,Beloit,Elementary School,K4,3,Public school,Regular,No,1602 Townline Ave  Beloit WI  53511-3248,Rock,2,6035,413,60,4130060,5501050,139,42.519802,-89.061854,Report received,95
Coon Valley Elementary ,Westby Area,Elementary School,K4,4,Public school,Regular,No,300 Lien St  Coon Valley WI  54623,Vernon,4,14560,6321,100,63210100,5516410,2144,43.699643,-91.014911,Report received,95
Cooper Elementary ,Burlington Area,Elementary School,K4,4,Public school,Regular,No,249 Conkey St  Burlington WI  53105-1805,Racine,2,2586,777,60,7770060,5501890,239,42.677275,-88.28432,Report received,95
Cooper Elementary ,Milwaukee,Elementary School,K3,8,Public school,Regular,No,5143 S 21st St  Milwaukee WI  53221-3533,Milwaukee,1,5314,3619,117,36190117,5509600,1144,42.950934,-87.942055,Report received,95
Cooper Elementary ,Sheboygan Area,Elementary School,PK,5,Public school,Regular,No,2014 Cooper Ave  Sheboygan WI  53083-4599,Sheboygan,7,2070,5271,40,52710040,5513650,1782,43.770586,-87.73384,Report received,95
Cooper Elementary ,Superior,Elementary School,K4,5,Public school,Regular,No,1807 Missouri Ave  Superior WI  54880-2225,Douglas,12,16972,5663,260,56630260,5514670,1917,46.716784,-92.121865,Report received,95
CORE4,Whitnall,Elementary School,K4,0,Public school,Regular,Charter,5000 S 116th St  Greenfield WI  53228-3197,Milwaukee,1,221,6470,130,64700130,5506000,2673,42.954872,-88.055385,Report received,95
Cornell High School,Cornell,High School,9,12,Public school,Regular,No,708 Bridge St  Cornell WI  54732,Chippewa,10,15612,1204,40,12040040,5502880,324,45.165066,-91.142526,Report received,95
Cornell Middle School ,Cornell,Middle School,6,8,Public school,Regular,No,708 Bridge St  Cornell WI  54732,Chippewa,10,709,1204,300,12040300,5502880,2896,45.165066,-91.142526,Report received,95
Cottage Grove Elementary ,Monona Grove,Elementary School,2,4,Public school,Regular,No,470 N Main St  Cottage Grove WI  53527-9637,Dane,2,6284,3675,20,36750020,5509810,1289,43.084665,-89.196643,Report received,95
Country Dale Elementary ,Franklin Public,Elementary School,PK,6,Public school,Regular,No,7380 S North Cape Rd  Franklin WI  53132-1651,Milwaukee,1,3011,1900,40,19000040,5504830,520,42.909818,-88.061256,Report received,95
Country View Elementary ,Verona Area,Elementary School,KG,5,Public school,Regular,No,710 Lone Pine Way  Verona WI  53593,Dane,2,7579,5901,90,59010090,5515330,242,43.004873,-89.544026,Report received,95
County Line Elementary ,Germantown,Elementary School,PK,5,Public school,Regular,No,W159N9939 Butternut Rd  Germantown WI  53022-5199,Washington,1,1143,2058,40,20580040,5505160,550,43.197942,-88.107519,Report received,95
Crandon Elementary ,Crandon,Elementary School,K4,5,Public school,Regular,No,9750 US Highway 8 W  Crandon WI  54520-8924,Forest,8,13688,1218,40,12180040,5502910,326,45.567893,-88.850528,Report received,95
Crandon High School,Crandon,High School,9,12,Public school,Regular,No,9750 US Highway 8 W  Crandon WI  54520-8924,Forest,8,13689,1218,60,12180060,5502910,327,45.567893,-88.850528,Report received,95
Creekside Elementary ,Sun Prairie Area,Elementary School,PK,5,Public school,Regular,No,1251 O'Keeffe Ave  Sun Prairie WI  53590,Dane,2,376,5656,180,56560180,5514640,2756,43.165201,-89.254053,Report received,95
Crescent Elementary ,Rhinelander,Elementary School,K4,3,Public school,Regular,No,3319 Boyce Dr  Rhinelander WI  54501-3800,Oneida,9,13572,4781,60,47810060,5512720,1675,45.625078,-89.435542,Report received,95
Crivitz Elementary ,Crivitz,Elementary School,K4,6,Public school,Regular,No,718 Hall Hay St  Crivitz WI  54114,Marinette,8,10483,1232,20,12320020,5502970,329,45.235337,-88.006052,Report received,95
Crivitz Middle School ,Crivitz,Middle School,7,8,Public school,Regular,No,718 Hall Hay St  Crivitz WI  54114,Marinette,8,10485,1232,80,12320080,5502970,331,45.235337,-88.006052,Report received,95
Cuba City High School,Cuba City,High School,9,12,Public school,Regular,No,101 N School St  Cuba City WI  53807-1221,Grant,3,8808,1246,40,12460040,5503030,333,42.606612,-90.435756,Report received,95
Cudahy High School,Cudahy,High School,9,12,Public school,Regular,No,4950 S Lake Dr  Cudahy WI  53110-1700,Milwaukee,1,2674,1253,40,12530040,5503060,336,42.95451,-87.848859,Report received,95
Cudahy Middle School ,Cudahy,Middle School,6,8,Public school,Regular,No,5530 S Barland Ave  Cudahy WI  53110-2549,Milwaukee,1,2673,1253,22,12530022,5503060,2389,42.943781,-87.86882,Report received,95
Cumberland Elementary ,Cumberland,Elementary School,K4,4,Public school,Regular,No,1530 2nd Ave  Cumberland WI  54829,Barron,11,16532,1260,40,12600040,5503090,343,45.538011,-92.021312,Report received,95
Cumberland Elementary ,Whitefish Bay,Elementary School,K4,5,Public school,Regular,No,4780 N Marlborough Dr  Whitefish Bay WI  53211-1199,Milwaukee,1,4817,6419,20,64190020,5516620,2166,43.103019,-87.896552,Report received,95
Cumberland High School,Cumberland,High School,9,12,Public school,Regular,No,1000 8th Ave  Cumberland WI  54829-9174,Barron,11,16534,1260,60,12600060,5503090,344,45.528622,-92.031441,Report received,95
Cunningham Intermediate,Beloit,Combined Elementary/Secondary School,4,8,Public school,Regular,No,910 Townline Ave  Beloit WI  53511-4900,Rock,2,6036,413,80,4130080,5501050,140,42.508655,-89.062335,Report received,95
Danz Elementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,2130 Basten St  Green Bay WI  54302-5398,Brown,7,11845,2289,140,22890140,5505820,616,44.509154,-87.970583,Report received,95
Darlington Elementary /Mid,Darlington Community,Elementary School,K4,8,Public school,Regular,No,11630 Center Hill Rd  Darlington WI  53530-9764,Lafayette,3,30750,1295,160,12950160,5503150,704,42.663422,-90.123597,Report received,95
Darlington High School,Darlington Community,High School,9,12,Public school,Regular,No,11838 Center Hill Rd  Darlington WI  53530-9605,Lafayette,3,6310,1295,40,12950040,5503150,348,42.665522,-90.125006,Report received,95
Davey Elementary ,Eau Claire Area,Elementary School,KG,5,Public school,Regular,No,3000 Starr Ave  Eau Claire WI  54703-0916,Eau Claire,10,15313,1554,500,15540500,5504050,438,44.851403,-91.478239,Report received,95
De Forest High School,De Forest Area,High School,9,12,Public school,Regular,No,815 Jefferson St  De Forest WI  53532-1322,Dane,2,6360,1316,40,13160040,5503180,355,43.243609,-89.326527,Report received,95
De Pere High School,De Pere,High School,9,12,Public school,Regular,No,1700 Chicago St  De Pere WI  54115,Brown,7,10510,1414,20,14140020,5503210,361,44.441014,-88.042563,Report received,95
De Pere Middle School ,De Pere,Middle School,7,8,Public school,Regular,No,700 Swan Rd  De Pere WI  54115,Brown,7,10511,1414,30,14140030,5503210,362,44.436715,-88.038374,Report received,95
Decorah Elementary ,West Bend,Elementary School,KG,4,Public school,Regular,No,1225 Sylvan Way  West Bend WI  53095-5099,Washington,6,2459,6307,40,63070040,5516290,2127,43.4038,-88.17388,Report received,95
Deer Creek Intermediate,Saint Francis,Elementary School,4,8,Public school,Regular,No,3680 S Kinnickinnic Ave  Saint Francis WI  53235-3742,Milwaukee,1,5689,5026,20,50260020,5513260,1747,42.978034,-87.875583,Report received,95
Delavan-Darien High School,Delavan-Darien,High School,9,12,Public school,Regular,No,150 Cummings St  Delavan WI  53115-1673,Walworth,2,2720,1380,20,13800020,5503640,386,42.631234,-88.66076,Report received,95
Dellwood Early Learning Ctr,Clintonville,Elementary School,K4,0,Public school,Regular,No,238 N Harriet St  Clintonville WI  54929,Waupaca,8,17569,1141,60,11410060,5502670,303,44.633531,-88.756629,Report received,95
Denmark Community Sch,Denmark,Combined Elementary/Secondary School,7,12,Public school,Regular,Charter,450 N Wall St  Denmark WI  54208-9416,Brown,7,747,1407,450,14070450,5503660,2936,44.351948,-87.823354,Report received,95
Denmark Early Childhood Ctr,Denmark,Elementary School,K4,0,Public school,Regular,No,Denmark Early Childhood Center 150 N Wall St Denmark WI  54208-9416,Brown,7,11342,1407,40,14070040,5503660,346,44.342291,-87.893412,Report received,95
Denmark Elementary ,Denmark,Elementary School,1,5,Public school,Regular,No,450 N Wall St  Denmark WI  54208-9416,Brown,7,11343,1407,60,14070060,5503660,387,44.351948,-87.823354,Report received,95
Denmark High School,Denmark,High School,9,12,Public school,Regular,No,450 N Wall St  Denmark WI  54208-9416,Brown,7,11344,1407,80,14070080,5503660,388,44.351948,-87.823354,Report received,95
Dickinson Elementary ,De Pere,Elementary School,K4,4,Public school,Regular,No,435 S Washington St  De Pere WI  54115,Brown,7,10512,1414,40,14140040,5503210,363,44.443477,-88.052066,Report received,95
Dodgeville High School,Dodgeville,High School,9,12,Public school,Regular,No,912 W Chapel St  Dodgeville WI  53533-1098,Iowa,3,6403,1428,40,14280040,5503690,392,42.967177,-90.145841,Report received,95
Don Smith Learning Acad,Beaver Dam Unified,High School,9,12,Public school,Alternative,No,400 E Burnett St  Beaver Dam WI  53916-1902,Dodge,6,506,336,850,3360850,5500960,2815,43.466972,-88.821637,Report received,95
Doty Elementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,525 Longview Ave  Green Bay WI  54301-1199,Brown,7,11773,2289,175,22890175,5505820,617,44.453517,-88.030279,Report received,95
Douglas Elementary ,Watertown Unified,Elementary School,KG,5,Public school,Regular,No,1101 Prospect St  Watertown WI  53098-2327,Dodge,2,2545,6125,40,61250040,5515750,1997,43.205148,-88.715934,Report received,95
Downsville Elementary ,Menomonie Area,Elementary School,PK,5,Public school,Regular,No,N2681 460th St  Downsville WI  54735,Dunn,11,15637,3444,60,34440060,5509090,1074,44.946496,-91.90344,Report received,95
Eagle Point Elementary ,De Forest Area,Elementary School,KG,4,Public school,Regular,No,206 N Johnson St  DeForest WI  53532-1325,Dane,2,6359,1316,20,13160020,5503180,354,43.248639,-89.332888,Report received,95
Early Childhood,Verona Area,Elementary School,PK,0,Public school,Regular,No,5830 Devoro Rd  Fitchburg WI  53711,Dane,2,71202,5901,110,59010110,5515330,2285,43.004199,-89.44923,Report received,95
Early Learning Acad,Oak Creek-Franklin Joint,Elementary School,K4,0,Public school,Regular,No,7630 S 10th St  Oak Creek WI  53154,Milwaukee,1,223,4018,160,40180160,5510830,2659,42.90566,-87.926616,Report received,95
East Elementary ,Antigo Unified,Elementary School,PK,5,Public school,Regular,No,220 7th Ave  Antigo WI  54409-2600,Langlade,9,12390,140,100,1400100,5500360,39,45.138012,-89.143692,Report received,95
East Elementary ,Baraboo,Elementary School,K4,5,Public school,Regular,No,815 6th St  Baraboo WI  53913-2399,Sauk,5,9316,280,60,2800060,5500810,104,43.473103,-89.730159,Report received,95
East Elementary ,Jefferson,Elementary School,K4,5,Public school,Regular,No,120 S Sanborn Ave  Jefferson WI  53549-1699,Jefferson,2,6723,2702,40,27020040,5507050,777,43.004462,-88.802781,Report received,95
East Elementary ,Milton,Elementary School,K4,3,Public school,Regular,No,201 S Janesville St  Milton WI  53563,Rock,2,6984,3612,80,36120080,5509570,1117,42.780829,-88.936095,Report received,95
Eastside Elementary ,Sun Prairie Area,Elementary School,PK,5,Public school,Regular,No,661 Elizabeth Ln  Sun Prairie WI  53590-2399,Dane,2,7522,5656,40,56560040,5514640,1899,43.190025,-89.201243,Report received,95
Eastview Elementary ,Lake Geneva J1,Elementary School,4,5,Public school,Regular,No,507 Sage St  Lake Geneva WI  53147-1535,Walworth,2,3314,2885,80,28850080,5507620,882,42.596286,-88.431502,Report received,95
Edgar High School,Edgar,High School,9,12,Public school,Regular,No,203 E Birch St  Edgar WI  54426,Marathon,9,12554,1561,40,15610040,5504080,441,44.923885,-89.960157,Report received,95
Edgerton Elementary ,Whitnall,Elementary School,PK,5,Public school,Regular,No,5145 S 116th St  Hales Corners WI  53130-1001,Milwaukee,1,2988,6470,80,64700080,5506000,2392,42.950932,-88.058487,Report received,95
Edgewood Elementary ,Greenfield,Elementary School,K4,5,Public school,Regular,No,4711 S 47th St  Greenfield WI  53220-4899,Milwaukee,1,5278,2303,60,23030060,5505940,650,42.958202,-87.974343,Report received,95
Edgewood Elementary ,Oak Creek-Franklin Joint,Elementary School,PK,5,Public school,Regular,No,8545 S Shepard Ave  Oak Creek WI  53154-3201,Milwaukee,1,3532,4018,40,40180040,5510830,1408,42.889021,-87.902822,Report received,95
Eighty-First Street Elementary ,Milwaukee,Elementary School,K3,5,Public school,Regular,No,2964 N 81st St  Milwaukee WI  53222-4808,Milwaukee,1,5354,3619,143,36190143,5509600,1154,43.072513,-88.012954,Report received,95
Einstein Middle School ,Appleton Area,Middle School,7,8,Public school,Regular,No,324 E Florida Ave  Appleton WI  54911-1368,Outagamie,6,17334,147,120,1470120,5500390,52,44.291943,-88.401527,Report received,95
Eisenhower Elementary ,Green Bay Area Public,Elementary School,K4,5,Public school,Regular,No,1770 Amy St  Green Bay WI  54302-3199,Brown,7,11847,2289,200,22890200,5505820,620,44.489865,-87.982923,Report received,95
Eisenhower Elementary ,Wauwatosa,Elementary School,K4,5,Public school,Regular,No,11600 W Center St  Wauwatosa WI  53222-4196,Milwaukee,1,5357,6244,40,62440040,5515990,2078,43.068687,-88.057683,Report received,95
